scorer,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke
labeled-data/1636314812_saved_stream.pkl_left/img157.png,927.3829539004855,648.4891404427066,934.1635555275273,694.258201425238,944.3344579680897,738.3321120010089,551.059563599672,421.3389859368101,591.7431733619221,555.2558680708834,640.9025351579744,673.9163965441129,459.5214416346093,180.62762817683006,461.21659204136967,245.04334363372618,444.26508797376556,339.97176641230976,1469.8310840638203,524.7431607491958,1469.8310840638203,562.0364696979251,1473.221384877341,601.0249290534148
labeled-data/1636314812_saved_stream.pkl_left/img165.png,1029.0919783061108,567.1219209182063,1035.8725799331526,617.976433121019,1044.3483319669547,668.8309453238317,551.059563599672,419.6438355300496,584.9625717348804,551.8655672573625,629.0364823106515,673.9163965441129,459.5214416346093,180.62762817683006,461.21659204136967,241.65304282020543,444.26508797376556,338.2766160055494,1469.8310840638203,524.7431607491958,1471.5262344705807,560.3413192911646,1474.9165352841017,597.6346282398939
labeled-data/1636314812_saved_stream.pkl_left/img196.png,1493.5631897584663,314.54451031090343,1483.3922873179038,370.48447373399745,1471.5262344705807,423.0341363435705,542.5838115658698,423.0341363435705,569.7062180740368,548.4752664438416,627.3413319038909,673.9163965441129,459.5214416346093,178.93247777006968,459.5214416346093,239.95789241344482,440.8747871602447,338.2766160055494,1469.8310840638203,521.3528599356749,1468.13593365706,556.9510184776437,1473.221384877341,602.7200794601752
labeled-data/1636314812_saved_stream.pkl_left/img231.png,1488.477738538185,297.5930062432992,1478.3068360976224,370.48447373399745,1468.13593365706,456.9371444787789,540.8886611591095,426.42443715709135,574.7916692943179,543.3898152235604,625.6461814971306,673.9163965441129,459.5214416346093,185.71307939711141,462.91174244813016,238.26274200668445,442.56993756700507,329.8008639717473,1464.7456328435392,523.0480103424353,1464.7456328435392,553.560717664123,1468.13593365706,594.244327426373
labeled-data/1636314812_saved_stream.pkl_left/img237.png,1425.7571734880494,501.01105505454984,1415.586271047487,563.7316201046855,1402.0250677934034,629.842485968342,534.1080595320677,424.72928675033086,576.4868197010783,548.4752664438416,642.5976855647348,670.526095730592,461.21659204136967,184.01792899035104,461.21659204136967,245.04334363372618,444.26508797376556,329.8008639717473,1478.3068360976224,528.1334615627167,1473.221384877341,563.7316201046855,1466.4407832502995,601.0249290534148
labeled-data/1636314812_saved_stream.pkl_left/img246.png,1393.5493157596013,650.184290849467,1385.0735637257992,694.258201425238,1376.597811691997,740.0272624077693,535.8032099388283,423.0341363435705,569.7062180740368,539.9995144100395,642.5976855647348,673.9163965441129,459.5214416346093,180.62762817683006,462.91174244813016,241.65304282020543,445.96023838052594,333.19116478526814,1473.221384877341,524.7431607491958,1471.5262344705807,560.3413192911646,1478.3068360976224,601.0249290534148
labeled-data/1636314812_saved_stream.pkl_left/img264.png,1391.854165352841,651.8794412562274,1379.988112505518,695.9533518319984,1373.2075108784763,741.7224128145298,544.2789619726304,423.0341363435705,579.8771205145993,536.6092135965188,630.7316327174119,672.2212461373524,459.5214416346093,178.93247777006968,459.5214416346093,248.43364444724693,444.26508797376556,326.4105631582264,1469.8310840638203,521.3528599356749,1469.8310840638203,556.9510184776437,1473.221384877341,599.3297786466543
labeled-data/1636314812_saved_stream.pkl_left/img274.png,1390.1590149460806,653.5745916629878,1383.3784133190388,699.3436526455192,1374.9026612852367,743.4175632212902,540.8886611591095,421.3389859368101,578.1819701078389,546.7801160370813,637.5122343444534,672.2212461373524,456.1311408210884,177.2373273633093,462.91174244813016,241.65304282020543,442.56993756700507,334.8863151920285,1471.5262344705807,524.7431607491958,1471.5262344705807,562.0364696979251,1471.5262344705807,604.4152298669356
labeled-data/1636314812_saved_stream.pkl_left/img295.png,1391.854165352841,653.5745916629878,1379.988112505518,697.6485022387587,1368.122059658195,743.4175632212902,539.1935107523491,421.3389859368101,573.0965188875575,545.0849656303209,634.1219335309327,673.9163965441129,461.21659204136967,177.2373273633093,464.60689285489053,246.73849404048656,440.8747871602447,329.8008639717473,1469.8310840638203,523.0480103424353,1469.8310840638203,560.3413192911646,1471.5262344705807,604.4152298669356
labeled-data/1636314812_saved_stream.pkl_right/img001.png,1039.974777448071,444.49465875370913,1039.974777448071,487.2246290801186,1044.2477744807122,544.9100890207715,307.15578635014845,425.2661721068248,362.7047477744808,547.0465875370919,428.93620178041544,673.0999999999999,193.92136498516334,177.43234421364969,193.92136498516334,241.52729970326402,159.73738872403572,329.12373887240346,1289.9451038575667,529.9545994065281,1285.6721068249258,559.8655786350148,1285.6721068249258,600.4590504451038
labeled-data/1636314812_saved_stream.pkl_right/img025.png,1042.1112759643916,440.22166172106813,1046.3842729970327,491.4976261127596,1050.6572700296736,547.0465875370919,305.019287833828,423.12967359050435,371.25074183976267,557.7290801186942,448.1646884272998,673.0999999999999,191.78486646884278,179.56884272997036,191.78486646884278,243.66379821958446,157.60089020771522,333.39673590504447,1287.8086053412462,525.6816023738871,1285.6721068249258,562.0020771513352,1287.8086053412462,602.5955489614242
labeled-data/1636314812_saved_stream.pkl_right/img046.png,1012.2002967359049,365.4442136498516,1014.3367952522256,423.12967359050435,1020.7462908011869,485.08813056379813,311.42878338278945,425.2661721068248,373.3872403560831,557.7290801186942,450.3011869436202,677.3729970326409,193.92136498516334,181.7053412462908,187.5118694362019,239.39080118694358,157.60089020771522,329.12373887240346,1294.2181008902076,523.5451038575667,1294.2181008902076,562.0020771513352,1289.9451038575667,606.8685459940652
labeled-data/1636314812_saved_stream.pkl_right/img058.png,794.2774480712167,271.4382789317507,800.686943620178,335.5332344213649,813.5059347181009,406.0376854599406,309.2922848664689,414.58367952522246,362.7047477744808,547.0465875370919,437.48219584569733,673.0999999999999,191.78486646884278,173.1593471810088,189.64836795252234,241.52729970326402,161.87388724035617,326.987240356083,1289.9451038575667,521.4086053412462,1289.9451038575667,559.8655786350148,1287.8086053412462,602.5955489614242
labeled-data/1636314812_saved_stream.pkl_right/img084.png,732.3189910979229,367.580712166172,738.7284866468842,418.85667655786347,751.5474777448071,474.4056379821958,302.88278931750756,423.12967359050435,364.8412462908012,555.5925816023738,439.6186943620179,675.2364985163204,191.78486646884278,177.43234421364969,187.5118694362019,241.52729970326402,157.60089020771522,335.5332344213649,1292.081602373887,521.4086053412462,1289.9451038575667,562.0020771513352,1285.6721068249258,602.5955489614242
labeled-data/1636314812_saved_stream.pkl_right/img114.png,670.3605341246291,532.0910979228486,687.4525222551929,594.0495548961424,704.5445103857567,653.8715133531157,302.88278931750756,425.2661721068248,360.56824925816034,559.8655786350148,435.3456973293769,677.3729970326409,191.78486646884278,179.56884272997036,193.92136498516334,241.52729970326402,157.60089020771522,333.39673590504447,1289.9451038575667,523.5451038575667,1292.081602373887,566.2750741839761,1283.5356083086053,604.7320474777447
labeled-data/1636314812_saved_stream.pkl_right/img125.png,706.6810089020771,641.0525222551928,719.5,690.1919881305637,736.5919881305638,732.9219584569732,302.88278931750756,423.12967359050435,358.4317507418399,559.8655786350148,426.799703264095,675.2364985163204,189.64836795252234,177.43234421364969,187.5118694362019,245.8002967359049,155.46439169139478,333.39673590504447,1292.081602373887,523.5451038575667,1287.8086053412462,566.2750741839761,1285.6721068249258,602.5955489614242
labeled-data/1636314812_saved_stream.pkl_right/img138.png,706.6810089020771,643.1890207715132,719.5,688.0554896142432,736.5919881305638,735.0584569732937,305.019287833828,425.2661721068248,364.8412462908012,559.8655786350148,437.48219584569733,675.2364985163204,187.5118694362019,179.56884272997036,187.5118694362019,239.39080118694358,155.46439169139478,331.2602373887239,1292.081602373887,523.5451038575667,1289.9451038575667,559.8655786350148,1287.8086053412462,602.5955489614242
labeled-data/1636314812_saved_stream.pkl_right/img157.png,721.6364985163204,647.4620178041542,730.1824925816024,692.3284866468842,753.6839762611276,741.4679525222551,311.42878338278945,423.12967359050435,371.25074183976267,551.3195845697329,450.3011869436202,673.0999999999999,193.92136498516334,181.7053412462908,189.64836795252234,245.8002967359049,157.60089020771522,333.39673590504447,1285.6721068249258,525.6816023738871,1289.9451038575667,568.4115727002967,1287.8086053412462,606.8685459940652
labeled-data/1636314812_saved_stream.pkl_right/img168.png,924.6038575667656,491.4976261127596,931.0133531157269,553.4560830860534,939.5593471810089,606.8685459940652,313.5652818991099,418.85667655786347,384.06973293768556,559.8655786350148,443.8916913946588,670.9635014836795,191.78486646884278,177.43234421364969,187.5118694362019,239.39080118694358,159.73738872403572,335.5332344213649,1289.9451038575667,525.6816023738871,1287.8086053412462,562.0020771513352,1287.8086053412462,602.5955489614242
labeled-data/1636314812_saved_stream.pkl_right/img170.png,1003.6543026706231,450.9041543026706,1005.7908011869436,506.4531157270029,1012.2002967359049,562.0020771513352,317.8382789317508,418.85667655786347,375.52373887240367,557.7290801186942,437.48219584569733,675.2364985163204,191.78486646884278,177.43234421364969,187.5118694362019,250.0732937685459,157.60089020771522,333.39673590504447,1287.8086053412462,523.5451038575667,1287.8086053412462,562.0020771513352,1285.6721068249258,606.8685459940652
labeled-data/1636314812_saved_stream.pkl_right/img191.png,1324.1290801186942,320.5777448071216,1315.5830860534124,378.26320474777435,1311.3100890207713,425.2661721068248,322.1112759643918,420.9931750741839,388.34272997032645,547.0465875370919,460.98367952522256,670.9635014836795,191.78486646884278,175.29584569732924,189.64836795252234,239.39080118694358,159.73738872403572,326.987240356083,1287.8086053412462,521.4086053412462,1283.5356083086053,568.4115727002967,1281.3991097922847,604.7320474777447
labeled-data/1636314812_saved_stream.pkl_right/img228.png,1302.7640949554896,269.30178041543013,1298.4910979228487,341.94272997032635,1294.2181008902076,414.58367952522246,305.019287833828,425.2661721068248,371.25074183976267,555.5925816023738,446.02818991097934,670.9635014836795,196.05786350148378,177.43234421364969,191.78486646884278,239.39080118694358,157.60089020771522,335.5332344213649,1289.9451038575667,517.1356083086052,1287.8086053412462,562.0020771513352,1283.5356083086053,602.5955489614242
labeled-data/1636314812_saved_stream.pkl_right/img233.png,1242.9421364985162,356.8982195845697,1240.8056379821958,438.0851632047477,1236.532640949555,512.8626112759644,311.42878338278945,423.12967359050435,381.933234421365,557.7290801186942,452.43768545994067,675.2364985163204,193.92136498516334,175.29584569732924,189.64836795252234,237.25430267062302,157.60089020771522,329.12373887240346,1287.8086053412462,525.6816023738871,1287.8086053412462,566.2750741839761,1283.5356083086053,606.8685459940652
labeled-data/1636314812_saved_stream.pkl_right/img238.png,1198.0756676557862,540.6370919881305,1193.8026706231453,596.1860534124628,1191.666172106825,660.2810089020771,305.019287833828,425.2661721068248,373.3872403560831,557.7290801186942,446.02818991097934,673.0999999999999,189.64836795252234,175.29584569732924,191.78486646884278,241.52729970326402,161.87388724035617,335.5332344213649,1289.9451038575667,527.8181008902077,1285.6721068249258,559.8655786350148,1287.8086053412462,600.4590504451038
labeled-data/1636314812_saved_stream.pkl_right/img260.png,1183.1201780415429,653.8715133531157,1180.9836795252224,700.8744807121661,1178.847181008902,741.4679525222551,305.019287833828,423.12967359050435,373.3872403560831,564.1385756676557,433.20919881305645,670.9635014836795,193.92136498516334,179.56884272997036,189.64836795252234,237.25430267062302,159.73738872403572,333.39673590504447,1289.9451038575667,523.5451038575667,1285.6721068249258,564.1385756676557,1285.6721068249258,602.5955489614242
labeled-data/1636318271_saved_stream.pkl_left/img006.png,1390.3605341246289,653.8715133531157,1377.5415430267062,698.7379821958456,1373.268545994065,745.7409495548961,535.7611275964392,429.5391691394658,584.9005934718101,551.3195845697329,638.313056379822,670.9635014836795,458.8471810089021,185.9783382789317,456.71068249258167,239.39080118694358,443.8916913946588,333.39673590504447,1460.8649851632047,525.6816023738871,1467.274480712166,564.1385756676557,1469.4109792284864,606.8685459940652
labeled-data/1636318271_saved_stream.pkl_left/img014.png,1381.814540059347,643.1890207715132,1373.268545994065,685.9189910979228,1364.7225519287833,739.3314540059346,533.6246290801188,425.2661721068248,576.3545994065282,547.0465875370919,638.313056379822,675.2364985163204,460.98367952522256,181.7053412462908,458.8471810089021,243.66379821958446,443.8916913946588,337.66973293768535,1465.1379821958456,525.6816023738871,1465.1379821958456,557.7290801186942,1467.274480712166,602.5955489614242
labeled-data/1636318271_saved_stream.pkl_left/img042.png,1375.4050445103856,645.3255192878338,1371.1320474777447,696.6014836795251,1364.7225519287833,732.9219584569732,544.3071216617211,425.2661721068248,580.6275964391692,544.9100890207715,644.7225519287834,677.3729970326409,458.8471810089021,183.84183976261124,454.5741839762612,239.39080118694358,441.75519287833833,337.66973293768535,1559.1439169139464,111.20089020771502,1569.826409495549,168.8863501483679,1580.508902077151,213.7528189910979
labeled-data/1636318271_saved_stream.pkl_left/img050.png,1381.814540059347,643.1890207715132,1375.4050445103856,694.4649851632047,1364.7225519287833,741.4679525222551,548.5801186943621,423.12967359050435,595.5830860534124,538.50059347181,653.2685459940653,673.0999999999999,452.43768545994067,181.7053412462908,456.71068249258167,245.8002967359049,437.48219584569733,337.66973293768535,1272.853115727003,305.62225519287824,1266.4436201780416,356.8982195845697,1270.7166172106824,395.35519287833824
labeled-data/1636318271_saved_stream.pkl_left/img053.png,1375.4050445103856,643.1890207715132,1373.268545994065,694.4649851632047,1364.7225519287833,739.3314540059346,537.8976261127597,423.12967359050435,572.0816023738872,547.0465875370919,634.040059347181,673.0999999999999,458.8471810089021,181.7053412462908,458.8471810089021,239.39080118694358,439.6186943620179,333.39673590504447,1155.345697329377,380.3997032640949,1153.2091988130562,416.7201780415429,1159.6186943620178,446.6311572700296
labeled-data/1636318271_saved_stream.pkl_left/img059.png,1377.5415430267062,649.5985163204747,1371.1320474777447,692.3284866468842,1366.8590504451038,737.1949554896141,540.0341246290801,423.12967359050435,578.4910979228487,542.7735905044509,629.7670623145401,673.0999999999999,454.5741839762612,175.29584569732924,460.98367952522256,237.25430267062302,441.75519287833833,341.94272997032635,978.0163204747773,435.94866468842724,978.0163204747773,474.4056379821958,980.1528189910978,502.1801186943619
labeled-data/1636318271_saved_stream.pkl_left/img063.png,1373.268545994065,645.3255192878338,1366.8590504451038,694.4649851632047,1360.4495548961422,735.0584569732937,535.7611275964392,420.9931750741839,582.7640949554897,544.9100890207715,634.040059347181,675.2364985163204,456.71068249258167,177.43234421364969,465.25667655786356,245.8002967359049,439.6186943620179,339.8062314540059,886.1468842729971,438.0851632047477,884.0103857566764,478.6786350148367,888.2833827893176,508.58961424332335
labeled-data/1636318271_saved_stream.pkl_left/img095.png,1377.5415430267062,647.4620178041542,1368.9955489614242,696.6014836795251,1362.586053412463,737.1949554896141,529.3516320474778,427.40267062314535,569.9451038575668,555.5925816023738,629.7670623145401,675.2364985163204,460.98367952522256,179.56884272997036,458.8471810089021,235.11780415430258,443.8916913946588,337.66973293768535,1146.799703264095,284.25727002967346,1151.0727002967358,333.39673590504447,1153.2091988130562,367.580712166172
labeled-data/1636318271_saved_stream.pkl_left/img099.png,1375.4050445103856,645.3255192878338,1368.9955489614242,692.3284866468842,1366.8590504451038,737.1949554896141,537.8976261127597,425.2661721068248,574.2181008902078,542.7735905044509,629.7670623145401,673.0999999999999,458.8471810089021,177.43234421364969,460.98367952522256,239.39080118694358,446.02818991097934,324.8507418397626,1225.8501483679524,247.93679525222547,1227.986646884273,299.2127596439168,1236.532640949555,331.2602373887239
labeled-data/1636318271_saved_stream.pkl_left/img126.png,1379.6780415430267,645.3255192878338,1375.4050445103856,698.7379821958456,1364.7225519287833,739.3314540059346,531.4881305637982,425.2661721068248,578.4910979228487,555.5925816023738,638.313056379822,677.3729970326409,460.98367952522256,179.56884272997036,460.98367952522256,239.39080118694358,437.48219584569733,339.8062314540059,1495.0489614243322,335.5332344213649,1490.7759643916913,382.53620178041535,1490.7759643916913,420.9931750741839
labeled-data/1636318271_saved_stream.pkl_left/img151.png,1375.4050445103856,645.3255192878338,1366.8590504451038,698.7379821958456,1362.586053412463,739.3314540059346,531.4881305637982,420.9931750741839,561.3991097922849,549.1830860534124,629.7670623145401,670.9635014836795,454.5741839762612,173.1593471810088,458.8471810089021,237.25430267062302,441.75519287833833,335.5332344213649,1439.4999999999998,480.81513353115724,1456.5919881305638,523.5451038575667,1475.820474777448,570.5480712166171
labeled-data/1636318271_saved_stream.pkl_left/img168.png,1379.6780415430267,647.4620178041542,1373.268545994065,696.6014836795251,1371.1320474777447,737.1949554896141,537.8976261127597,425.2661721068248,584.9005934718101,542.7735905044509,642.5860534124629,668.827002967359,456.71068249258167,183.84183976261124,460.98367952522256,235.11780415430258,439.6186943620179,341.94272997032635,1095.5237388724036,403.90118694362013,1095.5237388724036,446.6311572700296,1097.660237388724,495.77062314540046
labeled-data/1636318271_saved_stream.pkl_left/img173.png,1377.5415430267062,647.4620178041542,1373.268545994065,698.7379821958456,1368.9955489614242,737.1949554896141,535.7611275964392,427.40267062314535,576.3545994065282,549.1830860534124,636.1765578635016,673.0999999999999,458.8471810089021,183.84183976261124,460.98367952522256,237.25430267062302,435.3456973293769,335.5332344213649,1029.292284866469,391.08219584569724,1031.4287833827893,442.3581602373887,1031.4287833827893,482.9516320474777
labeled-data/1636318271_saved_stream.pkl_left/img199.png,1377.5415430267062,645.3255192878338,1371.1320474777447,690.1919881305637,1364.7225519287833,735.0584569732937,527.2151335311573,425.2661721068248,563.5356083086053,534.227596439169,634.040059347181,668.827002967359,454.5741839762612,173.1593471810088,458.8471810089021,241.52729970326402,437.48219584569733,339.8062314540059,1018.6097922848664,393.2186943620177,1025.0192878338278,438.0851632047477,1035.7017804154302,485.08813056379813
labeled-data/1636318271_saved_stream.pkl_left/img227.png,1379.6780415430267,645.3255192878338,1371.1320474777447,694.4649851632047,1362.586053412463,737.1949554896141,531.4881305637982,427.40267062314535,569.9451038575668,538.50059347181,638.313056379822,668.827002967359,452.43768545994067,177.43234421364969,456.71068249258167,243.66379821958446,437.48219584569733,335.5332344213649,1300.627596439169,290.6667655786349,1311.3100890207713,333.39673590504447,1315.5830860534124,369.71721068249246
labeled-data/1636318271_saved_stream.pkl_left/img252.png,1377.5415430267062,647.4620178041542,1371.1320474777447,694.4649851632047,1366.8590504451038,735.0584569732937,540.0341246290801,425.2661721068248,574.2181008902078,547.0465875370919,634.040059347181,668.827002967359,460.98367952522256,181.7053412462908,460.98367952522256,241.52729970326402,443.8916913946588,329.12373887240346,1368.9955489614242,615.4145400593471,,,,
labeled-data/1636318271_saved_stream.pkl_left/img258.png,1381.814540059347,645.3255192878338,1371.1320474777447,694.4649851632047,1366.8590504451038,739.3314540059346,535.7611275964392,427.40267062314535,569.9451038575668,542.7735905044509,623.3575667655787,673.0999999999999,450.3011869436202,171.02284866468835,458.8471810089021,239.39080118694358,441.75519287833833,335.5332344213649,1371.1320474777447,611.1415430267061,,,,
labeled-data/1636318271_saved_stream.pkl_left/img270.png,1377.5415430267062,645.3255192878338,1371.1320474777447,694.4649851632047,1366.8590504451038,735.0584569732937,542.1706231454007,427.40267062314535,582.7640949554897,542.7735905044509,638.313056379822,666.6905044510385,,,456.71068249258167,179.56884272997036,458.8471810089021,239.39080118694358,439.6186943620179,337.66973293768535,1368.9955489614242,611.1415430267061,,
labeled-data/1636318271_saved_stream.pkl_right/img001.png,1187.393175074184,653.8715133531157,1187.393175074184,694.4649851632047,1187.393175074184,739.3314540059346,315.70178041543033,423.12967359050435,384.06973293768556,542.7735905044509,458.8471810089021,670.9635014836795,193.92136498516334,181.7053412462908,191.78486646884278,232.98130563798213,164.01038575667667,335.5332344213649,1189.5296735905044,632.5065281899109,,,,
labeled-data/1636318271_saved_stream.pkl_right/img005.png,1185.2566765578633,653.8715133531157,1185.2566765578633,700.8744807121661,1183.1201780415429,739.3314540059346,307.15578635014845,425.2661721068248,375.52373887240367,534.227596439169,458.8471810089021,666.6905044510385,193.92136498516334,179.56884272997036,185.37537091988145,247.93679525222547,151.19139465875384,333.39673590504447,1292.081602373887,521.4086053412462,1287.8086053412462,559.8655786350148,1285.6721068249258,604.7320474777447
labeled-data/1636318271_saved_stream.pkl_right/img016.png,1170.30118694362,645.3255192878338,1168.1646884272996,692.3284866468842,1168.1646884272996,739.3314540059346,298.60979228486656,425.2661721068248,366.9777448071218,547.0465875370919,452.43768545994067,670.9635014836795,191.78486646884278,175.29584569732924,187.5118694362019,235.11780415430258,153.32789317507428,333.39673590504447,1163.8916913946587,581.2305637982195,1166.028189910979,619.687537091988,,
labeled-data/1636318271_saved_stream.pkl_right/img022.png,1172.4376854599407,645.3255192878338,1170.30118694362,683.7824925816024,1170.30118694362,730.7854599406528,313.5652818991099,420.9931750741839,362.7047477744808,544.9100890207715,458.8471810089021,668.827002967359,191.78486646884278,183.84183976261124,191.78486646884278,241.52729970326402,153.32789317507428,326.987240356083,,,1187.393175074184,514.9991097922848,1187.393175074184,553.4560830860534
labeled-data/1636318271_saved_stream.pkl_right/img024.png,1170.30118694362,649.5985163204747,1168.1646884272996,703.0109792284866,1166.028189910979,735.0584569732937,300.746290801187,429.5391691394658,358.4317507418399,544.9100890207715,441.75519287833833,673.0999999999999,193.92136498516334,181.7053412462908,185.37537091988145,241.52729970326402,153.32789317507428,339.8062314540059,,,1223.713649851632,438.0851632047477,1227.986646884273,474.4056379821958
labeled-data/1636318271_saved_stream.pkl_right/img030.png,1172.4376854599407,649.5985163204747,1170.30118694362,696.6014836795251,1170.30118694362,739.3314540059346,313.5652818991099,423.12967359050435,375.52373887240367,544.9100890207715,460.98367952522256,666.6905044510385,193.92136498516334,177.43234421364969,193.92136498516334,243.66379821958446,159.73738872403572,335.5332344213649,,,1366.8590504451038,239.39080118694358,1381.814540059347,292.80326409495547
labeled-data/1636318271_saved_stream.pkl_right/img073.png,1172.4376854599407,647.4620178041542,1168.1646884272996,692.3284866468842,1170.30118694362,739.3314540059346,305.019287833828,423.12967359050435,386.206231454006,551.3195845697329,467.393175074184,668.827002967359,191.78486646884278,181.7053412462908,187.5118694362019,243.66379821958446,155.46439169139478,333.39673590504447,,,706.6810089020771,538.50059347181,717.3635014836796,568.4115727002967
labeled-data/1636318271_saved_stream.pkl_right/img089.png,1168.1646884272996,649.5985163204747,1163.8916913946587,698.7379821958456,1166.028189910979,732.9219584569732,296.4732937685461,423.12967359050435,345.612759643917,542.7735905044509,431.072700296736,675.2364985163204,187.5118694362019,179.56884272997036,191.78486646884278,241.52729970326402,153.32789317507428,339.8062314540059,,,864.7818991097922,391.08219584569724,873.3278931750742,433.8121661721068
labeled-data/1636318271_saved_stream.pkl_right/img093.png,1170.30118694362,645.3255192878338,1166.028189910979,694.4649851632047,1170.30118694362,735.0584569732937,302.88278931750756,425.2661721068248,373.3872403560831,553.4560830860534,456.71068249258167,670.9635014836795,191.78486646884278,179.56884272997036,193.92136498516334,241.52729970326402,151.19139465875384,333.39673590504447,,,931.0133531157269,352.6252225519287,937.4228486646884,391.08219584569724
labeled-data/1636318271_saved_stream.pkl_right/img151.png,1166.028189910979,645.3255192878338,1168.1646884272996,698.7379821958456,1170.30118694362,732.9219584569732,296.4732937685461,423.12967359050435,362.7047477744808,547.0465875370919,441.75519287833833,670.9635014836795,196.05786350148378,179.56884272997036,196.05786350148378,243.66379821958446,157.60089020771522,329.12373887240346,1260.03412462908,476.54213649851624,1277.1261127596438,529.9545994065281,1292.081602373887,572.6845697329376
labeled-data/1636318271_saved_stream.pkl_right/img161.png,1170.30118694362,645.3255192878338,1170.30118694362,688.0554896142432,1170.30118694362,737.1949554896141,294.33679525222556,427.40267062314535,360.56824925816034,551.3195845697329,433.20919881305645,673.0999999999999,191.78486646884278,179.56884272997036,189.64836795252234,243.66379821958446,155.46439169139478,337.66973293768535,1178.847181008902,453.040652818991,1195.9391691394658,502.1801186943619,,
