scorer,,,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke,Luke
labeled-data,1639767318-left,img202.png,951.5258217508728,467.3166866477835,958.9624860022396,432.25812660562565,964.2743890389303,400.38670838548194,,,,,,,1473.1546999538896,618.1747328897966,1457.2189908438181,662.7947183979977,1432.7842368750412,701.04042026217,538.2597654963441,311.1467373690799,597.7530795072788,436.50764903497804,649.8097292668467,556.5566576641856,500.01406363217177,51.92586917857852,541.4469073183584,120.98060865555635,566.9440418944733,203.84629602792984
labeled-data,1639767318-left,img205.png,952.5882023582109,468.37906725512164,958.9624860022396,434.3828878203018,960.0248666095778,404.63623081483445,,,,,,,1471.0299387392133,617.1123522824585,1452.9694684144656,660.6699571833213,1435.9713786970556,696.7908978328176,535.0726236743297,310.0843567617418,598.8154601146169,441.8195520716687,647.6849680521705,554.4318964495094,505.3259666688624,56.17539160793103,544.6340491403728,119.91822804821823,569.0688031091496,204.90867663526797
labeled-data,1639767318-left,img208.png,952.5882023582109,466.2543060404455,961.0872472169159,431.1957459982875,963.2120084315922,401.4490889928202,,,,,,,1465.7180357025231,621.361874711811,1450.8447071997894,664.9194796126739,1433.8466174823793,703.1651814768462,537.197384889006,306.8972149397274,593.5035570779263,437.5700296423162,646.6225874448323,555.4942770568475,497.8893024174955,50.863488571240396,547.8211909623872,117.79346683354197,568.0064225018115,199.59677359857733
labeled-data,1639767318-left,img214.png,949.4010605361965,470.5038284697979,,,964.2743890389303,405.6986114221726,,,,,,,1474.2170805612277,622.4242553191491,1454.0318490218037,662.7947183979977,1433.8466174823793,702.1028008695081,532.9478624596535,310.0843567617418,592.4411764705882,429.07098478361127,648.7473486595086,556.5566576641856,502.138824846848,55.113011000592905,542.5092879256965,114.60632501152759,565.8816612871352,199.59677359857733
labeled-data,1639767318-left,img233.png,943.0267768921677,578.8666504182862,,,954.7129635728871,502.3752466899415,,,,,,,1463.5932744878469,621.361874711811,1450.8447071997894,662.7947183979977,1432.7842368750412,706.3523232988606,536.1350042816679,310.0843567617418,593.5035570779263,434.3828878203018,647.6849680521705,556.5566576641856,504.2635860615243,52.98824978591665,541.4469073183584,114.60632501152759,568.0064225018115,202.7839154205917
labeled-data,1639767318-left,img241.png,1004.6448521177789,578.8666504182862,,,,,,,,,,,1468.9051775245375,618.1747328897966,1452.9694684144656,661.7323377906596,1431.721856267703,699.9780396548318,534.0102430669916,307.95959554706553,600.9402213292932,442.8819326790068,644.4978262301561,553.3695158421713,503.20120545418615,47.67634674922601,541.4469073183584,122.04298926289448,568.0064225018115,202.7839154205917
labeled-data,1639767318-left,img244.png,1028.0172254792174,576.74188920361,,,,,,,,,,,1469.9675581318756,621.361874711811,1454.0318490218037,664.9194796126739,1435.9713786970556,701.04042026217,537.197384889006,309.02197615440366,590.3164152559119,431.1957459982875,648.7473486595086,554.4318964495094,504.2635860615243,59.362533429945415,544.6340491403728,123.10536987023261,565.8816612871352,207.03343784994422
labeled-data,1639767318-left,img248.png,1064.1381661287137,579.9290310256243,,,,,,,,,,,1471.0299387392133,621.361874711811,1456.15661023648,663.8570990053358,1434.9089980897174,703.1651814768462,540.3845267110203,303.710073117713,597.7530795072788,438.6324102496543,650.8721098741848,560.8061800935382,501.0764442395099,49.80110796390227,539.3221461036821,122.04298926289448,568.0064225018115,202.7839154205917
labeled-data,1639767318-left,img250.png,1068.3876885580662,577.8042698109481,,,,,,,,,,,1467.8427969171994,620.2994941044728,1449.7823265924512,665.981860220012,1433.8466174823793,703.1651814768462,539.3221461036821,307.95959554706553,600.9402213292932,441.8195520716687,655.1216323035372,556.5566576641856,502.138824846848,52.98824978591665,544.6340491403728,118.8558474408801,568.0064225018115,202.7839154205917
labeled-data,1639767318-left,img262.png,1076.8867334167708,572.4923667742574,1083.2610170607995,528.9347618733946,1086.448158882814,497.06334365325097,,,,,,,1467.8427969171994,621.361874711811,1454.0318490218037,660.6699571833216,1432.7842368750412,699.9780396548318,540.3845267110203,310.0843567617418,599.8778407219551,433.3205072129638,655.1216323035372,555.4942770568475,502.138824846848,57.23777221526916,542.5092879256965,111.41918318951343,570.1311837164877,201.72153481325358
labeled-data,1639767318-left,img265.png,1075.8243528094326,574.6171279889337,1079.011494631447,531.0595230880708,1084.3233976681377,494.9385824385747,,,,,,,1471.0299387392133,623.4866359264872,1449.7823265924512,665.981860220012,1432.7842368750412,702.1028008695081,537.197384889006,305.8348343323893,597.7530795072788,433.3205072129638,652.9968710888611,557.6190382715238,501.0764442395099,49.80110796390227,544.6340491403728,118.8558474408801,563.756900072459,203.84629602792984
labeled-data,1639767318-left,img273.png,1075.8243528094326,575.6795085962718,1081.1362558461233,532.121903695409,1084.3233976681377,498.1257242605891,,,,,,,1471.0299387392133,624.5490165338254,1449.7823265924512,663.8570990053358,1432.7842368750412,699.9780396548318,542.5092879256965,310.0843567617418,597.7530795072788,440.75717146433055,648.7473486595086,553.3695158421713,508.5131084908767,58.30015282260729,543.5716685330347,115.66870561886572,565.8816612871352,201.72153481325358
labeled-data,1639767318-left,img277.png,1075.8243528094326,573.5547473815956,1082.1986364534614,528.9347618733946,1083.2610170607995,494.9385824385747,,,,,,,1467.8427969171994,620.2994941044728,1456.15661023648,662.7947183979977,1438.0961399117318,703.1651814768462,538.2597654963441,312.20911797641804,591.37879586325,437.5700296423162,650.8721098741848,555.4942770568475,495.76454120281926,60.42491403728354,540.3845267110203,115.66870561886572,564.8192806797971,201.72153481325358
labeled-data,1639767318-left,img281.png,1079.011494631447,572.4923667742574,1077.949114024109,532.121903695409,1081.1362558461233,494.9385824385747,,,,,,,1475.2794611685658,620.2994941044728,1451.9070878071275,663.8570990053358,1434.9089980897174,705.2899426915225,538.2597654963441,307.95959554706553,598.8154601146169,438.6324102496543,652.9968710888611,558.6814188788619,501.0764442395099,51.92586917857852,534.0102430669916,108.23204136749905,568.0064225018115,207.03343784994422
labeled-data,1639767318-left,img289.png,1079.011494631447,572.4923667742574,1079.011494631447,527.8723812660564,1079.011494631447,496.00096304591284,,,,,,,1472.0923193465514,617.1123522824585,1452.9694684144656,667.0442408273501,1433.8466174823793,706.3523232988606,539.3221461036821,306.8972149397274,602.0026019366313,435.4452684276399,655.1216323035372,554.4318964495094,500.01406363217177,60.42491403728354,546.758810355049,115.66870561886572,568.0064225018115,200.65915420591546
labeled-data,1639767318-left,img290.png,1077.949114024109,573.5547473815956,1085.3857782754758,532.121903695409,1088.5729200974902,494.9385824385747,,,,,,,1468.9051775245375,621.361874711811,1450.8447071997894,667.0442408273501,1434.9089980897174,697.8532784401556,540.3845267110203,307.95959554706553,599.8778407219551,434.3828878203018,650.8721098741848,560.8061800935382,494.70216059548113,55.113011000592905,539.3221461036821,110.3568025821753,565.8816612871352,204.90867663526797
labeled-data,1639767318-left,img303.png,1080.0738752387851,572.4923667742574,1085.3857782754758,529.9971424807327,1089.6353007048283,498.1257242605891,,,,,,,1469.9675581318756,622.4242553191491,1452.9694684144656,665.981860220012,1433.8466174823793,702.1028008695081,543.5716685330347,305.8348343323893,594.5659376852644,437.5700296423162,651.934490481523,555.4942770568475,501.0764442395099,48.73872735656414,538.2597654963441,116.73108622620384,569.0688031091496,207.03343784994422
labeled-data,1639767318-left,img311.png,1158.6900401818061,576.74188920361,1160.8148013964824,531.0595230880708,1165.064323825835,498.1257242605891,,,,,,,1467.8427969171994,621.361874711811,1450.8447071997894,662.7947183979977,1432.7842368750412,704.2275620841843,537.197384889006,307.95959554706553,603.0649825439694,440.75717146433055,654.0592516961992,559.7437994862,501.0764442395099,51.92586917857852,543.5716685330347,115.66870561886572,565.8816612871352,204.90867663526797
labeled-data,1639767318-left,img314.png,1209.6843093340358,579.9290310256243,1210.746689941374,536.3714261247613,1208.6219287266977,499.1881048679272,,,,,,,1469.9675581318756,614.9875910677822,1455.0942296291419,665.981860220012,1431.721856267703,703.1651814768462,546.758810355049,304.77245372505115,596.6906988999407,430.1333653909494,652.9968710888611,553.3695158421713,497.8893024174955,59.362533429945415,548.8835715697253,123.10536987023261,562.6945194651208,199.59677359857733
labeled-data,1639767318-left,img328.png,1214.9962123707264,476.87811211382666,1218.1833541927408,436.50764903497804,1220.308115407417,409.9481338515251,,,,,,,1471.0299387392133,622.4242553191491,1454.0318490218037,663.8570990053358,1433.8466174823793,699.9780396548318,536.1350042816679,303.710073117713,604.1273631513076,433.3205072129638,651.934490481523,555.4942770568475,495.76454120281926,50.863488571240396,546.758810355049,126.29251169224699,566.9440418944733,199.59677359857733
labeled-data,1639767318-left,img332.png,1216.0585929780646,468.37906725512164,1214.9962123707264,430.1333653909494,1211.809070548712,400.38670838548194,,,,,,,1465.7180357025231,620.2994941044728,1448.719945985113,661.7323377906596,1432.7842368750412,705.2899426915225,534.0102430669916,306.8972149397274,600.9402213292932,436.50764903497804,648.7473486595086,553.3695158421713,501.0764442395099,54.05063039325478,537.197384889006,122.04298926289448,565.8816612871352,201.72153481325358
labeled-data,1639767318-left,img352.png,1216.0585929780646,418.44717871023,1212.8714511560502,380.20147684605774,1208.6219287266977,354.7043422699428,,,,,,,1464.655655095185,619.2371134971347,1447.657565377775,663.8570990053358,1433.8466174823793,704.2275620841843,536.1350042816679,313.27149858375617,596.6906988999407,436.50764903497804,651.934490481523,559.7437994862,504.2635860615243,60.42491403728354,540.3845267110203,117.79346683354197,564.8192806797971,205.9710572426061
labeled-data,1639767318-left,img353.png,1216.0585929780646,411.0105144588632,1217.1209735854027,382.326238060734,1212.8714511560502,351.5172004479284,,,,,,,1466.7804163098613,623.4866359264872,1448.719945985113,665.981860220012,1434.9089980897174,702.1028008695081,547.8211909623872,306.8972149397274,605.1897437586456,433.3205072129638,652.9968710888611,557.6190382715238,504.2635860615243,57.23777221526916,544.6340491403728,119.91822804821823,565.8816612871352,201.72153481325358
labeled-data,1639767318-left,img363.png,1220.308115407417,413.13527567353947,1218.1833541927408,380.20147684605774,1212.8714511560502,348.33005862591415,,,,,,,1469.9675581318756,623.4866359264872,1451.9070878071275,670.2313826493645,1435.9713786970556,702.1028008695081,546.758810355049,309.02197615440366,603.0649825439694,436.50764903497804,651.934490481523,557.6190382715238,502.138824846848,55.113011000592905,545.6964297477109,124.16775047757073,568.0064225018115,202.7839154205917
labeled-data,1639767318-left,img367.png,1216.0585929780646,417.38479810289186,1216.0585929780646,386.5757604900864,1213.9338317633883,356.82910348461905,,,,,,,1474.2170805612277,620.2994941044728,1457.2189908438181,663.8570990053358,1434.9089980897174,706.3523232988606,543.5716685330347,307.95959554706553,599.8778407219551,440.75717146433055,651.934490481523,557.6190382715238,502.138824846848,52.98824978591665,540.3845267110203,115.66870561886572,568.0064225018115,200.65915420591546
labeled-data,1639767318-left,img375.png,1214.9962123707264,415.2600368882157,1214.9962123707264,382.326238060734,1212.8714511560502,349.3924392332523,,,,,,,1468.9051775245375,618.1747328897966,1454.0318490218037,663.8570990053358,1432.7842368750412,702.1028008695081,537.197384889006,311.1467373690799,605.1897437586456,435.4452684276399,651.934490481523,559.7437994862,505.3259666688624,58.30015282260729,547.8211909623872,124.16775047757073,570.1311837164877,205.9710572426061
labeled-data,1639767318-left,img388.png,1216.0585929780646,413.13527567353947,1217.1209735854027,378.0767156313815,1210.746689941374,352.57958105526654,,,,,,,1467.8427969171994,618.1747328897966,1452.9694684144656,663.8570990053358,1432.7842368750412,706.3523232988606,536.1350042816679,304.77245372505115,602.0026019366313,437.5700296423162,645.5602068374942,556.5566576641856,502.138824846848,57.23777221526916,540.3845267110203,119.91822804821823,564.8192806797971,199.59677359857733
labeled-data,1639767318-left,img390.png,1218.1833541927408,412.07289506620134,1219.245734800079,385.51337988274827,1208.6219287266977,351.5172004479284,,,,,,,1465.7180357025231,616.0499716751203,1449.7823265924512,659.6075765759833,1434.9089980897174,702.1028008695081,544.6340491403728,309.02197615440366,604.1273631513076,432.25812660562565,650.8721098741848,557.6190382715238,497.8893024174955,47.67634674922601,541.4469073183584,117.79346683354197,569.0688031091496,199.59677359857733
labeled-data,1639767318-left,img391.png,1217.1209735854027,418.44717871023,1217.1209735854027,383.3886186680721,1213.9338317633883,353.6419616626047,,,,,,,1468.9051775245375,620.2994941044728,1451.9070878071275,661.7323377906596,1434.9089980897174,703.1651814768462,545.6964297477108,310.0843567617418,609.4392661879981,433.3205072129638,654.0592516961992,558.6814188788619,500.01406363217177,58.30015282260729,542.5092879256965,130.5420341215995,570.1311837164877,205.9710572426061
labeled-data,1639767318-left,img395.png,1217.1209735854027,416.32241749555385,1217.1209735854027,384.45099927541014,1214.9962123707264,352.57958105526654,,,,,,,1468.9051775245375,619.2371134971347,1452.9694684144656,663.8570990053358,1434.9089980897174,701.04042026217,538.2597654963441,307.95959554706553,603.0649825439694,438.6324102496543,652.996871088861,557.6190382715238,504.2635860615243,49.80110796390227,544.6340491403728,114.60632501152759,568.0064225018115,205.9710572426061
labeled-data,1639767318-left,img405.png,1223.4952572294314,475.81573150648853,,,,,,,,,,,1471.0299387392133,620.2994941044728,1452.9694684144656,658.5451959686452,1432.7842368750412,704.2275620841843,553.1330939990778,305.8348343323893,606.2521243659837,435.4452684276399,657.2463935182135,556.5566576641856,505.3259666688624,45.551585534549986,542.5092879256965,122.04298926289448,564.8192806797971,202.7839154205917
labeled-data,1639767318-left,img409.png,1219.245734800079,522.5604782293658,,,,,,,,,,,1467.8427969171994,621.361874711811,1451.9070878071275,663.8570990053358,1434.9089980897174,705.2899426915225,532.9478624596535,307.95959554706553,595.6283182926026,435.4452684276399,647.6849680521705,559.7437994862,498.95168302483364,54.05063039325478,545.6964297477109,117.79346683354197,568.0064225018115,198.5343929912392
labeled-data,1639767318-left,img410.png,1220.308115407417,529.9971424807327,,,,,,,,,,,1468.9051775245375,624.5490165338254,1454.0318490218037,663.8570990053358,1431.721856267703,705.2899426915225,546.758810355049,309.02197615440366,609.4392661879981,437.5700296423162,657.2463935182135,556.5566576641856,504.2635860615243,51.92586917857852,537.197384889006,112.48156379685133,562.6945194651208,198.5343929912392
labeled-data,1639767318-left,img413.png,1221.3704960147552,572.4923667742574,,,,,,,,,,,1467.8427969171994,618.1747328897966,1449.7823265924512,662.7947183979977,1433.8466174823793,704.2275620841843,538.2597654963441,309.02197615440366,604.1273631513076,433.3205072129638,655.1216323035372,555.4942770568475,500.01406363217177,50.863488571240396,540.3845267110203,114.60632501152759,568.0064225018115,200.65915420591546
labeled-data,1639767318-left,img414.png,1225.6200184441077,573.5547473815956,,,,,,,,,,,1473.1546999538896,620.2994941044728,1455.0942296291419,659.6075765759833,1435.9713786970556,698.9156590474937,536.1350042816679,305.8348343323893,603.0649825439694,437.5700296423162,650.8721098741848,554.4318964495094,506.3883472762004,55.113011000592905,543.5716685330347,117.79346683354197,564.8192806797971,200.65915420591546
labeled-data,1639767318-left,img417.png,1218.1833541927408,613.9252104604442,,,,,,,,,,,1465.7180357025231,618.1747328897966,1454.0318490218037,662.7947183979977,1434.9089980897174,704.2275620841843,534.0102430669916,311.1467373690799,598.8154601146169,437.5700296423162,650.8721098741848,552.3071352348331,493.639779988143,54.05063039325478,542.5092879256965,117.79346683354197,568.0064225018115,198.5343929912392
labeled-data,1639767318-left,img419.png,1222.4328766220933,629.860919570516,,,,,,,,,,,1473.1546999538896,623.4866359264872,1452.9694684144656,667.0442408273501,1434.9089980897174,701.04042026217,536.1350042816679,309.02197615440366,602.0026019366313,438.6324102496543,650.8721098741848,555.4942770568475,502.138824846848,52.98824978591665,538.2597654963441,118.8558474408801,566.9440418944733,201.72153481325358
labeled-data,1639767318-left,img423.png,1230.9319214807983,704.2275620841843,,,,,,,,,,,1473.1546999538896,618.1747328897966,1450.8447071997894,664.9194796126739,1433.8466174823793,705.2899426915225,537.197384889006,305.8348343323893,599.8778407219551,438.6324102496543,648.7473486595086,561.8685607008763,503.20120545418615,48.73872735656414,540.3845267110203,111.41918318951343,564.8192806797971,203.84629602792984
labeled-data,1639767318-left,img427.png,1233.0566826954746,699.9780396548318,,,,,,,,,,,1466.7804163098613,613.9252104604442,1449.7823265924512,663.8570990053358,1435.9713786970556,702.1028008695081,537.197384889006,307.95959554706553,600.9402213292932,433.3205072129638,649.8097292668467,555.4942770568475,504.2635860615243,57.23777221526916,542.5092879256965,120.98060865555635,568.0064225018115,200.65915420591546
labeled-data,1639767318-left,img428.png,1236.243824517489,695.7285172254794,,,,,,,,,,,1472.0923193465514,622.4242553191491,1450.8447071997894,668.1066214346882,1433.8466174823793,704.2275620841843,537.197384889006,307.95959554706553,597.7530795072788,436.50764903497804,646.6225874448323,558.6814188788619,496.8269218101574,50.863488571240396,537.197384889006,116.73108622620384,564.8192806797971,199.59677359857733
labeled-data,1639767318-left,img431.png,1231.9943020881365,699.9780396548318,1228.807160266122,656.420434753969,,,,,,,,,1468.9051775245375,619.2371134971347,1450.8447071997894,663.8570990053358,1435.9713786970556,702.1028008695081,537.197384889006,303.710073117713,597.7530795072788,433.3205072129638,652.9968710888611,559.7437994862,503.20120545418604,54.05063039325478,540.3845267110203,124.16775047757073,566.9440418944733,200.65915420591546
labeled-data,1639767318-left,img436.png,1235.1814439101508,698.9156590474937,1227.744779658784,650.0461511099402,,,,,,,,,1471.0299387392133,623.4866359264872,1452.9694684144656,668.1066214346882,1431.721856267703,704.2275620841843,547.8211909623872,307.95959554706553,609.4392661879981,441.8195520716687,652.9968710888611,557.6190382715238,506.3883472762004,50.863488571240396,540.3845267110203,116.73108622620384,565.8816612871352,200.65915420591546
labeled-data,1639767318-left,img444.png,1224.5576378367696,698.9156590474937,1225.6200184441077,647.9213898952639,,,,,,,,,1467.8427969171994,619.2371134971347,1455.0942296291419,663.8570990053358,1434.9089980897174,703.1651814768462,544.6340491403728,309.02197615440366,604.1273631513076,439.6947908569924,648.7473486595086,562.9309413082144,506.3883472762004,49.80110796390227,545.6964297477109,117.79346683354197,568.0064225018115,202.7839154205917
labeled-data,1639767318-left,img451.png,1226.6823990514458,696.7908978328176,1227.744779658784,652.1709123246166,1225.6200184441077,605.4261656017392,,,,,,,1466.7804163098613,618.1747328897966,1448.719945985113,663.8570990053358,1432.7842368750412,701.04042026217,543.5716685330347,309.02197615440366,599.8778407219551,430.1333653909494,655.1216323035372,557.6190382715238,498.95168302483364,50.863488571240396,543.5716685330347,112.48156379685133,564.8192806797971,200.65915420591546
labeled-data,1639767318-left,img452.png,1228.807160266122,697.8532784401556,1226.6823990514458,647.9213898952639,1223.4952572294314,604.363784994401,,,,,,,1467.8427969171994,616.0499716751203,1455.0942296291419,654.2956735392927,1432.7842368750412,705.2899426915225,544.6340491403728,306.8972149397274,606.2521243659837,435.4452684276399,650.8721098741848,553.3695158421713,503.20120545418615,54.05063039325478,546.758810355049,116.73108622620384,568.0064225018115,202.7839154205917
labeled-data,1639767318-left,img454.png,1226.6823990514458,698.9156590474937,1226.6823990514458,647.9213898952639,1224.5576378367696,605.4261656017392,,,,,,,1469.9675581318756,619.2371134971347,1449.7823265924512,662.7947183979977,1434.9089980897174,699.9780396548318,552.0707133917397,309.02197615440355,604.1273631513076,430.1333653909494,649.8097292668467,552.3071352348331,504.2635860615243,51.92586917857852,540.3845267110203,113.54394440418946,565.8816612871352,203.84629602792984
labeled-data,1639767318-left,img458.png,1225.6200184441077,694.6661366181413,1227.744779658784,650.0461511099402,1224.5576378367696,606.4885462090773,,,,,,,1465.7180357025231,620.2994941044728,1447.657565377775,661.7323377906596,1433.8466174823793,704.2275620841843,544.6340491403728,307.95959554706553,604.1273631513076,428.00860417627314,656.1840129108754,555.4942770568475,504.2635860615243,54.05063039325478,545.6964297477109,120.98060865555635,566.9440418944733,205.9710572426061
labeled-data,1639767318-left,img460.png,1224.5576378367696,698.9156590474937,1227.744779658784,647.9213898952639,1224.5576378367696,605.4261656017392,,,,,,,1473.1546999538896,618.1747328897966,1455.0942296291419,659.6075765759833,1431.721856267703,702.1028008695081,539.3221461036821,305.8348343323893,605.1897437586456,435.4452684276399,654.0592516961992,554.4318964495094,503.20120545418615,50.863488571240396,544.6340491403728,111.41918318951343,570.1311837164877,202.7839154205917
labeled-data,1639767318-left,img462.png,1225.6200184441077,693.6037560108032,1227.744779658784,651.1085317172783,1224.5576378367696,608.6133074237537,,,,,,,1467.8427969171994,621.361874711811,1451.9070878071275,661.7323377906596,1433.8466174823793,705.2899426915225,540.3845267110203,307.95959554706553,606.2521243659837,440.75717146433055,650.8721098741848,557.6190382715238,504.2635860615243,58.30015282260729,539.3221461036821,116.73108622620384,568.0064225018115,199.59677359857733
