scorer,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000
7,820.704,456.406,1.0,855.109,488.884,1.0,1169.239,444.745,1.0,1153.767,502.847,1.0,828.59,431.61,1.0,832.997,462.508,1.0,844.843,506.244,1.0,999.332,118.274,0.9890000224113464,1014.628,235.294,0.9850000143051147,1019.815,327.308,1.0,253.378,31.488,0.9990000128746033,296.305,91.956,0.9869999885559082,336.092,184.722,0.9950000047683716
8,819.556,456.406,1.0,855.082,489.644,1.0,1169.239,444.658,1.0,1153.849,502.847,1.0,828.325,431.594,1.0,832.071,462.508,1.0,844.843,506.164,1.0,999.438,118.293,0.9890000224113464,1014.214,235.294,0.984000027179718,1020.127,327.4,1.0,253.745,31.543,0.9990000128746033,296.279,93.52,0.9729999899864197,336.092,184.722,0.9940000176429749
9,819.186,456.406,1.0,853.598,489.688,1.0,1169.345,443.799,1.0,1154.031,503.256,1.0,828.59,431.401,1.0,832.071,462.508,1.0,845.026,506.003,1.0,999.438,118.293,0.9959999918937683,1011.353,234.637,0.9330000281333923,1018.882,327.4,1.0,253.956,31.686,0.996999979019165,296.305,93.52,0.9739999771118164,336.092,185.148,0.9950000047683716
10,819.129,457.074,1.0,855.082,489.688,1.0,1169.345,442.721,1.0,1154.309,503.256,1.0,828.59,431.127,1.0,830.813,462.508,1.0,844.587,505.93,1.0,999.438,118.3,0.9940000176429749,1009.692,234.637,0.9980000257492065,1018.882,327.333,1.0,253.96,31.686,0.9990000128746033,296.305,93.52,0.9750000238418579,336.117,185.148,0.9940000176429749
11,819.129,457.074,1.0,855.623,489.644,1.0,1168.928,442.083,1.0,1154.376,503.391,1.0,828.325,431.053,1.0,832.071,463.275,1.0,844.928,505.926,1.0,998.648,118.3,0.9940000176429749,1009.692,235.099,0.996999979019165,1018.68,327.308,1.0,253.984,31.75,0.9990000128746033,296.784,92.011,0.9819999933242798,336.007,185.382,0.9950000047683716
12,818.198,457.074,1.0,857.512,487.802,1.0,1169.345,440.978,1.0,1154.378,503.418,1.0,828.325,431.053,1.0,832.123,463.316,1.0,845.278,506.003,1.0,998.648,118.266,0.9929999709129333,1009.692,234.743,0.9860000014305115,1015.466,327.121,0.9990000128746033,254.011,31.735,0.9990000128746033,296.812,91.849,0.9819999933242798,335.938,185.382,0.9940000176429749
13,818.198,457.074,1.0,857.512,487.802,1.0,1169.341,440.341,1.0,1154.378,503.495,1.0,828.413,431.042,1.0,832.568,463.275,1.0,845.278,506.003,1.0,998.648,118.255,0.9950000047683716,1009.692,234.743,0.9940000176429749,1012.489,327.121,0.9990000128746033,254.123,31.75,0.9990000128746033,296.878,91.782,0.984000027179718,335.938,185.403,0.9950000047683716
14,818.198,457.074,1.0,857.515,487.471,1.0,1168.868,440.051,1.0,1154.376,503.846,1.0,828.413,431.042,1.0,832.568,462.736,1.0,845.278,506.43,1.0,1001.453,117.054,0.996999979019165,1008.014,234.743,0.9829999804496765,1012.114,327.121,0.9990000128746033,254.123,31.75,0.9990000128746033,296.878,91.782,0.984000027179718,335.938,185.382,0.9950000047683716
15,819.087,457.159,1.0,857.658,487.392,1.0,1169.303,438.992,1.0,1154.203,503.922,1.0,828.164,431.053,1.0,832.568,462.827,1.0,845.288,506.482,1.0,1009.096,112.539,0.9919999837875366,1008.014,229.448,0.9940000176429749,1008.038,326.931,1.0,254.123,31.735,0.9990000128746033,297.035,91.778,0.9860000014305115,335.739,185.263,0.9940000176429749
16,819.124,457.159,1.0,857.512,486.953,1.0,1169.303,438.942,1.0,1154.105,503.922,1.0,828.164,431.461,1.0,832.194,462.827,1.0,845.288,506.7,1.0,1009.982,98.679,0.9750000238418579,1010.284,219.123,0.9350000023841858,998.747,326.769,0.9980000257492065,254.017,31.543,0.9990000128746033,296.878,91.782,0.9769999980926514,335.716,183.484,0.9959999918937683
17,819.43,457.159,1.0,856.803,486.86,1.0,1168.868,438.922,1.0,1153.439,504.054,1.0,828.164,431.638,1.0,831.98,462.827,1.0,845.644,506.763,1.0,1020.578,85.417,0.9480000138282776,1010.983,211.203,0.9750000238418579,997.681,326.769,0.9990000128746033,254.017,31.408,0.9990000128746033,295.862,93.225,0.9829999804496765,335.646,183.484,0.9959999918937683
18,819.548,457.078,1.0,857.221,486.832,1.0,1168.868,438.922,1.0,1152.916,504.054,1.0,827.264,432.089,1.0,831.959,462.827,1.0,845.288,506.482,1.0,1042.447,81.654,0.9490000009536743,1011.424,196.624,0.968999981880188,988.144,321.358,0.8479999899864197,254.017,31.408,0.9990000128746033,295.862,93.463,0.9779999852180481,335.646,183.484,0.9959999918937683
19,820.378,456.75,1.0,857.221,486.812,1.0,1169.207,438.922,1.0,1152.916,504.054,1.0,827.213,432.107,1.0,831.959,463.275,1.0,845.27,506.482,1.0,1066.564,80.119,0.9599999785423279,1018.964,195.024,0.9929999709129333,983.853,318.262,0.9850000143051147,254.017,31.408,0.9990000128746033,295.958,93.925,0.9800000190734863,335.661,185.243,0.9940000176429749
20,820.436,456.639,1.0,857.221,485.85,1.0,1169.207,439.619,1.0,1152.787,504.054,1.0,827.213,432.56,1.0,831.98,463.409,1.0,843.982,506.498,1.0,1077.063,75.993,0.9909999966621399,1027.304,195.024,0.9710000157356262,963.193,315.958,0.9959999918937683,254.214,31.424,0.9990000128746033,295.958,93.994,0.9800000190734863,335.661,185.258,0.9940000176429749
21,820.635,456.56,1.0,857.742,485.767,1.0,1169.551,442.454,1.0,1152.723,504.124,1.0,827.213,432.56,1.0,832.412,463.64,1.0,843.982,506.389,1.0,1095.276,75.993,0.9800000190734863,1028.096,195.024,0.9810000061988831,954.998,315.958,0.9990000128746033,254.214,31.424,0.9980000257492065,296.074,94.014,0.9829999804496765,335.706,185.368,0.9929999709129333
22,820.436,456.56,1.0,858.276,485.554,1.0,1169.551,442.814,1.0,1152.723,504.124,1.0,827.104,432.475,1.0,832.412,463.275,1.0,843.641,506.344,1.0,1099.778,75.993,0.9610000252723694,1029.116,195.59,0.9850000143051147,954.998,315.958,1.0,252.968,31.424,0.9990000128746033,296.131,94.224,0.9819999933242798,335.774,185.368,0.9929999709129333
23,820.378,455.739,1.0,858.898,485.099,1.0,1169.551,444.144,1.0,1152.723,504.124,1.0,827.104,432.54,1.0,832.412,463.505,1.0,843.641,505.758,1.0,1114.749,78.318,0.9739999771118164,1041.356,195.764,0.9700000286102295,954.998,324.107,1.0,252.916,31.355,0.996999979019165,296.213,94.224,0.9810000061988831,335.803,185.368,0.9940000176429749
24,819.131,454.645,1.0,858.938,484.756,1.0,1167.557,444.853,1.0,1152.816,502.801,1.0,827.104,432.54,1.0,831.027,464.229,1.0,842.851,505.241,1.0,1125.056,78.318,0.9900000095367432,1051.907,195.764,0.9860000014305115,975.8,339.149,1.0,252.916,31.236,0.996999979019165,296.271,94.248,0.9810000061988831,335.956,185.284,0.9950000047683716
25,819.131,454.645,1.0,858.938,484.756,1.0,1167.306,445.473,1.0,1152.816,502.801,1.0,827.104,432.54,1.0,831.027,464.229,1.0,842.851,505.15,1.0,1132.009,78.318,0.9779999852180481,1060.657,195.59,0.9629999995231628,994.555,342.509,1.0,252.891,31.181,0.996999979019165,296.333,94.28,0.9819999933242798,336.081,185.244,0.9940000176429749
26,818.889,454.614,1.0,858.938,484.264,1.0,1167.28,446.337,1.0,1152.816,502.801,1.0,826.951,432.745,1.0,831.027,464.229,1.0,842.381,504.879,1.0,1136.513,77.583,0.9810000061988831,1073.439,198.234,0.9340000152587891,1016.404,343.374,1.0,252.891,31.236,0.996999979019165,296.357,94.28,0.9810000061988831,336.213,185.05,0.9940000176429749
27,818.889,454.614,1.0,858.564,484.63,1.0,1167.306,446.337,1.0,1152.726,502.801,1.0,826.842,433.078,1.0,831.043,464.963,1.0,840.719,504.012,1.0,1155.351,77.51,0.8450000286102295,1090.961,198.733,0.9300000071525574,1036.797,344.177,1.0,252.916,31.236,0.996999979019165,296.363,94.519,0.9829999804496765,336.265,185.05,0.9950000047683716
28,818.613,454.117,1.0,858.055,484.63,1.0,1166.79,446.337,1.0,1151.938,502.574,1.0,825.789,433.078,1.0,831.792,465.101,1.0,840.469,503.906,1.0,1156.208,68.661,0.8579999804496765,1116.554,202.99,0.9919999837875366,1062.925,346.317,0.9980000257492065,254.384,31.611,0.9980000257492065,296.683,94.519,0.984000027179718,336.282,185.05,0.9950000047683716
29,818.049,454.117,1.0,857.481,484.869,1.0,1166.79,447.974,1.0,1151.724,502.336,1.0,825.583,433.078,1.0,832.42,465.101,1.0,840.469,504.012,1.0,1170.523,68.661,0.9380000233650208,1139.864,204.011,0.9929999709129333,1080.245,348.144,0.9990000128746033,254.39,31.63,0.9980000257492065,296.699,94.519,0.984000027179718,336.282,185.05,0.9950000047683716
30,818.049,454.117,1.0,857.37,484.869,1.0,1169.49,452.79,1.0,1151.724,502.336,1.0,825.583,433.078,1.0,834.353,465.101,1.0,840.469,504.012,1.0,1180.635,68.661,0.9549999833106995,1153.803,208.425,0.9800000190734863,1107.071,355.864,0.8820000290870667,254.39,31.63,0.9980000257492065,296.716,94.442,0.9850000143051147,336.265,185.086,0.9950000047683716
31,818.002,454.399,1.0,856.713,485.08,1.0,1170.123,452.79,1.0,1151.938,502.336,1.0,825.386,432.986,1.0,834.353,464.772,1.0,840.469,503.906,1.0,1195.953,70.682,0.9710000157356262,1162.459,224.26,0.9940000176429749,1146.051,366.96,0.9959999918937683,254.39,31.63,0.9980000257492065,296.716,94.394,0.9860000014305115,336.263,185.141,0.9950000047683716
32,817.501,454.499,1.0,853.632,485.734,1.0,1170.123,452.79,1.0,1153.953,503.724,1.0,825.386,432.783,1.0,834.353,464.125,1.0,839.874,503.767,1.0,1201.33,80.502,0.9879999756813049,1179.121,238.338,0.9850000143051147,1146.051,390.755,1.0,252.98,31.331,0.996999979019165,296.729,94.384,0.984000027179718,336.263,185.141,0.9950000047683716
33,817.564,454.949,1.0,853.632,486.527,1.0,1170.548,452.79,1.0,1154.015,504.239,1.0,825.386,432.986,1.0,831.015,464.125,1.0,837.3,503.631,1.0,1219.379,93.995,0.9679999947547913,1187.2,252.884,0.9980000257492065,1146.051,413.15,1.0,252.98,31.331,0.996999979019165,296.729,94.378,0.984000027179718,336.203,185.141,0.9950000047683716
34,817.564,454.949,1.0,853.452,487.471,1.0,1170.707,452.79,1.0,1154.199,505.099,1.0,824.797,432.986,1.0,829.97,464.125,1.0,837.3,503.551,1.0,1220.591,103.38,0.9120000004768372,1187.2,266.53,0.9309999942779541,1123.702,426.51,0.9860000014305115,252.98,31.331,0.996999979019165,296.729,94.347,0.984000027179718,336.263,185.057,0.9950000047683716
35,817.564,454.949,1.0,853.28,487.471,1.0,1173.763,460.03,0.9490000009536743,1157.2690590518143,505.233,0.9990000128746033,824.675,432.783,1.0,829.97,464.157,1.0,837.3,503.368,1.0,1234.235,118.188,0.8679999709129333,1187.2,285.246,0.9940000176429749,1106.044,448.927,0.996999979019165,253.176,31.428,0.996999979019165,296.684,94.316,0.9850000143051147,336.387,185.057,0.9959999918937683
36,817.564,455.137,1.0,852.542,488.252,1.0,1176.5724292728478,460.03,0.01,1157.2690590518143,506.2338264012664,0.01,824.43,431.685,1.0,829.97,464.458,1.0,837.312,503.368,1.0,1269.636,141.703,0.9380000233650208,1185.986,301.052,0.9929999709129333,1088.492,468.343,0.9620000123977661,254.645,31.711,0.9980000257492065,296.657,94.295,0.9850000143051147,336.387,184.887,0.9950000047683716
37,817.564,455.137,1.0,852.05,489.708,1.0,1176.5724292728478,460.03,0.01,1158.167,508.105,0.01,824.1,431.387,1.0,830.646,464.458,1.0,838.356,503.042,1.0,1282.348,145.559,0.984000027179718,1180.48,311.161,0.9779999852180481,1070.832,483.764,0.9850000143051147,254.645,31.711,0.9980000257492065,296.657,94.295,0.9850000143051147,334.894,184.518,0.9950000047683716
38,816.16,454.816,1.0,851.672,489.708,1.0,1176.5724292728478,457.42644534820096,0.01,1158.167,508.105,0.01,824.024,431.374,1.0,829.97,464.458,1.0,838.408,503.042,1.0,1318.758,173.102,0.9829999804496765,1180.48,316.219,0.9779999852180481,1051.409,486.22,0.9980000257492065,254.645,31.759,0.9980000257492065,296.657,94.295,0.9850000143051147,334.907,184.518,0.9959999918937683
39,817.956,455.56,1.0,851.484,489.931,1.0,1172.563,451.861,0.9330000281333923,1158.167,508.105,1.0,824.024,431.387,1.0,830.045,464.298,1.0,838.656,503.316,1.0,1321.622,177.871,0.9829999804496765,1180.441,316.583,0.9649999737739563,1043.487,486.22,0.9990000128746033,254.298,31.711,0.996999979019165,296.883,94.401,0.9850000143051147,334.894,184.497,0.9959999918937683
40,817.956,454.829,1.0,851.262,490.271,1.0,1169.28,450.333,1.0,1152.409,505.575,1.0,824.024,431.387,1.0,830.045,464.298,1.0,838.656,503.316,1.0,1339.563,188.579,0.9959999918937683,1180.441,332.3,0.9909999966621399,1008.352,486.22,1.0,253.52,31.402,0.9980000257492065,296.917,94.401,0.9850000143051147,334.894,184.486,0.996999979019165
41,818.013,454.829,1.0,850.617,490.245,1.0,1169.28,449.511,1.0,1152.145,505.189,1.0,824.083,433.259,1.0,830.402,464.298,1.0,841.053,503.356,1.0,1348.735,205.499,0.21199999749660492,1169.627,336.013,0.9729999899864197,991.314,483.433,1.0,253.519,31.306,0.9959999918937683,296.922,94.423,0.9850000143051147,334.907,184.486,0.9959999918937683
42,819.37,454.865,1.0,848.398,490.245,1.0,1169.28,449.095,1.0,1152.145,504.061,1.0,826.104,433.669,1.0,830.402,466.985,1.0,841.187,503.989,1.0,1376.987,242.556,0.9909999966621399,1164.814,336.013,0.9789999723434448,967.22,468.514,0.9860000014305115,253.519,31.402,0.9959999918937683,296.959,94.401,0.9869999885559082,336.212,184.486,0.9950000047683716
43,819.46,455.56,1.0,848.398,490.271,1.0,1170.408,447.914,1.0,1152.145,504.061,1.0,826.325,433.923,1.0,830.726,467.212,1.0,841.187,504.038,1.0,1377.536,250.524,0.9980000257492065,1164.374,339.731,0.972000002861023,949.0,453.512,1.0,253.241,31.254,0.9959999918937683,296.959,94.145,0.9869999885559082,336.245,184.497,0.9950000047683716
44,819.908,456.055,1.0,847.722,490.271,1.0,1170.408,447.803,1.0,1152.141,504.061,1.0,827.943,433.977,1.0,832.577,467.358,1.0,841.206,504.336,1.0,1379.022,251.672,0.9980000257492065,1164.374,339.731,0.9810000061988831,946.925,447.416,1.0,253.235,31.254,0.9980000257492065,296.959,94.145,0.9879999756813049,336.278,184.642,0.9950000047683716
45,820.658,456.063,1.0,847.618,490.29,1.0,1171.111,446.962,1.0,1152.141,504.152,1.0,828.26,433.977,1.0,833.158,467.358,1.0,841.206,504.423,1.0,1380.394,275.6,0.9539999961853027,1164.205,339.731,0.9879999756813049,943.314,444.394,1.0,253.241,31.707,0.996999979019165,296.744,94.341,0.9900000095367432,336.278,184.642,0.9950000047683716
46,820.954,456.063,1.0,847.524,490.29,1.0,1170.408,446.962,1.0,1152.109,504.483,1.0,828.26,433.977,1.0,833.319,467.375,1.0,841.187,504.917,1.0,1381.725,299.417,0.843999981880188,1164.205,340.02,0.9340000152587891,934.284,441.832,1.0,253.22,31.707,0.996999979019165,296.607,94.234,0.9890000224113464,336.278,184.648,0.9950000047683716
47,821.342,456.095,1.0,847.524,490.29,1.0,1170.256,446.962,1.0,1152.109,505.465,1.0,827.943,433.977,1.0,833.698,467.358,1.0,840.274,504.917,1.0,1381.725,301.316,0.9869999885559082,1164.205,340.831,0.8149999976158142,933.811,423.09,0.9879999756813049,253.22,31.521,0.996999979019165,296.607,94.341,0.9879999756813049,336.324,184.642,0.996999979019165
48,821.372,456.095,1.0,846.43,489.675,1.0,1170.256,447.886,1.0,1152.075,505.465,1.0,827.881,433.977,1.0,833.954,467.029,1.0,839.849,504.706,1.0,1381.157,317.18,0.9819999933242798,1164.205,349.122,0.9279999732971191,931.205,422.529,0.996999979019165,253.265,31.521,0.996999979019165,296.592,94.341,0.9869999885559082,336.218,184.503,0.9950000047683716
49,821.686,455.899,1.0,846.43,489.675,1.0,1169.875,447.886,1.0,1152.109,505.465,1.0,827.684,433.841,1.0,833.954,466.773,1.0,839.793,504.777,1.0,1380.394,318.125,0.9800000190734863,1164.142,349.372,0.9559999704360962,931.064,421.564,0.9890000224113464,253.388,31.15,0.996999979019165,296.591,94.235,0.9869999885559082,334.808,184.026,0.9950000047683716
50,821.686,455.88,1.0,845.895,489.459,1.0,1169.875,447.886,1.0,1152.109,505.465,1.0,827.589,433.841,1.0,833.698,467.029,1.0,839.793,504.706,1.0,1379.328,321.338,0.9729999899864197,1163.404,349.372,0.9890000224113464,924.105,416.734,0.9980000257492065,253.396,31.15,0.996999979019165,296.607,94.234,0.9869999885559082,336.218,184.503,0.996999979019165
51,821.686,455.88,1.0,845.823,489.415,1.0,1170.282,447.351,1.0,1151.905,505.219,1.0,827.684,434.114,1.0,832.914,467.029,1.0,839.793,504.636,1.0,1377.028,322.179,0.9710000157356262,1157.503,349.372,0.9900000095367432,923.889,407.17,0.9990000128746033,253.435,31.15,0.996999979019165,296.639,94.162,0.9869999885559082,334.595,184.158,0.996999979019165
52,819.654,455.067,1.0,845.823,489.459,1.0,1170.282,447.351,1.0,1151.642,505.122,1.0,827.684,434.114,1.0,832.656,467.764,1.0,841.086,503.18,1.0,1371.863,322.216,0.9750000238418579,1147.925,348.327,0.9739999771118164,918.621,393.58,1.0,253.44,31.176,0.996999979019165,296.811,94.145,0.9879999756813049,334.595,184.158,0.9950000047683716
53,819.654,455.067,1.0,847.314,489.415,1.0,1169.875,447.351,1.0,1151.642,505.062,1.0,829.412,433.631,1.0,832.656,467.832,1.0,841.194,503.18,1.0,1363.953,336.03,0.9940000176429749,1139.778,348.327,0.9750000238418579,910.357,390.924,1.0,253.44,31.176,0.996999979019165,296.811,94.128,0.9879999756813049,334.754,184.267,0.9959999918937683
54,819.654,455.067,1.0,847.314,489.342,1.0,1169.841,448.054,1.0,1151.538,505.219,1.0,830.21,433.631,1.0,832.914,468.192,1.0,841.194,503.18,1.0,1354.825,339.094,0.9789999723434448,1126.304,348.327,0.9610000252723694,903.702,390.924,1.0,253.44,31.201,0.996999979019165,296.853,94.128,0.9879999756813049,334.754,184.318,0.9959999918937683
55,820.657,457.151,1.0,847.384,489.342,1.0,1169.518,450.315,1.0,1151.538,505.062,1.0,830.58,434.062,1.0,833.071,469.603,1.0,841.194,503.424,1.0,1346.281,350.681,0.9710000157356262,1121.285,351.314,0.9900000095367432,902.597,390.924,0.9990000128746033,253.412,31.176,0.996999979019165,296.853,94.128,0.9879999756813049,334.718,184.267,0.9959999918937683
56,821.334,457.557,1.0,848.799,488.979,1.0,1169.131,450.315,1.0,1151.52,504.783,1.0,831.914,433.024,1.0,833.071,469.794,1.0,841.069,503.666,1.0,1340.073,365.194,0.9850000143051147,1116.697,366.63,0.9929999709129333,901.756,403.37,1.0,253.409,31.201,0.996999979019165,296.735,94.013,0.9879999756813049,334.754,184.318,0.996999979019165
