scorer,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000
7,984.066,452.169,0.9990000128746033,1021.385,489.351,1.0,1344.033,441.192,1.0,1323.9,507.739,1.0,1004.305,432.251,1.0,1009.324,469.064,1.0,1011.391,505.461,1.0,1158.638,118.014,0.984000027179718,1175.4,235.726,0.9900000095367432,1172.702,326.9,0.9990000128746033,488.259,33.674,0.996999979019165,524.55,95.196,0.9909999966621399,551.164,184.32,0.9950000047683716
8,985.467,451.966,0.9990000128746033,1022.194,489.351,1.0,1344.405,441.192,1.0,1323.9,507.739,1.0,1004.305,432.378,1.0,1009.2,469.064,1.0,1012.58,505.877,1.0,1162.354,118.014,0.9959999918937683,1174.655,235.726,0.9769999980926514,1172.702,326.433,0.9990000128746033,489.111,33.64,0.996999979019165,524.55,95.129,0.9950000047683716,551.302,184.499,0.996999979019165
9,985.612,451.966,0.9990000128746033,1022.194,489.337,1.0,1345.355,441.192,1.0,1323.9,508.172,1.0,1004.214,432.378,1.0,1009.2,468.727,1.0,1012.855,505.877,1.0,1162.513,117.811,0.996999979019165,1171.716,235.726,0.996999979019165,1173.721,326.433,0.9990000128746033,489.164,33.387,0.996999979019165,524.55,95.092,0.9950000047683716,551.427,184.499,0.996999979019165
10,985.612,449.61,0.9990000128746033,1023.742,488.651,1.0,1344.691,441.192,1.0,1323.286,507.701,1.0,1002.56,432.378,1.0,1010.311,469.064,1.0,1014.208,505.571,1.0,1162.513,117.608,0.9950000047683716,1170.959,234.913,0.9869999885559082,1172.078,326.433,0.9980000257492065,489.164,33.387,0.9980000257492065,524.373,95.129,0.9940000176429749,551.431,184.499,0.996999979019165
11,985.612,449.479,0.9990000128746033,1023.289,488.651,1.0,1345.355,441.192,1.0,1323.228,507.701,1.0,1002.812,432.378,1.0,1010.036,469.064,1.0,1014.208,505.571,1.0,1162.354,117.508,0.9950000047683716,1170.164,235.21,0.9890000224113464,1172.078,327.097,1.0,489.111,33.64,0.996999979019165,524.373,95.134,0.9940000176429749,551.427,184.292,0.996999979019165
12,985.131,449.479,1.0,1023.087,488.651,1.0,1345.381,441.165,1.0,1322.609,507.801,1.0,1002.812,432.134,1.0,1009.914,469.23,1.0,1014.208,505.877,1.0,1163.091,116.826,0.9879999756813049,1170.439,235.8,0.9850000143051147,1168.406,327.567,0.9990000128746033,489.059,33.895,0.9980000257492065,524.355,95.134,0.9940000176429749,551.32,184.292,0.9959999918937683
13,984.811,449.61,1.0,1023.289,488.664,1.0,1345.381,441.165,1.0,1322.448,507.801,1.0,1002.812,432.078,1.0,1009.914,469.715,1.0,1014.084,505.95,1.0,1163.091,116.278,0.9929999709129333,1164.306,235.21,0.8740000128746033,1165.766,327.799,0.9990000128746033,488.794,34.012,0.9980000257492065,524.373,95.151,0.9940000176429749,551.32,184.292,0.9959999918937683
14,984.778,450.048,0.9990000128746033,1023.742,488.951,1.0,1345.396,441.165,1.0,1322.448,507.801,1.0,1002.812,431.894,1.0,1009.914,469.982,1.0,1013.922,505.95,1.0,1163.644,115.555,0.9900000095367432,1164.306,234.913,0.9919999837875366,1165.686,327.8,1.0,488.732,34.216,0.9980000257492065,524.4,95.151,0.9940000176429749,551.205,184.378,0.9959999918937683
15,984.475,450.222,0.9990000128746033,1023.748,488.962,1.0,1345.396,441.051,1.0,1322.609,507.819,1.0,1003.581,431.874,1.0,1006.088,469.982,1.0,1013.721,505.95,1.0,1174.015,111.536,0.9879999756813049,1170.439,231.935,0.9800000190734863,1163.282,327.8,0.9990000128746033,488.732,34.216,0.9980000257492065,524.678,95.134,0.9929999709129333,551.128,184.403,0.9959999918937683
16,984.23,450.652,0.9990000128746033,1023.768,489.017,1.0,1345.381,441.051,1.0,1322.697,507.883,1.0,1003.593,431.874,1.0,1006.088,469.982,1.0,1012.733,505.95,1.0,1175.07,99.394,0.9670000076293945,1171.95,213.448,0.8809999823570251,1136.813,327.799,0.9990000128746033,488.776,34.128,0.9980000257492065,524.892,94.842,0.9929999709129333,551.053,184.525,0.9959999918937683
17,983.312,451.007,1.0,1025.321,489.192,1.0,1343.723,440.005,1.0,1323.132,507.898,1.0,1003.593,431.874,1.0,1006.088,469.982,1.0,1012.043,505.432,1.0,1194.063,84.667,0.9399999976158142,1172.571,203.299,0.925000011920929,1134.246,323.747,0.9990000128746033,488.776,34.079,0.9980000257492065,525.081,94.842,0.9929999709129333,550.95,184.578,0.996999979019165
18,983.312,452.223,1.0,1025.321,489.708,1.0,1343.168,439.458,1.0,1323.635,507.94,1.0,1003.581,431.874,1.0,1006.115,469.982,1.0,1012.006,505.421,1.0,1210.317,79.789,0.9359999895095825,1178.623,195.022,0.9829999804496765,1131.819,318.912,0.9990000128746033,488.69,34.079,0.9980000257492065,525.145,94.699,0.9929999709129333,550.888,184.633,0.996999979019165
19,983.29,453.783,0.9990000128746033,1025.321,489.192,1.0,1342.234,439.458,1.0,1323.848,510.698,1.0,1003.473,431.874,1.0,1006.822,470.211,1.0,1011.644,505.203,1.0,1235.307,77.352,0.9739999771118164,1186.321,194.568,0.9890000224113464,1122.639,314.926,0.9919999837875366,488.698,33.932,0.9980000257492065,525.459,94.59,0.9929999709129333,550.849,184.633,0.996999979019165
20,983.29,454.93,0.9980000257492065,1024.926,489.483,1.0,1342.234,439.458,1.0,1324.147,510.901,1.0,1002.779,431.552,1.0,1007.22,470.211,1.0,1011.644,505.035,1.0,1244.012,77.352,0.9900000095367432,1188.69,194.568,0.9850000143051147,1110.576,312.009,0.996999979019165,488.698,33.798,0.9980000257492065,525.517,94.59,0.9929999709129333,550.708,184.701,0.996999979019165
21,983.185,454.944,1.0,1024.081,489.483,1.0,1342.234,439.613,1.0,1324.157,511.005,1.0,1002.779,431.552,1.0,1007.404,470.211,1.0,1011.644,504.924,1.0,1264.597,77.352,0.9890000224113464,1195.863,194.568,0.9829999804496765,1110.576,312.009,0.9990000128746033,488.698,33.618,0.9980000257492065,525.517,94.547,0.9940000176429749,550.708,184.762,0.996999979019165
22,983.094,455.308,0.9990000128746033,1024.081,489.483,1.0,1342.472,440.744,1.0,1324.157,511.184,1.0,1002.779,431.552,1.0,1007.404,470.211,1.0,1011.644,504.861,1.0,1285.247,81.58,0.9610000252723694,1196.675,196.011,0.9710000157356262,1110.576,312.009,1.0,488.87,33.593,0.9980000257492065,525.517,94.332,0.9940000176429749,550.708,184.861,0.996999979019165
23,983.094,455.523,0.9980000257492065,1024.926,489.483,1.0,1342.472,440.744,1.0,1324.185,511.231,1.0,1002.779,431.754,1.0,1007.404,470.481,1.0,1011.644,504.752,1.0,1299.829,81.58,0.9330000281333923,1207.194,197.197,0.9509999752044678,1111.157,328.145,1.0,488.875,33.618,0.9980000257492065,524.827,94.272,0.9950000047683716,550.716,184.861,0.996999979019165
24,983.212,455.824,1.0,1024.926,489.483,1.0,1342.593,440.744,1.0,1324.185,511.231,1.0,1001.954,431.754,1.0,1008.448,470.946,1.0,1010.905,504.717,1.0,1306.964,81.58,0.9819999933242798,1221.788,198.689,0.984000027179718,1129.976,335.466,1.0,488.875,33.793,0.9980000257492065,524.756,94.272,0.9940000176429749,550.716,184.815,0.996999979019165
25,983.212,455.982,1.0,1025.026,489.627,1.0,1342.593,440.492,1.0,1323.902,511.231,1.0,1001.818,431.754,1.0,1008.582,471.102,1.0,1010.656,504.717,1.0,1307.498,76.494,0.9900000095367432,1236.247,198.705,0.9959999918937683,1150.692,337.184,1.0,488.875,33.793,0.9980000257492065,524.753,94.272,0.9929999709129333,550.716,184.815,0.996999979019165
26,983.212,455.982,1.0,1025.026,489.627,1.0,1342.593,440.158,1.0,1322.658,509.386,1.0,1001.818,431.754,1.0,1008.887,472.502,1.0,1010.577,504.323,1.0,1330.448,75.006,0.9359999895095825,1252.525,198.705,0.9409999847412109,1173.389,337.47,1.0,488.784,33.793,0.9980000257492065,524.753,94.722,0.9929999709129333,550.716,184.79,0.996999979019165
27,983.501,455.824,0.9990000128746033,1023.542,487.616,1.0,1342.081,440.158,1.0,1322.295,508.743,1.0,1001.954,431.569,1.0,1008.887,472.719,1.0,1010.475,504.323,1.0,1339.375,67.695,0.9490000009536743,1270.566,198.705,0.9480000138282776,1193.681,340.371,1.0,488.744,33.827,0.9980000257492065,524.753,94.723,0.9909999966621399,550.716,184.79,0.996999979019165
28,983.501,455.714,0.9990000128746033,1023.362,487.616,1.0,1343.066,440.492,1.0,1322.1,508.265,1.0,1003.32,431.407,1.0,1008.887,472.719,1.0,1010.307,504.323,1.0,1354.787,66.615,0.9779999852180481,1299.753,198.705,0.9200000166893005,1218.141,342.079,0.9990000128746033,488.572,33.827,0.9980000257492065,524.81,94.748,0.9919999837875366,550.716,184.79,0.996999979019165
29,983.63,455.714,1.0,1023.362,487.616,1.0,1342.081,440.675,1.0,1322.1,508.265,1.0,1003.32,431.407,1.0,1008.804,472.502,1.0,1010.475,504.477,1.0,1365.495,65.918,0.9610000252723694,1328.665,202.687,0.9890000224113464,1248.255,345.534,0.9879999756813049,488.572,33.882,0.9980000257492065,524.814,94.97,0.9929999709129333,551.163,184.787,0.996999979019165
30,983.237,455.714,1.0,1023.362,487.616,1.0,1343.066,447.661,1.0,1322.109,508.265,1.0,1003.32,431.8,1.0,1008.289,471.328,1.0,1010.577,504.477,1.0,1379.439,65.918,0.9860000014305115,1338.868,205.422,0.9760000109672546,1275.864,348.874,0.9789999723434448,488.572,34.0,0.9980000257492065,524.949,94.97,0.9929999709129333,551.163,184.63,0.996999979019165
31,983.614,456.016,0.9990000128746033,1023.362,487.913,1.0,1343.066,449.977,1.0,1322.109,508.265,1.0,1002.382,431.429,1.0,1007.407,470.989,1.0,1010.475,504.477,1.0,1394.936,65.918,0.9750000238418579,1354.843,211.953,0.9800000190734863,1308.395,372.083,0.9729999899864197,488.582,34.0,0.9980000257492065,525.182,94.97,0.9919999837875366,551.164,184.626,0.996999979019165
32,983.614,456.155,1.0,1023.172,488.187,1.0,1343.173,450.421,1.0,1323.793,507.463,1.0,1001.995,431.8,1.0,1007.407,469.243,1.0,1010.307,503.872,1.0,1411.046,76.482,0.9909999966621399,1371.189,228.188,0.968999981880188,1313.445,392.709,0.9980000257492065,488.582,33.882,0.9980000257492065,525.564,94.808,0.9929999709129333,551.179,184.072,0.996999979019165
33,983.614,456.346,1.0,1023.172,488.378,1.0,1343.173,450.421,1.0,1323.793,506.485,1.0,1001.439,432.37,1.0,1007.024,467.824,1.0,1009.454,503.872,1.0,1434.925,87.325,0.984000027179718,1395.523,245.11,0.9580000042915344,1313.445,411.372,0.9990000128746033,488.583,33.63,0.9980000257492065,525.564,94.685,0.9929999709129333,551.163,183.978,0.996999979019165
34,983.614,456.346,1.0,1023.087,488.378,1.0,1343.173,449.977,1.0,1323.793,505.869,1.0,999.227,432.37,1.0,1006.709,466.541,1.0,1009.454,503.872,1.0,1445.852,98.597,0.9639999866485596,1396.497,262.101,0.9629999995231628,1313.445,424.528,0.9990000128746033,488.583,33.477,0.9980000257492065,525.577,94.685,0.9929999709129333,551.179,183.978,0.996999979019165
35,983.881,456.155,1.0,1022.787,488.378,1.0,,,,,,,999.227,432.37,1.0,1006.338,466.174,1.0,1009.454,504.05,1.0,1478.675,116.241,0.9829999804496765,1402.715,290.746,0.968999981880188,1307.016,447.038,0.9739999771118164,488.613,33.477,0.9980000257492065,525.628,94.685,0.9940000176429749,551.213,184.072,0.996999979019165
36,984.009,455.005,1.0,1022.787,488.112,1.0,,,,,,,999.227,432.933,1.0,1006.338,465.948,1.0,1009.474,504.128,1.0,1514.952,132.485,0.9829999804496765,1403.081,303.756,0.9959999918937683,1288.086,472.89,1.0,488.613,33.464,0.9980000257492065,525.654,94.714,0.9940000176429749,551.213,184.483,0.996999979019165
37,984.009,454.871,1.0,1022.787,488.112,1.0,,,,,,,1002.477,433.218,1.0,1006.338,465.923,1.0,1010.024,504.156,1.0,1536.303,146.086,0.996999979019165,1404.705,314.694,0.9909999966621399,1274.328,479.735,0.9990000128746033,488.669,33.407,0.9990000128746033,526.132,95.219,0.9919999837875366,551.242,184.483,0.9980000257492065
38,984.202,454.871,1.0,1023.044,488.112,1.0,,,,,,,1002.477,433.218,1.0,1007.259,465.571,1.0,1010.024,504.177,1.0,1556.857,165.687,0.9950000047683716,1404.705,321.95,0.9919999837875366,1272.219,479.735,1.0,488.691,33.407,0.9990000128746033,526.183,95.262,0.9929999709129333,551.242,184.483,0.9980000257492065
39,984.035,454.871,1.0,1023.044,488.112,1.0,,,,,,,1002.477,433.218,1.0,1007.259,465.571,1.0,1009.474,504.278,1.0,1563.167,171.949,0.9800000190734863,1413.726,323.118,0.9850000143051147,1261.901,479.735,0.996999979019165,488.691,33.424,0.9980000257492065,526.406,95.389,0.9929999709129333,551.243,184.392,0.996999979019165
40,984.009,455.701,1.0,1023.044,488.473,1.0,,,,,,,1000.057,433.218,1.0,1007.259,465.571,1.0,1007.902,504.485,1.0,1602.881,206.738,0.9419999718666077,1414.869,331.149,0.9419999718666077,1219.162,477.303,1.0,488.691,33.424,0.9990000128746033,526.406,95.4,0.9929999709129333,551.243,184.392,0.996999979019165
41,983.623,455.701,1.0,1021.919,489.592,1.0,,,,,,,999.983,433.271,1.0,1006.346,469.741,1.0,1007.902,504.634,1.0,1609.24,217.33,0.9909999966621399,1416.661,337.714,0.9980000257492065,1214.622,472.337,1.0,488.708,33.458,0.9990000128746033,526.406,95.409,0.9929999709129333,551.243,184.387,0.996999979019165
42,983.409,456.383,1.0,1021.919,489.798,1.0,,,,,,,999.983,432.872,1.0,1006.346,469.741,1.0,1007.73,505.379,1.0,1620.553,227.716,0.9470000267028809,1415.241,342.828,0.9769999980926514,1200.722,467.233,1.0,488.85,33.831,0.9990000128746033,525.657,95.483,0.9940000176429749,551.544,184.276,0.996999979019165
43,982.834,456.383,1.0,1021.919,489.798,1.0,,,,,,,1000.057,432.872,1.0,1006.346,469.741,1.0,1007.902,505.379,1.0,1633.58,253.125,0.9940000176429749,1415.285,343.409,0.996999979019165,1197.919,456.849,1.0,488.85,33.831,0.9990000128746033,525.648,95.483,0.9940000176429749,551.576,184.205,0.996999979019165
44,982.592,455.74,1.0,1022.152,489.798,1.0,,,,,,,1002.107,432.872,1.0,1006.346,469.215,1.0,1008.143,505.379,1.0,1633.58,259.426,0.996999979019165,1415.285,342.828,0.9950000047683716,1191.23,440.397,1.0,488.85,33.831,0.9990000128746033,525.573,95.483,0.9929999709129333,551.581,184.07,0.996999979019165
45,982.581,455.212,1.0,1022.825,489.182,1.0,,,,,,,1002.357,432.257,1.0,1008.481,468.868,1.0,1009.182,505.262,1.0,1633.58,273.462,0.9919999837875366,1415.285,344.46,0.9929999709129333,1191.041,426.764,1.0,488.85,33.778,0.9990000128746033,525.573,95.483,0.9929999709129333,551.581,184.046,0.996999979019165
46,981.991,455.45,1.0,1023.114,488.505,1.0,1338.917,462.559,1.0,1328.621,512.727,1.0,1003.372,432.257,1.0,1009.755,468.868,1.0,1009.505,505.141,1.0,1632.434,285.678,0.9940000176429749,1415.241,344.46,0.9900000095367432,1189.521,423.111,1.0,488.85,33.721,0.9990000128746033,525.573,95.483,0.9929999709129333,551.576,183.992,0.996999979019165
47,981.838,455.272,1.0,1024.013,487.665,1.0,1337.716,462.28,1.0,1328.274,512.693,1.0,1003.739,432.257,1.0,1009.755,468.868,1.0,1010.59,505.041,1.0,1628.593,289.961,0.9940000176429749,1413.52,348.073,0.9959999918937683,1189.462,420.88,1.0,488.838,33.721,0.9990000128746033,525.824,95.58,0.9929999709129333,551.576,183.992,0.996999979019165
48,981.549,455.272,1.0,1024.013,487.126,1.0,1337.716,462.191,1.0,1327.284,511.107,1.0,1003.739,432.312,1.0,1009.715,469.175,1.0,1010.59,504.724,1.0,1627.541,301.84,0.9950000047683716,1412.703,349.726,0.996999979019165,1189.185,411.144,1.0,488.827,33.778,0.9990000128746033,526.024,95.621,0.9940000176429749,551.581,183.974,0.996999979019165
49,981.549,455.272,1.0,1024.013,487.126,1.0,1338.728,460.887,1.0,1327.284,511.107,1.0,1003.739,432.445,1.0,1009.715,469.354,1.0,1010.59,504.724,1.0,1627.497,305.382,0.996999979019165,1409.32,349.726,0.9990000128746033,1189.185,394.126,1.0,488.85,33.779,0.9990000128746033,526.024,95.621,0.9940000176429749,551.565,183.992,0.996999979019165
50,981.562,455.272,1.0,1023.927,487.126,1.0,1337.716,458.943,1.0,1327.205,511.105,1.0,1003.091,432.505,1.0,1009.326,469.354,1.0,1009.857,504.699,1.0,1626.836,305.527,0.9919999837875366,1403.688,349.726,0.9879999756813049,1189.158,393.577,1.0,488.85,33.779,0.9990000128746033,526.024,95.58,0.9940000176429749,551.565,183.935,0.996999979019165
51,981.347,454.828,1.0,1023.709,488.291,1.0,1338.728,456.3,1.0,1327.284,511.107,1.0,1001.676,432.445,1.0,1008.821,469.213,1.0,1009.035,504.724,1.0,1626.135,308.806,0.9919999837875366,1403.437,348.816,0.9729999899864197,1187.643,386.748,1.0,488.918,33.779,0.9990000128746033,525.985,95.566,0.9940000176429749,551.558,183.935,0.996999979019165
52,981.073,454.828,1.0,1023.397,488.598,1.0,1338.962,454.313,1.0,1327.15,511.105,1.0,1001.662,432.505,1.0,1008.528,469.576,1.0,1008.632,504.911,1.0,1621.501,309.832,0.996999979019165,1388.306,348.78,0.9829999804496765,1184.886,375.473,1.0,488.932,33.779,0.9990000128746033,525.946,95.4,0.9940000176429749,551.398,184.076,0.996999979019165
53,981.073,454.828,1.0,1023.397,488.598,1.0,1339.536,452.723,1.0,1327.15,511.152,1.0,1001.662,432.698,1.0,1008.055,469.955,1.0,1008.632,505.211,1.0,1611.241,317.072,0.9950000047683716,1387.516,348.78,0.9929999709129333,1179.882,375.473,1.0,488.932,33.779,0.9990000128746033,525.935,95.4,0.9940000176429749,551.39,184.076,0.996999979019165
54,981.562,455.237,1.0,1023.709,488.598,1.0,1340.574,452.723,1.0,1326.85,511.1,1.0,1001.662,432.942,1.0,1007.851,469.955,0.9990000128746033,1008.632,505.5,1.0,1597.062,321.508,0.9950000047683716,1371.48,348.78,0.9520000219345093,1176.302,375.473,1.0,488.977,33.874,0.9990000128746033,525.921,95.357,0.9950000047683716,551.39,184.076,0.996999979019165
55,982.086,455.522,1.0,1024.33,487.549,1.0,1340.574,452.723,1.0,1326.85,511.1,1.0,1003.769,433.796,1.0,1007.772,471.416,1.0,1008.199,505.619,1.0,1587.085,339.995,0.9959999918937683,1356.199,364.453,0.9950000047683716,1174.018,376.013,1.0,488.985,33.874,0.9990000128746033,525.921,95.332,0.9940000176429749,551.39,184.076,0.996999979019165
56,982.086,456.168,1.0,1024.427,486.571,1.0,1340.574,452.689,1.0,1326.757,510.535,1.0,1003.833,434.008,1.0,1007.772,472.874,1.0,1007.219,505.657,1.0,1580.125,343.243,0.9900000095367432,1349.685,372.828,0.9919999837875366,1166.096,388.932,1.0,488.985,33.874,0.9990000128746033,525.884,95.095,0.9950000047683716,551.404,184.007,0.996999979019165
