scorer,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000
7,1467.845,735.887,1.0,1465.331,681.96,1.0,1455.623,637.926,1.0,845.672,281.994,1.0,862.334,332.251,1.0,876.713,390.19,1.0,535.515,307.288,1.0,600.955,429.274,0.9990000128746033,643.613,557.114,0.996999979019165,502.032,55.594,0.9990000128746033,543.374,121.887,0.9980000257492065,566.273,200.323,1.0
8,1467.845,733.689,1.0,1464.028,681.96,1.0,1453.818,636.263,1.0,845.672,283.178,1.0,862.334,334.005,1.0,876.421,390.19,1.0,535.515,307.489,1.0,597.786,429.274,0.9980000257492065,643.613,557.114,0.9990000128746033,502.43,55.484,0.9990000128746033,543.374,120.631,0.9990000128746033,566.477,199.945,1.0
9,1467.913,733.654,1.0,1464.028,682.496,1.0,1453.669,636.405,1.0,846.268,283.667,1.0,862.479,334.005,1.0,876.277,390.093,1.0,535.22,308.368,1.0,600.955,432.464,0.9990000128746033,643.613,557.114,0.9990000128746033,502.43,55.463,0.9990000128746033,543.374,120.041,0.9990000128746033,566.477,199.813,1.0
10,1468.061,733.654,1.0,1463.846,682.527,1.0,1453.669,636.405,1.0,846.39,283.7,1.0,862.915,334.073,1.0,875.911,390.106,1.0,535.22,308.582,1.0,600.955,432.937,0.9990000128746033,647.254,556.262,1.0,502.485,55.358,1.0,542.799,119.997,0.9980000257492065,566.604,199.813,1.0
11,1468.061,733.689,1.0,1464.028,682.527,1.0,1453.818,636.305,1.0,846.461,283.7,1.0,862.915,334.005,1.0,875.911,390.093,1.0,536.135,308.368,1.0,600.367,432.547,0.9990000128746033,649.538,556.262,0.9990000128746033,502.43,55.463,0.9990000128746033,542.799,119.997,0.996999979019165,566.477,199.725,1.0
12,1468.061,733.733,1.0,1464.028,682.527,1.0,1453.935,636.305,1.0,846.461,283.667,1.0,862.915,333.821,1.0,875.911,390.073,1.0,536.187,308.261,1.0,598.877,432.753,1.0,650.271,556.262,1.0,502.08,55.218,1.0,542.799,119.997,0.9980000257492065,566.451,199.51,1.0
13,1467.955,734.818,1.0,1463.969,681.134,1.0,1457.171,636.305,1.0,846.392,283.659,1.0,862.09,333.785,1.0,875.873,389.121,1.0,537.043,308.332,1.0,599.502,432.753,1.0,651.08,556.312,1.0,501.981,55.216,0.9990000128746033,542.967,121.236,0.9980000257492065,566.42,199.446,1.0
14,1467.955,734.846,1.0,1463.933,681.134,1.0,1457.193,636.078,1.0,846.392,283.659,1.0,862.09,333.821,1.0,875.873,389.121,1.0,537.329,308.261,1.0,598.877,434.871,1.0,651.653,556.33,1.0,501.981,55.008,0.9990000128746033,542.967,121.33,0.9980000257492065,566.359,199.331,1.0
15,1467.955,734.846,1.0,1463.969,680.999,1.0,1457.265,636.11,1.0,846.392,283.642,1.0,862.07,333.821,1.0,875.841,389.121,1.0,537.329,308.109,1.0,598.877,434.871,1.0,651.667,556.637,1.0,501.981,55.008,0.9990000128746033,543.061,121.353,0.996999979019165,566.103,199.331,1.0
16,1467.963,734.846,1.0,1463.969,680.999,1.0,1457.265,636.11,1.0,846.058,283.642,1.0,861.955,334.129,1.0,875.711,389.263,1.0,537.329,308.08,1.0,598.813,435.194,1.0,652.349,556.689,1.0,502.427,55.008,0.9990000128746033,543.067,121.33,0.996999979019165,565.853,199.446,1.0
17,1467.963,734.846,1.0,1464.23,680.999,1.0,1457.525,635.964,1.0,845.865,283.576,1.0,861.876,334.229,1.0,875.537,390.23,1.0,536.858,307.987,1.0,598.772,436.266,1.0,654.222,556.743,1.0,502.565,55.011,0.9990000128746033,543.067,121.236,0.9980000257492065,565.853,200.486,1.0
18,1467.963,734.951,1.0,1464.23,681.002,1.0,1457.548,636.11,1.0,844.386,282.442,1.0,861.33,334.229,1.0,875.114,390.455,1.0,536.858,307.987,1.0,598.434,435.194,1.0,654.701,556.797,1.0,502.704,55.011,0.9990000128746033,543.061,120.657,0.9980000257492065,565.832,200.486,1.0
19,1467.912,735.057,1.0,1464.263,680.718,1.0,1457.548,636.13,1.0,843.076,282.442,1.0,861.235,334.129,1.0,875.114,390.455,1.0,536.858,307.987,0.9990000128746033,598.441,436.266,1.0,654.701,556.797,1.0,502.704,55.107,0.9990000128746033,543.731,120.375,0.9980000257492065,565.832,200.742,1.0
20,1467.675,735.225,1.0,1464.301,680.793,1.0,1457.525,636.13,1.0,842.737,282.442,1.0,860.875,334.024,1.0,875.114,390.464,1.0,537.393,307.995,1.0,598.772,436.266,1.0,654.222,556.797,1.0,502.565,55.146,0.9990000128746033,543.764,120.333,0.9980000257492065,565.9,200.774,1.0
21,1467.441,735.229,1.0,1464.344,680.826,1.0,1457.525,636.12,1.0,842.45,283.565,1.0,860.762,334.024,1.0,875.288,390.464,1.0,537.393,307.995,1.0,598.576,434.691,1.0,651.043,556.462,1.0,502.411,55.132,0.9990000128746033,543.773,120.333,0.996999979019165,565.97,200.909,1.0
22,1467.387,735.229,1.0,1464.344,680.793,1.0,1457.499,636.12,1.0,842.395,283.605,1.0,860.762,334.024,1.0,875.399,390.504,1.0,537.598,308.033,1.0,598.441,433.615,1.0,651.043,556.462,1.0,502.395,55.19,0.9990000128746033,543.845,120.333,0.996999979019165,566.047,200.909,1.0
23,1467.275,735.229,1.0,1464.357,680.793,1.0,1457.499,636.044,1.0,842.395,283.605,1.0,860.762,334.024,1.0,875.399,390.504,1.0,537.598,307.995,1.0,598.576,433.204,1.0,651.043,556.462,0.9990000128746033,502.321,55.318,0.9990000128746033,543.91,120.395,0.996999979019165,566.047,200.909,1.0
24,1467.275,735.053,1.0,1464.363,680.793,1.0,1457.655,635.918,1.0,842.395,283.605,1.0,860.823,333.902,1.0,875.422,390.504,1.0,536.634,307.617,1.0,598.576,432.837,1.0,651.299,556.948,1.0,502.131,55.318,0.9990000128746033,544.017,120.514,0.996999979019165,566.013,200.575,1.0
25,1467.275,735.044,1.0,1464.411,680.733,1.0,1457.655,635.918,1.0,843.563,283.508,1.0,862.506,333.902,1.0,875.434,390.335,1.0,536.046,307.552,1.0,598.576,432.837,0.9990000128746033,651.841,557.016,1.0,501.929,55.498,0.9990000128746033,544.079,120.671,0.996999979019165,565.97,200.235,1.0
26,1467.275,735.038,1.0,1464.447,680.733,1.0,1457.66,635.885,1.0,846.527,278.841,1.0,865.505,329.81,1.0,880.96,383.836,1.0,536.483,307.338,1.0,598.566,432.223,1.0,651.841,557.016,0.9990000128746033,501.906,55.498,0.9990000128746033,544.079,120.879,0.996999979019165,565.923,200.176,1.0
27,1467.411,735.033,1.0,1464.607,680.733,1.0,1457.708,635.885,1.0,861.213,271.772,1.0,877.437,328.276,1.0,885.533,377.429,1.0,536.483,307.338,1.0,598.682,432.223,1.0,651.299,556.948,0.9990000128746033,501.906,55.498,0.9990000128746033,544.079,120.926,0.9980000257492065,565.923,200.176,1.0
28,1467.411,735.033,1.0,1464.634,680.733,1.0,1457.749,635.885,1.0,869.45,269.232,1.0,890.248,327.52,1.0,893.929,376.97,0.9990000128746033,536.483,307.363,1.0,598.682,431.751,0.9990000128746033,651.052,556.995,1.0,501.906,55.494,0.9990000128746033,543.801,120.933,0.9980000257492065,565.923,200.235,1.0
29,1467.411,735.033,1.0,1464.634,680.826,1.0,1457.848,635.872,1.0,881.77,269.232,0.9990000128746033,904.302,327.52,1.0,916.013,376.855,0.16899999976158142,536.483,307.436,1.0,599.614,431.751,1.0,649.249,556.787,0.9990000128746033,502.173,55.446,0.9990000128746033,543.617,120.993,0.9980000257492065,566.102,200.554,1.0
30,1467.411,735.043,1.0,1464.634,680.826,1.0,1457.848,635.825,1.0,891.239,269.232,1.0,911.385,327.52,1.0,932.63,376.855,1.0,536.603,307.436,1.0,599.632,431.574,1.0,649.249,556.568,0.9990000128746033,502.173,55.446,0.9990000128746033,543.555,120.933,0.9980000257492065,566.32,200.554,1.0
31,1467.378,735.108,1.0,1464.731,680.705,1.0,1457.871,635.825,1.0,895.899,271.383,1.0,920.781,327.52,1.0,939.005,376.97,1.0,536.722,307.685,1.0,599.632,431.751,1.0,649.249,556.787,0.9990000128746033,502.192,55.446,0.9990000128746033,543.434,120.933,0.9980000257492065,566.32,200.655,1.0
32,1467.351,735.149,1.0,1464.731,680.622,1.0,1458.018,635.616,1.0,905.613,272.947,1.0,925.946,328.918,1.0,941.141,381.077,1.0,536.787,307.775,1.0,599.614,431.751,1.0,649.502,556.995,1.0,502.192,55.587,0.9990000128746033,543.399,120.993,0.9980000257492065,566.32,200.554,1.0
33,1467.351,735.251,1.0,1464.756,680.622,1.0,1458.018,635.482,1.0,913.053,275.845,1.0,931.551,329.616,1.0,942.644,382.014,1.0,537.749,307.9,1.0,599.632,431.829,1.0,649.502,557.176,0.9990000128746033,502.173,55.6,0.9990000128746033,543.389,121.002,0.9980000257492065,566.303,200.554,1.0
34,1467.288,735.26,1.0,1464.756,680.622,1.0,1457.681,635.416,1.0,915.786,276.259,1.0,934.728,329.643,1.0,943.058,383.45,1.0,538.027,308.15,1.0,599.632,431.829,1.0,649.502,557.243,0.9990000128746033,502.192,55.645,0.9990000128746033,543.389,121.062,0.9980000257492065,566.245,200.655,1.0
35,1467.283,735.26,1.0,1464.756,680.636,1.0,1457.681,635.482,1.0,918.755,276.259,1.0,936.02,330.029,1.0,943.34,383.45,1.0,538.027,308.15,1.0,598.893,431.902,0.9990000128746033,649.429,557.299,0.9990000128746033,502.192,55.645,0.9990000128746033,543.389,121.114,0.9980000257492065,566.245,201.003,1.0
36,1467.225,735.26,1.0,1464.795,680.762,1.0,1457.669,635.416,1.0,919.078,276.259,1.0,936.02,330.029,1.0,943.34,383.45,1.0,537.919,308.15,1.0,598.169,432.1,0.9990000128746033,649.384,557.361,1.0,502.143,55.645,0.9990000128746033,543.308,121.114,0.9980000257492065,566.245,201.248,1.0
37,1467.212,735.244,1.0,1464.745,680.838,1.0,1457.574,635.416,1.0,919.546,275.585,1.0,936.511,330.029,1.0,943.34,383.199,1.0,537.749,308.102,1.0,599.394,433.3,1.0,649.384,557.383,1.0,502.045,55.645,0.9990000128746033,543.308,121.062,0.9980000257492065,566.464,201.613,1.0
38,1467.164,735.179,1.0,1464.512,680.971,1.0,1457.599,635.833,1.0,919.57,274.937,1.0,936.02,329.643,1.0,943.34,383.109,1.0,537.61,308.102,1.0,599.394,433.852,1.0,649.417,557.299,1.0,502.023,55.645,0.9990000128746033,543.41,121.062,0.9980000257492065,566.484,201.613,1.0
39,1467.164,735.179,1.0,1464.674,680.999,1.0,1457.599,635.893,1.0,919.57,274.937,1.0,935.338,328.142,1.0,943.28,382.966,1.0,536.02,308.019,1.0,599.394,436.434,1.0,649.417,557.299,1.0,502.023,55.704,0.9990000128746033,543.322,121.075,0.9980000257492065,566.484,201.613,1.0
40,1467.184,735.179,1.0,1464.563,681.036,1.0,1457.63,635.893,1.0,920.113,274.937,1.0,934.502,328.142,1.0,943.28,382.77,1.0,536.02,308.079,1.0,599.394,436.434,1.0,649.392,557.222,1.0,502.143,55.899,0.9990000128746033,543.322,121.075,0.9980000257492065,566.484,201.432,1.0
41,1467.184,735.295,1.0,1464.562,681.045,1.0,1457.599,635.893,1.0,919.57,273.78,1.0,934.34,331.76,1.0,943.419,382.77,1.0,536.02,308.056,0.9990000128746033,599.394,436.434,1.0,649.417,557.135,1.0,502.255,55.899,0.9990000128746033,543.41,121.079,0.9980000257492065,566.374,201.411,1.0
42,1467.333,735.295,1.0,1464.562,681.166,1.0,1457.599,635.918,1.0,916.786,275.987,1.0,932.627,327.777,1.0,943.419,382.568,1.0,537.836,308.079,0.9990000128746033,599.535,435.9,1.0,649.524,557.135,1.0,502.255,55.899,0.9990000128746033,543.48,121.079,0.9980000257492065,566.346,201.4,1.0
43,1467.381,735.295,1.0,1464.563,681.166,1.0,1457.63,635.976,1.0,913.144,275.987,1.0,929.512,328.104,1.0,943.072,382.568,1.0,537.836,308.056,1.0,599.337,435.662,1.0,649.524,557.135,1.0,502.255,55.798,0.9990000128746033,543.48,121.149,0.9980000257492065,566.342,201.411,1.0
44,1467.381,735.259,1.0,1464.563,681.166,1.0,1457.741,635.976,1.0,911.449,274.733,1.0,927.489,328.624,1.0,942.237,382.568,1.0,537.836,308.079,1.0,599.159,435.662,1.0,649.528,557.186,1.0,502.11,55.771,0.9990000128746033,543.48,121.208,0.9980000257492065,566.315,201.4,1.0
45,1467.438,735.259,1.0,1464.565,681.166,1.0,1457.741,635.976,1.0,909.398,274.733,1.0,927.241,328.624,1.0,941.338,382.901,1.0,536.813,308.085,0.9990000128746033,599.159,435.143,1.0,649.614,557.186,1.0,502.11,55.679,0.9990000128746033,543.461,121.245,0.9980000257492065,566.315,201.331,1.0
46,1467.438,735.248,1.0,1464.565,681.145,1.0,1457.754,635.983,1.0,908.889,274.733,1.0,926.107,328.104,1.0,941.077,382.901,1.0,536.617,308.14,1.0,598.152,435.143,1.0,649.738,557.467,1.0,502.11,55.557,0.9990000128746033,543.454,121.317,0.9980000257492065,566.346,201.331,1.0
47,1467.434,735.256,1.0,1464.631,681.066,1.0,1457.754,635.983,1.0,908.261,274.592,1.0,925.614,328.624,1.0,940.731,382.901,1.0,536.617,308.14,0.9990000128746033,598.152,435.493,1.0,649.738,557.572,1.0,502.134,55.679,0.9990000128746033,543.229,121.362,0.9980000257492065,566.351,201.363,1.0
48,1467.434,735.259,1.0,1464.654,680.914,1.0,1457.907,636.108,1.0,908.261,274.438,1.0,925.535,329.61,1.0,940.731,381.988,1.0,536.628,308.238,1.0,598.143,436.211,1.0,649.738,557.572,1.0,502.183,55.679,0.9990000128746033,543.229,121.569,0.9980000257492065,566.417,201.363,1.0
49,1467.434,735.264,1.0,1464.643,680.914,1.0,1457.754,636.108,1.0,908.808,274.102,1.0,925.535,329.61,1.0,940.731,381.909,1.0,536.617,308.334,1.0,598.143,435.493,1.0,649.715,557.316,0.9990000128746033,502.235,55.6,0.9990000128746033,543.229,121.569,0.9980000257492065,566.439,201.363,1.0
50,1467.434,735.256,1.0,1464.643,680.845,1.0,1457.723,636.154,1.0,908.889,274.102,1.0,925.614,328.019,1.0,940.739,381.898,1.0,536.617,308.51,1.0,597.373,435.575,1.0,649.715,557.316,0.9990000128746033,502.319,56.014,0.9990000128746033,543.353,121.569,0.9980000257492065,566.439,201.363,1.0
51,1467.425,735.264,1.0,1464.643,680.845,1.0,1457.699,636.108,1.0,910.872,274.045,1.0,926.965,328.568,1.0,940.864,381.563,1.0,536.628,308.51,1.0,598.143,436.211,1.0,649.715,557.109,0.9990000128746033,502.319,56.014,0.9990000128746033,543.353,121.569,0.9980000257492065,566.439,201.363,1.0
52,1467.425,735.276,1.0,1464.624,680.665,1.0,1457.699,636.154,1.0,910.89,273.833,1.0,926.965,328.349,1.0,940.864,381.049,1.0,536.628,308.334,1.0,598.143,436.211,1.0,649.867,557.109,0.9990000128746033,502.319,55.969,0.9990000128746033,543.353,121.504,0.9980000257492065,566.431,200.938,1.0
53,1467.479,735.306,1.0,1464.572,680.645,1.0,1457.699,636.092,1.0,913.428,273.576,1.0,927.443,328.349,1.0,940.864,381.047,1.0,536.742,308.234,1.0,598.539,436.014,1.0,650.015,557.236,1.0,502.237,55.904,0.9990000128746033,543.075,121.422,0.9980000257492065,566.142,200.73,1.0
54,1467.479,735.306,1.0,1464.572,680.583,1.0,1457.847,636.099,1.0,914.09,273.576,1.0,927.443,328.568,1.0,940.864,380.689,1.0,536.742,308.234,1.0,598.539,436.014,1.0,650.015,556.912,0.9990000128746033,502.237,55.969,0.9990000128746033,543.075,121.271,0.9980000257492065,566.044,200.717,1.0
55,1467.479,735.306,1.0,1464.572,680.583,1.0,1457.894,636.092,1.0,915.718,273.576,1.0,927.759,329.666,1.0,940.864,380.581,1.0,536.742,308.234,1.0,598.74,436.885,1.0,650.015,556.847,1.0,502.237,55.969,0.9990000128746033,543.054,121.271,0.9980000257492065,566.044,200.62,1.0
56,1467.479,735.306,1.0,1464.731,680.238,1.0,1457.923,636.092,1.0,915.718,273.576,1.0,927.365,329.666,1.0,941.197,380.558,1.0,535.717,308.746,0.9990000128746033,598.539,436.014,1.0,650.015,556.847,0.9990000128746033,502.256,56.257,0.9990000128746033,543.054,121.271,0.996999979019165,566.044,200.62,1.0
57,1467.481,735.306,1.0,1465.042,680.153,1.0,1457.933,635.892,1.0,915.718,273.643,1.0,927.365,329.666,1.0,941.205,380.498,1.0,535.347,308.746,1.0,598.222,435.955,1.0,650.061,556.847,0.9990000128746033,502.275,56.257,0.9990000128746033,543.054,121.365,0.9980000257492065,566.34,200.62,1.0
58,1467.513,735.268,1.0,1465.139,680.048,1.0,1457.923,635.875,1.0,915.877,274.042,1.0,927.365,329.563,1.0,941.364,380.39,1.0,535.347,308.888,1.0,597.96,435.424,1.0,650.087,556.823,0.9990000128746033,502.387,56.257,0.9990000128746033,542.766,121.365,0.9980000257492065,566.34,200.65,1.0
59,1467.508,735.268,1.0,1465.141,680.048,1.0,1457.933,635.875,1.0,915.877,274.202,1.0,927.641,329.245,1.0,941.364,380.39,1.0,534.892,308.888,1.0,597.96,435.424,1.0,650.087,556.791,0.9990000128746033,502.43,55.885,0.9990000128746033,542.717,121.365,0.9980000257492065,566.34,200.65,1.0
60,1467.513,735.263,1.0,1465.141,680.062,1.0,1457.933,635.864,1.0,915.877,274.202,1.0,927.365,329.245,1.0,941.364,380.495,1.0,535.347,308.723,1.0,597.96,435.314,1.0,650.087,556.77,0.9990000128746033,502.471,55.885,0.9990000128746033,542.717,121.322,0.9980000257492065,566.234,200.65,1.0
61,1467.523,735.22,1.0,1465.139,680.062,1.0,1457.643,635.875,1.0,915.973,274.264,1.0,927.488,329.368,1.0,941.175,380.498,1.0,535.211,308.493,1.0,597.96,435.314,1.0,649.96,556.77,0.9990000128746033,502.471,55.885,0.9990000128746033,542.749,121.322,0.9980000257492065,566.139,200.327,1.0
62,1467.524,735.208,1.0,1465.073,680.291,1.0,1457.643,635.89,1.0,916.293,274.472,1.0,927.548,329.368,1.0,941.175,380.587,1.0,538.557,308.474,1.0,597.96,436.035,1.0,649.941,556.726,0.9990000128746033,502.688,55.952,0.9990000128746033,542.766,121.322,0.9980000257492065,566.091,200.218,1.0
63,1467.768,735.208,1.0,1464.869,680.365,1.0,1457.656,635.916,1.0,916.323,274.585,1.0,927.548,329.399,1.0,941.175,380.589,1.0,536.514,308.209,1.0,597.551,436.035,1.0,649.902,556.726,0.9990000128746033,502.688,56.039,0.9990000128746033,542.976,121.885,0.9980000257492065,566.054,200.218,1.0
64,1467.768,735.22,1.0,1464.869,680.386,1.0,1457.656,636.02,1.0,916.323,274.613,1.0,927.548,329.485,1.0,941.178,380.651,1.0,536.514,308.3,1.0,597.624,435.625,1.0,649.757,556.539,0.9990000128746033,502.808,56.039,0.9990000128746033,542.998,121.885,0.9980000257492065,566.009,200.218,1.0
65,1467.768,735.266,1.0,1464.869,680.534,1.0,1457.979,636.02,1.0,916.49,274.675,1.0,927.615,329.488,1.0,941.422,380.712,1.0,535.998,308.3,1.0,597.463,435.808,1.0,649.757,556.539,0.9990000128746033,502.808,56.067,0.9990000128746033,542.998,121.885,0.9980000257492065,566.009,200.655,1.0
66,1467.636,735.266,1.0,1464.869,680.539,1.0,1457.989,636.026,1.0,916.497,274.675,1.0,927.632,329.615,1.0,941.615,380.712,1.0,535.998,308.3,1.0,596.88,435.799,1.0,649.536,556.539,0.9990000128746033,502.808,56.15,0.9990000128746033,542.976,121.713,0.9980000257492065,566.009,200.655,1.0
67,1467.55,735.266,1.0,1464.869,680.642,1.0,1457.989,636.02,1.0,916.807,274.675,1.0,927.743,329.622,1.0,941.687,380.712,1.0,535.998,308.194,1.0,596.88,435.799,1.0,649.536,556.539,0.9990000128746033,502.794,56.176,0.9990000128746033,542.993,121.712,0.9980000257492065,566.053,200.841,1.0
68,1467.505,735.205,1.0,1464.844,680.745,1.0,1457.989,635.977,1.0,916.807,274.662,1.0,927.743,329.622,1.0,941.687,380.588,1.0,535.998,307.945,1.0,596.713,435.799,1.0,649.536,556.477,0.9990000128746033,502.493,56.763,0.9990000128746033,542.993,121.465,0.9980000257492065,566.143,200.841,1.0
69,1467.131,735.154,1.0,1464.592,680.771,1.0,1457.958,635.917,1.0,917.207,274.662,1.0,927.764,329.659,1.0,941.67,380.558,1.0,536.784,307.921,1.0,596.701,435.808,1.0,650.281,556.604,0.9990000128746033,502.331,56.899,0.9990000128746033,542.969,121.132,0.9980000257492065,566.145,200.709,1.0
70,1467.049,735.035,1.0,1464.467,680.887,1.0,1457.935,635.807,1.0,917.267,274.662,1.0,927.869,329.723,1.0,941.712,380.466,1.0,536.784,307.945,1.0,596.607,435.843,1.0,650.635,556.604,0.9990000128746033,502.27,56.96,0.9990000128746033,542.969,121.086,0.9980000257492065,566.188,200.709,1.0
