scorer,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000,DLC_resnet50_make_tea_multiNov11shuffle1_100000
7,733.132,424.163,1.0,744.299,385.618,1.0,751.115,357.209,1.0,1264.245,618.869,1.0,1259.471,665.302,1.0,1244.239,704.955,1.0,339.637,305.095,0.9990000128746033,409.156,432.693,0.9990000128746033,475.01,555.993,0.9980000257492065,262.186,53.899,1.0,314.853,116.71,1.0,343.538,198.563,1.0
8,733.132,424.2,1.0,744.299,385.618,1.0,751.115,357.209,1.0,1264.316,618.869,1.0,1259.471,665.302,1.0,1244.239,704.955,1.0,339.78,305.095,0.9980000257492065,409.156,432.178,0.9990000128746033,475.01,555.95,0.9990000128746033,262.186,53.899,1.0,314.853,116.71,1.0,343.538,198.563,1.0
9,733.132,424.24,1.0,744.299,385.618,1.0,751.115,357.209,1.0,1264.458,618.869,1.0,1259.471,665.302,1.0,1244.239,704.955,1.0,339.78,305.095,0.9990000128746033,409.156,430.766,0.9980000257492065,475.01,555.95,0.9980000257492065,262.186,53.899,1.0,314.853,116.525,1.0,343.665,198.563,1.0
10,734.13,424.432,1.0,745.086,384.292,1.0,751.547,356.652,1.0,1264.869,618.731,1.0,1259.37,664.175,1.0,1244.474,705.119,1.0,339.763,301.28,0.984000027179718,409.419,431.357,0.9990000128746033,469.336,555.95,0.9980000257492065,262.756,54.317,1.0,313.994,115.511,1.0,343.737,199.245,1.0
11,734.13,424.452,1.0,745.086,384.289,1.0,751.547,356.652,1.0,1264.948,618.725,1.0,1259.37,664.175,1.0,1244.504,705.183,1.0,339.656,301.244,0.984000027179718,411.862,430.766,0.9990000128746033,469.236,555.988,0.9980000257492065,262.756,54.609,1.0,313.904,115.429,1.0,343.755,199.248,1.0
12,734.13,424.452,1.0,745.086,384.275,1.0,751.547,356.648,1.0,1264.948,618.725,1.0,1259.344,664.175,1.0,1244.504,705.214,1.0,339.763,301.244,0.984000027179718,411.862,430.215,0.9990000128746033,469.236,555.988,0.9980000257492065,262.795,54.609,1.0,313.865,115.298,1.0,343.755,199.248,1.0
13,734.122,424.432,1.0,745.073,384.199,1.0,751.454,356.624,1.0,1264.94,618.725,1.0,1259.344,664.175,1.0,1244.474,705.249,1.0,339.763,301.28,0.9860000014305115,411.862,430.215,0.9990000128746033,469.336,556.039,0.9980000257492065,262.871,54.438,1.0,313.865,115.298,1.0,343.755,199.248,1.0
14,734.104,424.275,1.0,745.073,384.011,1.0,751.085,356.532,1.0,1264.888,618.725,1.0,1259.311,664.175,1.0,1244.265,705.249,1.0,339.875,301.558,0.996999979019165,411.795,430.215,0.9990000128746033,469.778,556.039,0.9980000257492065,262.819,54.409,1.0,313.904,115.429,1.0,343.771,199.208,1.0
15,734.104,424.238,1.0,745.073,384.011,1.0,751.085,356.532,1.0,1264.922,618.566,1.0,1259.425,663.906,1.0,1244.25,705.273,1.0,339.875,301.592,0.9980000257492065,411.795,430.215,0.9990000128746033,469.778,556.059,0.9980000257492065,262.86,54.409,1.0,313.98,116.154,1.0,343.72,199.16,1.0
16,734.104,424.137,1.0,745.085,384.011,1.0,751.085,356.493,1.0,1264.888,618.566,1.0,1259.233,663.906,1.0,1244.222,705.273,1.0,340.906,301.592,0.9980000257492065,411.795,429.958,0.9990000128746033,469.778,556.096,0.9980000257492065,262.871,54.405,1.0,314.107,116.154,0.9990000128746033,343.669,199.16,1.0
17,734.188,424.11,1.0,745.085,384.051,1.0,751.277,356.493,1.0,1264.888,618.566,1.0,1259.233,663.906,1.0,1244.181,705.173,1.0,341.002,301.558,0.996999979019165,409.536,431.67,0.9980000257492065,469.768,556.215,0.9990000128746033,262.86,54.016,1.0,314.142,116.154,0.9990000128746033,343.664,199.208,1.0
18,734.213,424.105,1.0,745.137,384.12,1.0,751.354,356.485,1.0,1264.099,618.739,1.0,1259.068,663.983,1.0,1244.019,704.597,1.0,340.906,301.592,0.996999979019165,409.536,431.67,0.9990000128746033,469.768,556.435,0.9990000128746033,262.86,53.951,1.0,314.152,115.514,1.0,343.425,200.168,1.0
19,734.374,424.076,1.0,745.137,384.12,1.0,751.456,356.647,1.0,1264.025,618.961,1.0,1259.051,664.089,1.0,1244.006,704.581,1.0,340.253,301.592,0.9980000257492065,409.536,431.67,0.9990000128746033,469.768,556.435,0.9980000257492065,262.888,53.951,1.0,314.36,115.346,1.0,343.38,200.479,1.0
20,734.374,424.076,1.0,745.195,384.153,1.0,751.466,356.586,1.0,1264.025,619.014,1.0,1259.051,664.627,1.0,1244.006,704.581,1.0,340.253,301.854,0.9980000257492065,409.85,431.921,0.9990000128746033,470.187,556.435,0.9980000257492065,263.102,53.951,1.0,314.387,115.071,1.0,343.38,200.479,1.0
21,734.387,424.082,1.0,745.196,384.301,1.0,751.687,356.586,1.0,1264.025,619.014,1.0,1258.992,664.627,1.0,1244.006,704.581,1.0,338.914,303.526,0.9990000128746033,409.536,432.303,0.9990000128746033,471.248,556.511,0.9980000257492065,263.102,53.532,0.9990000128746033,314.387,114.624,1.0,343.38,200.458,1.0
22,734.387,424.093,1.0,745.216,384.523,1.0,751.687,356.524,1.0,1264.098,619.014,1.0,1259.051,664.535,1.0,1244.162,704.771,1.0,338.182,303.706,0.9990000128746033,409.436,432.345,0.9990000128746033,471.248,556.258,0.9990000128746033,263.102,53.266,1.0,314.387,114.624,1.0,343.328,200.458,1.0
23,734.368,424.093,1.0,745.196,384.542,1.0,751.67,356.586,1.0,1264.446,618.994,1.0,1258.915,664.175,1.0,1244.2,704.911,1.0,337.854,303.706,0.9990000128746033,409.436,432.345,0.9990000128746033,474.517,556.026,0.9980000257492065,263.063,53.265,1.0,314.333,114.624,0.9990000128746033,343.371,200.479,1.0
24,734.203,424.115,1.0,745.216,384.557,1.0,751.735,356.586,1.0,1264.488,619.208,1.0,1259.126,664.535,1.0,1244.203,704.923,1.0,337.726,304.073,0.9990000128746033,409.85,432.345,0.9990000128746033,471.248,556.224,0.9980000257492065,263.063,53.265,1.0,314.306,114.624,1.0,343.371,200.539,1.0
25,734.307,424.115,1.0,745.279,384.557,1.0,751.735,356.524,1.0,1264.488,619.201,1.0,1259.126,664.502,1.0,1244.203,704.917,1.0,337.293,303.981,0.9990000128746033,409.817,432.985,0.9990000128746033,471.248,556.164,0.9990000128746033,263.063,53.265,1.0,314.278,114.695,1.0,343.328,200.539,1.0
26,734.307,424.115,1.0,745.332,384.557,1.0,751.719,356.591,1.0,1264.476,619.201,1.0,1259.234,664.535,1.0,1244.211,704.923,1.0,337.254,303.706,0.9990000128746033,410.005,435.121,0.9990000128746033,471.477,556.026,0.996999979019165,263.797,53.216,1.0,314.278,115.046,1.0,343.371,200.539,1.0
27,734.201,424.115,1.0,745.332,384.59,1.0,751.735,356.715,1.0,1264.584,619.201,1.0,1259.394,664.66,1.0,1244.211,704.987,1.0,337.254,303.981,0.9990000128746033,410.005,435.121,0.9980000257492065,471.477,556.164,0.9990000128746033,263.797,53.216,0.9990000128746033,314.153,115.046,0.9990000128746033,343.371,200.354,1.0
28,734.201,424.094,1.0,745.332,384.733,1.0,751.735,356.715,1.0,1264.584,619.201,1.0,1259.394,664.663,1.0,1244.203,704.923,1.0,337.254,304.14,0.9990000128746033,409.825,435.313,0.9990000128746033,471.477,556.164,0.9990000128746033,263.797,53.681,0.9990000128746033,314.083,115.046,0.9990000128746033,343.402,200.327,1.0
29,734.201,424.008,1.0,745.219,384.777,1.0,751.719,356.886,1.0,1264.629,619.201,1.0,1259.394,664.66,1.0,1244.026,704.917,1.0,337.394,304.189,0.9990000128746033,409.817,435.312,0.9990000128746033,474.323,556.111,0.9980000257492065,263.631,53.657,0.9990000128746033,314.07,115.001,1.0,343.442,200.226,1.0
30,734.201,424.008,1.0,745.219,384.591,1.0,751.719,356.886,1.0,1264.629,619.316,1.0,1259.455,664.66,1.0,1244.026,704.539,1.0,337.901,304.189,1.0,409.053,435.312,0.9980000257492065,474.323,556.111,0.9980000257492065,263.631,53.657,0.9990000128746033,314.049,115.001,1.0,343.442,199.903,1.0
31,734.182,424.008,1.0,744.899,384.893,1.0,751.469,357.561,1.0,1264.629,619.44,1.0,1259.455,664.502,1.0,1244.026,704.389,1.0,338.633,304.189,0.9990000128746033,406.352,435.384,0.9980000257492065,474.263,556.396,0.9990000128746033,263.631,53.681,1.0,313.881,115.001,1.0,343.307,199.903,1.0
32,734.099,424.037,1.0,744.657,384.893,1.0,751.373,357.574,1.0,1264.414,619.44,1.0,1259.478,663.896,1.0,1244.373,704.35,1.0,341.166,302.811,0.9990000128746033,406.27,435.384,0.9980000257492065,474.323,556.397,0.9980000257492065,263.353,53.681,0.9990000128746033,313.334,116.389,0.9990000128746033,343.307,199.903,1.0
33,733.998,424.037,1.0,744.144,384.591,1.0,751.298,357.574,1.0,1264.414,619.516,1.0,1259.6,663.896,1.0,1244.435,704.195,1.0,341.166,302.764,0.9990000128746033,405.987,435.312,0.9959999918937683,474.779,556.397,0.9990000128746033,263.716,53.657,0.9990000128746033,313.236,116.572,0.9990000128746033,343.082,200.054,1.0
34,733.998,424.037,1.0,743.978,384.591,1.0,751.298,357.574,1.0,1264.284,619.628,1.0,1259.6,664.502,1.0,1244.456,704.195,1.0,341.326,302.764,0.9990000128746033,405.987,435.755,0.9990000128746033,475.318,556.397,0.9990000128746033,263.716,53.625,0.9990000128746033,313.236,116.572,0.9990000128746033,342.981,200.126,1.0
35,733.679,424.037,1.0,743.476,384.906,1.0,750.866,357.718,1.0,1264.183,619.606,1.0,1259.478,664.632,1.0,1244.435,704.195,1.0,341.423,302.811,0.9990000128746033,405.987,434.596,0.9940000176429749,475.318,556.219,0.9990000128746033,263.353,53.625,0.9990000128746033,313.334,116.572,0.9990000128746033,342.981,200.126,1.0
36,732.648,424.037,1.0,742.748,384.949,1.0,750.453,357.979,1.0,1263.919,619.606,1.0,1259.063,664.687,1.0,1244.373,704.414,1.0,341.423,305.215,1.0,405.987,434.596,0.9990000128746033,475.318,556.114,0.9990000128746033,263.198,53.625,0.9990000128746033,313.496,116.826,1.0,343.082,200.054,1.0
37,731.804,424.158,1.0,742.642,386.343,1.0,748.687,357.979,1.0,1263.919,619.606,1.0,1258.815,664.72,1.0,1244.284,704.52,1.0,342.174,305.828,1.0,405.923,435.564,0.9980000257492065,474.162,556.114,1.0,263.106,53.729,0.9990000128746033,313.514,117.199,0.9990000128746033,343.938,199.715,1.0
38,731.781,424.158,1.0,742.057,386.444,1.0,748.089,358.217,1.0,1263.872,619.571,1.0,1258.796,664.72,1.0,1244.237,704.529,1.0,342.221,305.828,1.0,405.923,435.564,0.9990000128746033,474.162,555.889,0.9990000128746033,263.106,53.729,0.9990000128746033,313.65,117.288,0.9990000128746033,343.938,199.715,1.0
39,731.781,424.158,1.0,741.856,386.444,1.0,747.16,358.217,1.0,1263.837,619.436,1.0,1258.747,664.687,1.0,1244.237,704.656,1.0,342.475,305.828,1.0,405.822,435.564,0.9959999918937683,474.088,556.133,0.9990000128746033,263.197,53.729,1.0,313.65,117.3,0.9990000128746033,343.938,199.715,1.0
40,731.781,424.143,1.0,741.566,386.444,1.0,747.16,358.217,1.0,1263.853,619.312,1.0,1258.648,664.515,1.0,1244.237,704.7,1.0,342.58,305.649,1.0,405.677,435.822,0.9990000128746033,474.162,555.889,1.0,263.197,53.633,0.9990000128746033,313.65,117.3,0.9990000128746033,343.927,199.789,1.0
41,731.781,423.817,1.0,741.566,386.415,1.0,747.535,358.217,1.0,1263.853,619.285,1.0,1258.45,664.515,1.0,1244.292,704.774,1.0,342.58,305.649,1.0,405.03,436.888,0.9990000128746033,474.208,556.133,0.9990000128746033,263.326,53.456,0.9990000128746033,312.973,117.3,0.9990000128746033,343.784,199.789,1.0
42,731.772,423.817,1.0,741.566,385.668,1.0,748.089,358.717,1.0,1263.853,619.243,1.0,1258.45,664.443,1.0,1244.335,704.802,1.0,342.76,305.546,0.9990000128746033,405.03,435.822,0.9980000257492065,474.382,555.889,0.9990000128746033,263.396,53.407,0.9990000128746033,312.957,116.961,0.9990000128746033,343.735,199.789,1.0
43,731.706,423.817,1.0,741.468,385.668,1.0,748.593,358.717,1.0,1263.853,619.16,1.0,1258.45,664.312,1.0,1244.375,704.898,1.0,343.062,305.167,1.0,405.03,435.822,0.9990000128746033,474.382,555.899,0.9990000128746033,263.396,53.39,0.9990000128746033,312.822,116.61,0.9990000128746033,343.593,199.511,1.0
44,731.295,423.765,1.0,740.647,385.668,1.0,749.891,358.717,1.0,1263.97,619.127,1.0,1258.528,664.088,1.0,1244.748,705.058,1.0,344.165,305.167,1.0,405.03,434.179,1.0,474.521,555.815,0.9990000128746033,263.468,53.456,0.9990000128746033,312.034,116.245,0.9990000128746033,343.528,199.473,1.0
45,731.295,423.836,1.0,740.647,387.222,1.0,750.436,357.455,0.9980000257492065,1264.0,619.127,1.0,1258.591,664.088,1.0,1244.823,705.058,1.0,344.165,305.551,1.0,405.668,434.179,0.9990000128746033,474.596,555.899,0.9990000128746033,263.396,53.424,0.9990000128746033,312.034,116.245,0.9990000128746033,343.528,199.109,1.0
46,731.295,424.233,1.0,740.551,387.349,1.0,752.057,355.242,0.9990000128746033,1264.084,619.16,1.0,1258.591,664.088,1.0,1244.823,705.058,1.0,345.201,305.425,1.0,405.668,432.62,0.9990000128746033,474.712,555.899,0.9990000128746033,263.38,53.39,0.9990000128746033,312.01,115.943,0.9990000128746033,343.527,198.839,1.0
47,731.371,424.284,1.0,740.259,387.349,1.0,752.057,355.242,0.9980000257492065,1264.12,619.207,1.0,1258.687,664.1,1.0,1244.748,704.713,1.0,345.22,305.425,1.0,405.668,431.85,0.9990000128746033,475.063,555.974,0.9990000128746033,263.263,53.39,0.9990000128746033,311.978,115.943,0.9990000128746033,343.528,198.814,1.0
48,731.452,424.776,1.0,740.158,387.349,1.0,752.427,355.242,0.9980000257492065,1264.13,619.229,1.0,1258.815,664.1,1.0,1243.924,704.571,1.0,345.22,305.425,1.0,404.13,433.827,1.0,475.288,556.01,0.9990000128746033,263.134,53.325,0.9990000128746033,311.85,115.805,0.9990000128746033,343.528,198.698,1.0
49,732.008,424.911,1.0,740.149,386.289,1.0,752.427,355.242,0.9980000257492065,1264.158,619.229,1.0,1258.863,664.1,1.0,1243.924,704.571,1.0,345.201,305.271,1.0,404.13,431.873,1.0,475.288,556.251,0.9990000128746033,263.134,53.313,0.9990000128746033,311.771,115.312,0.9990000128746033,343.455,198.55,1.0
50,733.576,424.911,1.0,740.158,386.289,1.0,753.496,355.242,0.9990000128746033,1264.287,619.207,1.0,1258.935,663.895,1.0,1243.924,704.55,1.0,344.685,305.256,1.0,404.13,431.873,1.0,475.193,556.251,0.9990000128746033,263.38,53.154,0.9990000128746033,311.771,115.208,0.9990000128746033,343.334,198.698,1.0
51,733.576,424.911,1.0,740.149,386.277,0.9959999918937683,752.427,355.172,0.9940000176429749,1264.309,619.073,1.0,1258.946,663.036,1.0,1244.887,704.553,1.0,344.631,305.209,1.0,404.294,432.046,1.0,475.193,556.039,0.9990000128746033,263.49,53.154,0.9990000128746033,311.577,115.091,0.9990000128746033,343.321,198.698,1.0
52,733.576,422.677,1.0,739.442,385.782,0.39500001072883606,752.427,354.617,0.9319999814033508,1264.429,619.013,1.0,1258.973,662.924,1.0,1245.035,704.553,1.0,344.631,305.193,1.0,405.708,432.209,1.0,474.849,556.039,0.9990000128746033,263.49,52.681,0.9990000128746033,311.452,115.091,1.0,343.308,198.898,1.0
53,,,,,,,,,,1264.43,618.92,1.0,1259.062,662.277,1.0,1245.112,704.553,1.0,344.685,305.091,1.0,405.719,432.209,1.0,474.021,555.979,0.9990000128746033,263.49,52.681,0.9990000128746033,311.567,115.312,0.9990000128746033,343.321,198.925,1.0
54,,,,,,,,,,1264.43,618.92,1.0,1259.197,662.277,1.0,1245.13,704.553,1.0,344.631,304.91,1.0,405.801,432.209,1.0,473.974,555.979,0.9990000128746033,263.49,52.681,0.9990000128746033,311.497,115.279,0.9990000128746033,343.321,198.933,1.0
55,,,,,,,,,,1264.443,618.92,1.0,1259.197,662.277,1.0,1245.13,704.574,1.0,344.064,304.91,1.0,405.877,432.046,1.0,473.918,556.039,0.9990000128746033,263.49,52.94,1.0,311.452,115.279,0.9990000128746033,343.455,198.947,1.0
56,,,,,,,,,,1264.443,619.041,1.0,1259.081,662.158,1.0,1245.112,704.574,1.0,344.064,305.091,1.0,405.985,431.115,1.0,473.918,556.088,0.9990000128746033,263.62,53.174,0.9990000128746033,311.423,115.279,0.9990000128746033,343.508,199.031,1.0
57,,,,,,,,,,1264.443,619.06,1.0,1259.081,662.285,1.0,1245.112,704.574,1.0,343.02,305.019,1.0,405.985,431.115,1.0,473.892,556.102,0.9990000128746033,263.645,53.244,0.9990000128746033,311.497,115.187,0.9990000128746033,343.525,199.031,1.0
58,,,,,,,,,,1264.443,619.06,1.0,1258.865,662.603,1.0,1245.104,704.601,1.0,341.865,305.019,1.0,405.985,430.902,1.0,473.892,556.133,0.9990000128746033,263.645,53.244,0.9990000128746033,311.497,115.185,0.9990000128746033,343.637,199.041,1.0
59,,,,,,,,,,1264.16,619.06,1.0,1258.862,663.03,1.0,1245.104,704.749,1.0,341.187,305.325,1.0,405.877,431.11,1.0,473.885,556.521,0.9990000128746033,263.62,53.244,0.9990000128746033,311.623,115.115,0.9990000128746033,343.694,199.031,1.0
60,,,,,,,,,,1264.134,619.06,1.0,1258.862,663.03,1.0,1245.267,704.779,1.0,341.178,305.325,1.0,405.83,431.11,0.9990000128746033,473.892,556.526,0.9990000128746033,263.524,52.736,0.9990000128746033,311.774,114.553,0.9990000128746033,343.73,198.977,1.0
61,,,,,,,,,,1264.134,619.047,1.0,1258.865,663.03,1.0,1245.308,704.957,1.0,340.987,305.16,1.0,405.489,431.11,1.0,473.892,556.526,0.9990000128746033,263.473,52.588,0.9990000128746033,311.778,114.553,0.9990000128746033,343.732,198.86,1.0
62,,,,,,,,,,1264.134,619.047,1.0,1258.925,662.941,1.0,1245.335,704.957,1.0,340.973,305.16,1.0,405.489,431.11,1.0,473.875,556.526,0.9990000128746033,263.473,52.588,0.9990000128746033,311.778,114.514,1.0,343.752,198.765,1.0
63,,,,,,,,,,1264.372,619.027,1.0,1259.32,662.766,1.0,1245.538,705.062,1.0,340.296,305.144,1.0,405.83,431.131,0.9990000128746033,473.679,556.402,0.9990000128746033,263.36,52.588,1.0,311.81,114.553,1.0,343.76,198.704,1.0
64,,,,,,,,,,1264.468,619.027,1.0,1259.329,662.752,1.0,1245.538,705.073,1.0,340.296,305.055,1.0,405.489,431.131,0.9990000128746033,473.61,556.402,0.9990000128746033,263.36,52.695,0.9990000128746033,311.884,115.05,0.9990000128746033,343.782,198.704,1.0
65,,,,,,,,,,1264.619,618.999,1.0,1259.389,662.713,1.0,1245.538,705.073,1.0,340.043,305.044,1.0,405.522,431.131,0.9990000128746033,473.61,556.377,0.9990000128746033,263.473,52.742,1.0,311.944,115.399,1.0,343.804,198.655,1.0
66,,,,,,,,,,1264.683,618.999,1.0,1259.329,662.713,1.0,1245.516,705.062,1.0,340.043,305.031,1.0,405.98,431.131,0.9990000128746033,473.602,556.377,0.9990000128746033,263.473,52.742,0.9990000128746033,311.884,115.399,0.9990000128746033,343.827,198.704,1.0
67,,,,,,,,,,1264.821,618.933,1.0,1259.329,662.112,1.0,1245.516,705.005,1.0,340.043,305.044,1.0,406.147,431.91,0.9990000128746033,473.582,556.538,0.9990000128746033,263.187,52.695,0.9990000128746033,311.884,115.472,0.9990000128746033,343.827,198.704,1.0
68,,,,,,,,,,1264.821,618.933,1.0,1259.363,662.005,1.0,1245.339,704.98,1.0,341.011,305.044,1.0,405.522,431.91,0.9990000128746033,473.582,556.553,0.9990000128746033,263.151,52.709,0.9990000128746033,311.825,115.747,0.9990000128746033,343.827,198.708,1.0
69,,,,,,,,,,1264.821,618.933,1.0,1259.363,661.993,1.0,1245.339,704.98,1.0,341.052,305.031,1.0,405.522,432.48,1.0,473.632,556.712,0.9990000128746033,263.057,52.579,1.0,311.638,115.747,0.9990000128746033,343.802,198.708,1.0
70,,,,,,,,,,1264.746,618.947,1.0,1259.313,661.993,1.0,1245.286,704.98,1.0,341.087,304.839,0.9990000128746033,405.414,432.774,1.0,473.839,556.712,0.9990000128746033,263.057,52.579,1.0,311.638,115.733,0.9990000128746033,343.704,198.792,1.0
