scorer,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_50000
7,1245.825,627.28,0.6759999990463257,1228.441,660.024,0.289000004529953,1203.3,587.17,0.8309999704360962,1188.157,636.219,0.39800000190734863,1181.853,393.278,1.0,1178.6,431.707,1.0,1181.551,468.995,1.0,410.535,165.081,0.9430000185966492,,,,517.228,422.848,0.9580000042915344,248.498,40.106,0.996999979019165,290.749,100.186,0.9599999785423279,326.451,191.414,0.9900000095367432
8,1245.825,627.28,0.6850000023841858,1228.338,659.883,0.4189999997615814,1203.264,587.064,0.5699999928474426,1188.142,628.223,0.5910000205039978,1180.59,394.339,0.9990000128746033,1177.973,431.845,1.0,1181.522,468.995,1.0,410.764,163.355,0.9490000009536743,,,,517.422,422.616,0.9440000057220459,248.357,40.022,0.996999979019165,290.62,100.186,0.9639999866485596,326.444,191.437,0.9900000095367432
9,1245.825,627.28,0.6119999885559082,1228.155,659.882,0.4099999964237213,1203.061,587.064,0.6520000100135803,1188.142,628.223,0.6039999723434448,1180.59,394.339,0.9990000128746033,1177.973,431.845,1.0,1181.551,468.995,1.0,410.764,163.296,0.984000027179718,,,0.19499999284744263,517.228,422.848,0.8579999804496765,248.357,40.021,0.9980000257492065,290.62,100.377,0.9700000286102295,326.444,191.45,0.9900000095367432
10,1245.825,627.268,0.5860000252723694,1228.304,659.871,0.37599998712539673,1202.791,587.009,0.652999997138977,1188.142,628.223,0.5559999942779541,1180.551,394.339,0.9990000128746033,1177.973,431.845,1.0,1181.6,469.026,1.0,410.611,163.355,0.9520000219345093,483.861,276.543,,517.228,422.848,0.9440000057220459,248.357,40.021,0.996999979019165,290.62,100.377,0.9639999866485596,326.451,191.481,0.9909999966621399
11,1246.071,627.251,0.7620000243186951,1228.304,659.646,0.27900001406669617,1202.546,587.034,0.6340000033378601,1187.742,636.836,0.7049999833106995,1180.367,394.385,1.0,1178.61,431.87,1.0,1181.765,470.288,1.0,410.611,164.142,0.9860000014305115,483.861,276.543,0.13699999451637268,516.753,422.694,0.9139999747276306,248.399,40.021,0.9980000257492065,290.62,100.377,0.9660000205039978,326.602,191.629,0.9879999756813049
12,1246.171,627.141,0.8410000205039978,1228.304,659.574,0.3630000054836273,1202.546,587.034,0.4449999928474426,1187.654,636.969,0.6589999794960022,1180.551,394.369,1.0,1178.878,432.497,1.0,1181.77,470.676,1.0,410.611,164.142,0.949999988079071,,,,516.245,422.694,0.890999972820282,248.399,40.24,0.996999979019165,290.958,101.37,0.9629999995231628,326.723,191.646,0.9879999756813049
13,1246.171,627.001,0.8980000019073486,1228.373,659.541,0.5799999833106995,1202.463,587.009,0.4320000112056732,1187.652,636.969,0.6200000047683716,1180.551,394.321,1.0,1178.878,432.497,1.0,1181.77,470.896,1.0,410.447,164.557,0.9890000224113464,444.168,276.18,0.16200000047683716,516.173,423.04,0.8730000257492065,248.603,40.24,0.996999979019165,290.958,101.37,0.9629999995231628,326.862,191.68,0.9879999756813049
14,1246.1,627.001,0.8820000290870667,1228.552,659.353,0.5479999780654907,1202.463,586.909,0.5090000033378601,1187.532,636.836,0.6520000100135803,1180.17,394.369,1.0,1178.61,432.497,1.0,1181.765,471.079,1.0,410.038,164.557,0.906000018119812,,,,516.019,423.04,0.8980000019073486,248.603,40.24,0.996999979019165,290.958,101.37,0.9629999995231628,326.862,191.646,0.9879999756813049
15,1246.1,626.908,0.9210000038146973,1228.704,659.14,0.7129999995231628,1202.463,586.758,0.6050000190734863,1187.525,636.768,0.6060000061988831,1179.484,394.442,1.0,1178.239,431.595,1.0,1180.583,471.185,1.0,410.038,164.286,0.8889999985694885,,,,509.018,424.991,0.8960000276565552,248.442,39.448,0.9980000257492065,290.385,100.388,0.9620000123977661,327.075,191.629,0.9860000014305115
16,1246.245,627.001,0.7350000143051147,1228.714,659.14,0.6119999885559082,1202.195,586.758,0.734000027179718,1187.507,636.768,0.6039999723434448,1179.484,394.369,1.0,1178.208,431.595,1.0,1180.538,471.185,1.0,410.038,164.286,0.8859999775886536,484.219,268.711,0.22100000083446503,508.849,425.038,0.9110000133514404,249.197,39.416,0.9980000257492065,290.189,100.197,0.9639999866485596,327.274,191.594,0.9900000095367432
17,1246.171,627.075,0.921999990940094,1228.714,659.353,0.6980000138282776,1202.078,586.806,0.7960000038146973,1187.446,636.768,0.6320000290870667,1179.484,394.364,1.0,1178.06,431.595,1.0,1180.508,471.079,1.0,409.554,164.19,0.921999990940094,,,,508.849,425.078,0.9309999942779541,249.197,39.403,0.996999979019165,289.874,100.197,0.968999981880188,327.424,191.531,0.9909999966621399
18,1246.171,627.103,0.8349999785423279,1228.704,659.412,0.6399999856948853,1202.078,586.806,0.8429999947547913,1187.446,636.816,0.6549999713897705,1179.612,394.364,1.0,1178.049,431.756,1.0,1180.452,471.024,1.0,409.554,164.036,0.8769999742507935,,,,508.849,425.201,0.9150000214576721,248.442,39.403,0.9980000257492065,289.874,100.388,0.968999981880188,327.533,191.451,0.9890000224113464
19,1246.171,627.082,0.8650000095367432,1228.433,659.46,0.6140000224113464,1202.078,586.806,0.8149999976158142,1187.446,636.904,0.675000011920929,1179.651,394.364,1.0,1177.203,431.808,1.0,1180.002,470.915,1.0,409.283,163.993,0.9129999876022339,,,,508.849,425.226,0.8970000147819519,248.238,39.209,0.996999979019165,289.874,100.392,0.9670000076293945,327.533,191.451,0.9890000224113464
20,1245.981,627.103,0.9129999876022339,1228.283,659.46,0.5590000152587891,1202.371,586.908,0.6869999766349792,1187.446,636.945,0.7110000252723694,1180.018,394.364,1.0,1177.139,432.053,1.0,1180.002,470.915,1.0,409.283,164.036,0.9150000214576721,476.447,276.124,0.14300000667572021,508.997,425.226,0.9110000133514404,248.238,39.209,0.996999979019165,289.874,100.429,0.9670000076293945,327.495,191.451,0.9890000224113464
21,1245.906,627.182,0.8889999985694885,1228.185,659.46,0.453000009059906,1202.371,586.999,0.8270000219345093,1187.488,636.945,0.6859999895095825,1180.07,394.482,1.0,1177.063,432.344,1.0,1180.002,471.009,1.0,409.247,164.067,0.925000011920929,476.31,,0.22599999606609344,509.044,425.226,0.8960000276565552,248.238,39.209,0.996999979019165,289.912,100.663,0.9679999947547913,327.533,191.387,0.9900000095367432
22,1245.903,627.355,0.890999972820282,1228.181,659.3,0.46700000762939453,1202.371,587.014,0.7950000166893005,1187.531,636.904,0.656000018119812,1180.07,394.482,1.0,1177.063,432.378,1.0,1180.04,471.009,1.0,409.247,164.067,0.9259999990463257,,276.061,,509.331,425.014,0.9330000281333923,248.426,40.352,0.996999979019165,289.912,100.816,0.9700000286102295,327.805,191.34,0.9900000095367432
23,1245.906,627.384,0.7889999747276306,1228.094,659.296,0.5370000004768372,1202.013,587.014,0.8799999952316284,1187.567,636.564,0.5619999766349792,1179.727,394.524,1.0,1177.092,432.414,1.0,1180.04,471.009,1.0,409.263,164.082,0.9300000071525574,468.168,276.061,0.15700000524520874,514.152,424.589,0.9259999990463257,248.595,40.508,0.996999979019165,289.912,100.816,0.9700000286102295,327.887,191.326,0.9890000224113464
24,1245.876,627.463,0.8019999861717224,1228.017,659.296,0.5580000281333923,1201.812,586.999,0.9049999713897705,1187.94,628.428,0.597000002861023,1179.727,394.649,1.0,1177.005,432.495,1.0,1180.04,471.009,1.0,409.263,164.123,0.9309999942779541,468.137,276.061,0.10499999672174454,514.21,424.589,0.9449999928474426,248.598,40.508,0.996999979019165,289.882,100.816,0.9700000286102295,327.904,191.34,0.9879999756813049
25,1245.775,627.463,0.8709999918937683,1228.017,659.296,0.5429999828338623,1201.812,587.103,0.8149999976158142,1187.94,628.239,0.47200000286102295,1179.579,394.801,1.0,1177.005,432.985,1.0,1179.251,471.057,1.0,409.263,164.178,0.9390000104904175,468.168,276.061,0.11400000005960464,514.626,424.452,0.9330000281333923,248.61,40.415,0.996999979019165,289.855,100.798,0.968999981880188,327.904,191.387,0.9879999756813049
26,1245.731,627.384,0.8029999732971191,1227.914,659.296,0.4269999861717224,1202.013,580.803,0.9760000109672546,1187.94,628.239,0.6140000224113464,1179.283,394.863,1.0,1176.986,434.291,1.0,1178.553,471.057,1.0,409.651,164.197,0.9480000138282776,468.168,276.061,,515.311,423.568,0.9089999794960022,248.626,40.516,0.996999979019165,289.67,100.578,0.9700000286102295,327.887,191.56,0.9879999756813049
27,1245.988,626.964,0.8450000286102295,1227.663,,0.3529999852180481,1197.384,580.704,0.7289999723434448,1187.785,628.122,0.6990000009536743,1178.244,395.381,1.0,1176.776,434.368,1.0,1178.395,471.599,1.0,409.779,164.237,0.9610000252723694,,,0.20100000500679016,517.533,422.185,0.9169999957084656,248.674,40.516,0.996999979019165,289.587,100.074,0.9610000252723694,327.754,191.666,0.9890000224113464
28,1245.876,,,,,,1197.384,579.86,0.9419999718666077,1187.741,628.007,0.5149999856948853,1177.397,395.442,1.0,1176.776,434.569,1.0,1177.837,471.827,1.0,409.836,164.237,0.9409999847412109,476.051,276.281,,521.185,421.485,0.9120000004768372,248.861,40.709,0.996999979019165,289.587,100.074,0.9570000171661377,327.738,191.666,0.9900000095367432
29,1246.006,626.571,0.9559999704360962,1220.676,659.327,0.40299999713897705,1203.087,,0.9160000085830688,1187.785,628.124,0.4480000138282776,1177.384,395.848,1.0,1176.986,434.763,1.0,1177.814,471.969,1.0,409.836,164.237,0.953000009059906,476.051,276.281,0.20100000500679016,521.699,421.047,0.9330000281333923,248.975,40.713,0.996999979019165,289.587,100.074,0.9580000042915344,327.738,191.666,0.9900000095367432
30,,627.99,0.8560000061988831,1228.249,,0.47600001096725464,1203.578,580.522,,1187.851,628.152,,1177.384,395.939,1.0,1176.829,435.099,1.0,1177.454,471.969,1.0,410.704,164.237,0.9769999980926514,,,,521.852,420.965,0.8799999952316284,249.031,40.892,0.996999979019165,289.6,100.249,0.9589999914169312,327.738,191.546,0.9900000095367432
31,1245.669,627.962,,1221.041,659.327,,1204.73,580.522,0.722000002861023,1187.868,628.319,0.6790000200271606,1177.379,395.848,1.0,1176.829,435.349,1.0,1176.953,471.827,1.0,410.776,163.56,0.972000002861023,,,,521.884,421.047,0.9020000100135803,249.06,40.892,0.996999979019165,289.6,100.249,0.9580000042915344,327.738,191.546,0.9909999966621399
32,1245.669,627.99,0.8169999718666077,1229.02,659.509,0.35100001096725464,1203.928,580.522,0.5559999942779541,1187.868,628.152,0.6710000038146973,1177.127,395.848,1.0,1177.227,435.099,1.0,1177.27,471.743,1.0,411.243,163.389,0.9829999804496765,,,,522.624,420.965,0.9039999842643738,249.031,40.709,0.996999979019165,289.6,100.249,0.9559999704360962,327.721,191.546,0.9909999966621399
33,1245.555,627.962,0.7609999775886536,1228.675,659.465,0.44600000977516174,1203.578,580.522,0.7459999918937683,1187.868,628.124,0.7260000109672546,1177.358,395.748,1.0,1177.047,435.349,1.0,1177.27,471.701,1.0,411.243,163.389,0.9789999723434448,476.188,276.236,0.11999999731779099,522.834,420.922,0.878000020980835,249.031,40.572,0.996999979019165,289.509,100.044,0.9639999866485596,327.554,191.546,0.9909999966621399
34,1245.555,627.809,0.8870000243186951,1228.249,659.324,0.5120000243186951,1203.375,580.584,0.9539999961853027,1187.868,628.103,0.5350000262260437,1177.358,395.676,1.0,1176.829,435.349,1.0,1177.27,471.652,1.0,411.243,163.389,0.921999990940094,460.03,276.14,0.10199999809265137,523.875,420.673,0.8960000276565552,248.29,39.702,0.9980000257492065,289.397,100.044,0.9649999737739563,327.554,191.513,0.9879999756813049
35,1245.555,627.684,0.8550000190734863,1228.22,659.371,0.6549999713897705,1203.023,587.132,0.8539999723434448,1187.77,628.021,0.515999972820282,1177.358,394.9,1.0,1176.779,435.377,1.0,1177.27,471.701,1.0,411.243,163.256,0.9399999976158142,,284.441,,523.875,420.469,0.7760000228881836,248.218,39.455,0.9990000128746033,289.389,100.044,0.9700000286102295,327.554,191.513,0.9900000095367432
36,1245.808,626.107,0.8989999890327454,1228.22,659.324,0.6439999938011169,1203.023,587.132,0.9480000138282776,1187.766,628.021,0.5690000057220459,1177.358,394.722,1.0,1176.564,435.831,1.0,1177.27,471.461,1.0,410.717,163.695,0.9629999995231628,,,,530.189,419.647,0.8700000047683716,247.945,39.455,0.9990000128746033,289.389,100.526,0.968999981880188,327.741,191.288,0.9900000095367432
37,1245.996,626.107,0.9330000281333923,1228.22,659.324,0.6679999828338623,1203.023,587.132,0.9300000071525574,1187.766,627.995,0.6140000224113464,1177.358,394.722,1.0,1175.977,435.831,1.0,1176.937,470.521,1.0,410.607,163.695,0.9679999947547913,452.169,284.441,0.11999999731779099,530.189,419.647,0.875,247.929,39.461,0.9990000128746033,289.397,100.526,0.9649999737739563,327.876,191.288,0.9879999756813049
38,1245.996,626.107,0.906000018119812,1228.22,659.371,0.6169999837875366,1203.023,587.132,0.9279999732971191,1187.766,627.938,0.722000002861023,1177.27,394.343,1.0,1175.848,435.831,1.0,1176.937,470.521,1.0,410.557,163.695,0.9739999771118164,451.05,284.298,0.3059999942779541,530.189,420.131,0.9309999942779541,247.056,39.461,0.9980000257492065,289.463,100.55,0.9639999866485596,327.876,191.288,0.9900000095367432
39,1245.808,627.043,0.8069999814033508,1228.259,659.717,0.593999981880188,1202.938,587.026,0.9440000057220459,1187.766,627.806,0.6179999709129333,1177.27,394.303,1.0,1175.699,435.808,1.0,1176.937,470.047,1.0,410.478,164.05,0.9769999980926514,452.169,277.319,0.6669999957084656,530.189,420.131,0.8320000171661377,247.039,39.461,0.9980000257492065,289.648,100.55,0.9620000123977661,327.876,191.305,0.9909999966621399
40,1245.577,627.726,0.6639999747276306,1228.259,659.717,0.6600000262260437,1202.827,587.026,0.9100000262260437,1187.74,627.806,0.6179999709129333,1177.27,394.303,1.0,1175.699,434.675,1.0,1175.969,470.047,1.0,410.478,164.86,0.9670000076293945,451.05,,,530.337,419.169,0.8560000061988831,247.005,39.478,0.9980000257492065,289.649,100.55,0.9710000157356262,327.463,191.719,0.9909999966621399
41,1245.577,627.726,0.671999990940094,1228.259,659.717,0.6859999895095825,1201.915,587.026,0.8989999890327454,1187.74,627.75,0.4869999885559082,1177.27,394.233,1.0,1175.195,433.686,1.0,1179.008,469.638,1.0,410.557,164.86,0.9670000076293945,460.22,,0.44600000977516174,530.337,420.131,0.8349999785423279,246.976,39.478,0.9980000257492065,289.716,100.55,0.9729999899864197,327.296,191.719,0.9909999966621399
42,1245.569,627.726,0.6290000081062317,1227.31,659.823,0.38199999928474426,1201.401,581.829,0.9010000228881836,1187.595,627.719,0.6980000138282776,1177.577,394.191,1.0,1175.699,432.623,1.0,1179.008,470.04,1.0,410.992,164.86,0.9890000224113464,467.484,284.835,,530.642,419.169,0.7940000295639038,246.931,39.613,0.9990000128746033,289.999,100.995,0.9679999947547913,327.168,191.735,0.9909999966621399
43,1245.569,627.708,0.7749999761581421,1227.294,659.472,0.3919999897480011,1197.228,581.829,0.9610000252723694,1187.428,627.696,0.7770000100135803,1177.577,394.018,0.9940000176429749,1175.717,432.623,0.9990000128746033,1179.008,470.04,1.0,410.992,164.86,0.9909999966621399,467.484,284.835,0.10700000077486038,531.167,418.789,0.8199999928474426,246.931,39.699,0.9980000257492065,290.047,101.075,0.9739999771118164,327.153,191.754,0.9919999837875366
44,1245.613,627.439,0.781000018119812,1227.294,659.472,0.527999997138977,1201.401,587.031,0.9350000023841858,1187.391,627.67,0.7419999837875366,1177.577,393.824,1.0,1176.642,432.623,0.9990000128746033,1179.008,470.515,1.0,410.992,165.525,0.9800000190734863,452.009,268.687,0.49900001287460327,532.424,418.789,0.800000011920929,246.931,39.907,0.9980000257492065,289.999,100.995,0.972000002861023,327.153,191.754,0.9919999837875366
45,1245.694,627.413,0.7580000162124634,1227.31,659.533,0.48399999737739563,1201.473,587.031,0.9449999928474426,1187.372,627.67,0.7329999804496765,1177.668,393.229,0.9990000128746033,1176.765,432.599,1.0,1179.484,470.515,1.0,410.038,166.534,0.9900000095367432,,316.511,,532.424,418.789,0.843999981880188,248.084,40.669,0.9980000257492065,289.999,100.995,0.972000002861023,327.151,191.754,0.9919999837875366
46,1245.708,627.225,0.8230000138282776,1227.331,659.545,0.37400001287460327,1201.41,587.504,0.9390000104904175,1187.056,627.67,0.7760000228881836,1179.473,393.229,1.0,1179.732,432.623,1.0,1179.939,470.557,1.0,410.013,166.534,0.9919999837875366,,,,539.541,412.441,0.8849999904632568,248.397,40.858,0.9980000257492065,289.928,100.927,0.9670000076293945,327.151,191.754,0.9909999966621399
47,1245.721,627.181,0.8069999814033508,1227.559,659.533,0.2370000034570694,1201.473,587.552,0.9419999718666077,1182.386,627.979,0.7329999804496765,1180.361,393.461,1.0,1180.121,432.599,1.0,1180.639,470.66,1.0,410.013,166.534,0.9860000014305115,460.213,323.983,0.11100000143051147,532.424,418.789,0.8180000185966492,248.397,40.858,0.996999979019165,289.818,100.805,0.972000002861023,327.151,191.566,0.9900000095367432
48,1245.721,627.181,0.8330000042915344,1227.559,659.533,0.19499999284744263,1201.583,587.563,0.9570000171661377,1182.386,627.985,0.7689999938011169,1180.361,393.461,1.0,1180.121,432.599,1.0,1180.639,470.891,1.0,410.038,165.911,0.9900000095367432,,316.511,0.2720000147819519,539.541,412.531,0.8510000109672546,248.463,41.041,0.9980000257492065,289.77,100.434,0.9729999899864197,327.407,191.544,0.9909999966621399
49,1245.734,627.181,0.9089999794960022,1227.654,659.533,0.2939999997615814,1201.716,587.559,0.9390000104904175,1182.386,628.072,0.7770000100135803,1179.718,393.519,1.0,1180.121,432.789,1.0,1180.818,471.091,1.0,410.817,164.843,0.9890000224113464,452.287,,,539.541,412.531,0.859000027179718,248.397,40.811,0.996999979019165,289.681,100.434,0.9649999737739563,327.426,191.5,0.9929999709129333
50,1245.721,627.46,0.5519999861717224,1227.654,659.599,0.27399998903274536,1201.716,587.559,0.9449999928474426,1187.0,628.072,0.7059999704360962,1179.718,393.519,1.0,1179.989,433.18,1.0,1180.983,471.126,1.0,411.316,163.948,0.9710000157356262,452.287,300.306,0.16300000250339508,532.072,418.811,0.7960000038146973,248.463,40.819,0.9980000257492065,289.138,99.948,0.9670000076293945,327.426,191.5,0.9919999837875366
51,1245.734,627.467,0.7369999885559082,1227.593,659.626,0.1679999977350235,1201.716,587.559,0.9369999766349792,1187.063,628.04,0.7549999952316284,1179.718,393.519,1.0,1179.823,433.185,1.0,1180.983,471.229,1.0,411.412,163.538,0.972000002861023,452.287,299.785,0.20100000500679016,531.967,418.934,0.8529999852180481,248.368,40.811,0.9980000257492065,289.13,99.838,0.9679999947547913,327.581,191.5,0.9929999709129333
52,1245.683,627.467,0.7630000114440918,1227.593,659.626,0.2029999941587448,1201.689,587.559,0.9390000104904175,1187.169,628.016,0.7360000014305115,1179.099,393.977,1.0,1178.351,433.86,1.0,1180.657,471.361,1.0,412.253,163.457,0.9660000205039978,452.287,292.172,0.2409999966621399,531.967,418.99,0.8379999995231628,248.368,40.547,0.9980000257492065,289.03,99.691,0.968999981880188,327.426,191.527,0.9919999837875366
53,1245.683,627.46,0.7509999871253967,1227.654,659.673,0.19499999284744263,1201.26,587.559,0.9549999833106995,1187.169,628.039,0.7400000095367432,1179.161,393.977,0.9990000128746033,1179.628,433.898,1.0,1180.983,471.361,1.0,412.253,163.457,0.9909999966621399,452.416,291.933,0.34299999475479126,531.744,419.089,0.8330000042915344,248.218,40.492,0.9980000257492065,289.036,99.53,0.968999981880188,327.399,191.583,0.9919999837875366
