scorer,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000
7,1248.184,504.141,1.0,1296.938,511.99,0.9990000128746033,1352.076,527.126,1.0,923.035,342.337,0.9990000128746033,928.611,392.273,0.9929999709129333,938.539,440.591,0.9980000257492065,229.175,449.063,0.9980000257492065,291.354,561.785,0.18799999356269836,391.341,684.112,0.9879999756813049,191.553,182.125,0.9860000014305115,188.513,243.639,0.9909999966621399,161.522,333.774,0.9480000138282776
8,1241.389,505.255,1.0,1295.802,511.754,0.9980000257492065,1352.076,527.417,1.0,922.476,341.946,0.9990000128746033,928.611,392.009,0.9950000047683716,938.539,440.664,0.9990000128746033,228.911,448.977,0.9980000257492065,283.589,561.785,0.2849999964237213,391.341,684.112,0.9890000224113464,191.806,182.125,0.9860000014305115,188.688,243.639,0.9900000095367432,161.68,333.787,0.9549999833106995
9,1239.34,506.021,1.0,1296.938,510.899,0.9980000257492065,1352.076,527.657,1.0,922.476,341.917,1.0,929.329,390.691,1.0,939.849,440.591,1.0,229.175,447.875,1.0,283.589,563.857,0.8479999899864197,396.315,683.338,0.9539999961853027,191.806,181.509,0.9919999837875366,189.511,243.639,0.9929999709129333,162.614,333.836,0.996999979019165
10,1238.96,506.021,1.0,1296.896,510.899,0.996999979019165,1351.909,527.657,1.0,922.815,341.917,1.0,929.837,390.691,0.9990000128746033,940.76,440.591,0.9990000128746033,228.911,447.803,1.0,291.354,563.857,0.6129999756813049,396.942,683.185,0.9539999961853027,192.771,181.509,0.9919999837875366,189.566,243.299,0.9919999837875366,162.654,333.836,0.9929999709129333
11,1238.96,506.021,1.0,1296.896,510.899,0.9980000257492065,1351.545,528.083,1.0,922.815,341.894,1.0,929.931,390.691,0.9990000128746033,940.76,440.591,0.9990000128746033,228.886,447.803,1.0,291.714,563.945,0.9629999995231628,396.942,683.09,0.9819999933242798,192.814,181.509,0.9929999709129333,189.583,243.299,0.9929999709129333,162.654,334.256,0.9959999918937683
12,1238.714,505.772,1.0,1296.777,511.359,0.9980000257492065,1351.502,528.035,1.0,923.929,341.894,1.0,930.149,391.304,0.9980000257492065,940.76,440.664,0.996999979019165,228.557,447.716,0.9990000128746033,292.962,564.193,0.7229999899864197,396.942,682.806,0.9129999876022339,192.814,181.519,0.9929999709129333,189.621,242.614,0.9929999709129333,162.614,334.256,0.9929999709129333
13,1238.477,505.767,1.0,1296.777,511.359,0.996999979019165,1351.502,527.657,1.0,923.929,341.894,1.0,930.36,391.687,0.9950000047683716,939.802,441.475,0.9710000157356262,228.52,447.707,0.9990000128746033,315.428,573.225,0.878000020980835,396.942,682.738,0.9070000052452087,192.814,181.789,0.9909999966621399,190.553,241.919,0.9950000047683716,160.981,334.36,0.9950000047683716
14,1238.477,504.988,1.0,1295.774,511.359,0.9980000257492065,1351.502,527.756,1.0,923.929,342.046,1.0,930.484,392.698,0.9909999966621399,939.802,441.85,0.9729999899864197,228.52,447.526,0.9990000128746033,315.612,573.225,0.8610000014305115,402.507,682.681,0.8510000109672546,192.814,181.896,0.9909999966621399,190.553,241.838,0.9950000047683716,160.981,334.369,0.9950000047683716
15,1238.638,504.988,1.0,1295.654,511.201,0.9980000257492065,1351.502,527.756,1.0,923.929,340.965,1.0,930.484,394.093,0.9959999918937683,939.802,441.86,0.9929999709129333,228.52,447.214,1.0,315.899,573.225,0.9649999737739563,402.507,682.458,0.8379999995231628,192.553,181.789,0.9900000095367432,190.553,241.692,0.9950000047683716,160.981,334.369,0.996999979019165
16,1238.638,504.988,1.0,1295.774,511.201,0.9980000257492065,1351.56,527.716,1.0,923.929,341.372,0.9990000128746033,930.336,394.093,0.9269999861717224,940.285,442.074,0.6909999847412109,229.03,447.214,0.9990000128746033,316.397,572.243,0.7829999923706055,402.507,682.458,0.8339999914169312,192.487,181.789,0.9909999966621399,190.472,241.656,0.9950000047683716,161.279,334.652,0.9959999918937683
17,1238.638,505.011,1.0,1295.774,510.945,0.9980000257492065,1351.606,527.588,1.0,924.518,341.64,1.0,930.52,394.093,0.8730000257492065,940.285,442.074,0.24699999392032623,229.03,447.214,0.9990000128746033,316.499,572.127,0.8840000033378601,402.507,682.458,0.8659999966621399,192.355,181.511,0.9919999837875366,190.088,241.624,0.9950000047683716,161.279,334.652,0.9950000047683716
18,1238.638,505.098,1.0,1296.289,510.422,0.9980000257492065,1351.73,527.716,1.0,926.003,341.64,1.0,930.336,393.198,0.9620000123977661,940.285,442.074,0.5270000100135803,229.03,447.496,0.9990000128746033,317.371,572.127,0.9819999933242798,402.507,682.458,0.9079999923706055,192.306,181.48,0.9929999709129333,190.088,241.564,0.9959999918937683,161.279,334.267,0.9980000257492065
19,1238.385,505.172,1.0,1296.289,510.422,0.9980000257492065,1351.73,527.364,1.0,926.003,341.64,1.0,930.29,393.198,0.9800000190734863,940.164,442.046,0.7799999713897705,228.874,447.496,1.0,317.371,572.243,0.9319999814033508,403.039,682.273,0.8569999933242798,192.355,181.364,0.9940000176429749,190.088,241.297,0.9940000176429749,161.164,334.188,0.9980000257492065
20,1237.551,505.172,1.0,1296.289,512.402,0.9980000257492065,1351.905,527.302,1.0,926.003,342.753,1.0,930.215,392.591,0.9570000171661377,939.666,441.954,0.5830000042915344,228.874,447.496,1.0,317.371,572.127,0.9959999918937683,412.184,682.338,0.8650000095367432,192.355,181.364,0.9940000176429749,190.209,241.297,0.9950000047683716,161.164,334.177,0.9980000257492065
21,1237.551,505.098,1.0,1296.277,511.306,0.9990000128746033,1352.188,527.147,1.0,926.003,343.155,1.0,930.215,392.509,0.9980000257492065,939.646,440.846,0.9919999837875366,228.874,447.83,1.0,317.371,571.951,0.9950000047683716,412.345,681.735,0.8669999837875366,191.875,179.727,0.9959999918937683,190.232,241.227,0.9950000047683716,161.062,333.629,0.9980000257492065
22,1237.424,504.873,1.0,1295.66,512.245,0.9980000257492065,1352.241,527.052,1.0,926.069,343.336,1.0,930.067,392.372,0.9980000257492065,938.832,440.723,0.9860000014305115,229.467,447.83,1.0,317.299,571.951,0.9509999752044678,412.345,681.567,0.902999997138977,191.11,179.446,0.9950000047683716,190.232,240.778,0.9950000047683716,161.062,333.629,0.996999979019165
23,1237.424,504.873,1.0,1295.161,512.245,0.9990000128746033,1352.285,527.052,1.0,926.069,343.361,1.0,929.795,392.321,0.9959999918937683,938.412,440.598,0.9940000176429749,230.026,447.83,1.0,317.231,571.951,0.984000027179718,412.184,681.735,0.9819999933242798,191.11,178.963,0.9959999918937683,190.209,240.778,0.9950000047683716,161.062,333.462,0.9959999918937683
24,1237.424,504.873,1.0,1295.161,512.205,0.9980000257492065,1352.461,526.877,1.0,926.088,343.495,1.0,929.476,391.806,0.9990000128746033,938.293,440.565,0.996999979019165,230.391,447.935,1.0,314.662,571.951,0.9150000214576721,412.108,682.338,0.9900000095367432,191.11,178.835,0.9959999918937683,189.375,240.339,0.9940000176429749,161.062,333.188,0.9959999918937683
25,1237.645,504.878,1.0,1295.446,511.974,0.9990000128746033,1352.486,526.532,0.9990000128746033,926.088,343.805,1.0,929.106,391.617,0.9990000128746033,935.574,440.13,0.996999979019165,231.729,449.126,1.0,313.55,571.951,0.9580000042915344,397.553,684.193,0.984000027179718,191.11,178.835,0.9959999918937683,189.274,240.288,0.9940000176429749,160.623,333.188,0.9959999918937683
26,1237.752,505.182,1.0,1295.598,512.205,0.9980000257492065,1352.663,526.532,0.9990000128746033,926.069,343.805,1.0,928.892,391.806,0.9990000128746033,935.574,440.333,0.9980000257492065,231.754,449.719,1.0,308.687,571.747,0.9629999995231628,397.346,684.202,0.9909999966621399,191.11,178.835,0.9959999918937683,189.274,240.23,0.9950000047683716,160.057,333.637,0.9869999885559082
27,1237.898,505.182,1.0,1295.598,511.974,0.9990000128746033,1352.663,526.337,0.9990000128746033,926.088,343.808,1.0,928.892,391.806,0.9990000128746033,935.574,440.333,0.9980000257492065,233.272,450.146,1.0,306.944,571.98,0.9729999899864197,396.914,684.317,0.9819999933242798,191.086,178.835,0.9959999918937683,189.274,239.496,0.9950000047683716,159.495,333.637,0.9980000257492065
28,1237.898,505.182,1.0,1295.839,512.205,0.9990000128746033,1352.663,526.337,1.0,926.088,343.808,1.0,928.57,391.907,0.9990000128746033,935.638,440.333,0.996999979019165,233.272,451.033,1.0,306.944,571.98,0.9549999833106995,396.235,684.858,0.9860000014305115,190.925,178.609,0.9950000047683716,190.422,239.496,0.9940000176429749,159.492,334.713,0.9990000128746033
29,1237.898,505.094,1.0,1296.107,511.974,0.9990000128746033,1352.663,526.452,0.9990000128746033,926.097,343.881,1.0,928.519,391.907,0.9980000257492065,935.638,440.665,0.9980000257492065,234.483,451.033,1.0,300.147,571.645,0.7319999933242798,396.191,684.96,0.9779999852180481,190.577,178.609,0.9959999918937683,190.803,238.61,0.9909999966621399,159.492,336.095,0.9990000128746033
30,1237.592,505.072,1.0,1296.431,512.237,0.9990000128746033,1352.806,528.574,0.9990000128746033,926.097,343.808,1.0,928.282,392.068,0.9990000128746033,935.666,440.874,0.996999979019165,234.483,451.738,1.0,300.014,571.645,0.906000018119812,396.191,684.96,0.9900000095367432,190.577,178.227,0.9959999918937683,190.803,239.05,0.9950000047683716,159.108,336.095,0.9980000257492065
31,1237.592,505.072,1.0,1296.431,512.237,0.9990000128746033,1352.911,528.574,0.9990000128746033,926.099,343.892,1.0,928.266,391.907,0.9990000128746033,935.638,440.889,0.9980000257492065,234.91,451.136,1.0,300.147,571.98,0.8939999938011169,396.128,684.511,0.984000027179718,190.577,178.06,0.996999979019165,191.078,239.05,0.9909999966621399,158.944,336.095,0.9950000047683716
32,1237.505,505.072,1.0,1296.866,512.708,0.9990000128746033,1352.94,528.798,0.9990000128746033,926.099,343.899,1.0,928.01,391.751,0.9990000128746033,935.638,440.874,0.9980000257492065,235.102,451.136,1.0,299.798,572.082,0.8180000185966492,395.994,684.511,0.9739999771118164,190.904,177.632,0.9919999837875366,191.078,240.496,0.9919999837875366,157.895,335.642,0.9890000224113464
33,1237.488,505.233,1.0,1296.926,512.995,0.9990000128746033,1352.94,528.798,0.9990000128746033,925.848,343.892,1.0,927.595,391.549,0.9990000128746033,935.559,440.876,0.9980000257492065,235.102,451.876,1.0,299.798,572.082,0.9599999785423279,396.128,684.511,0.9490000009536743,191.048,177.574,0.9919999837875366,191.078,239.05,0.996999979019165,157.895,334.697,0.9980000257492065
34,1237.458,505.233,1.0,1297.242,513.246,0.9990000128746033,1352.911,528.574,0.9990000128746033,925.787,343.858,1.0,927.595,391.387,0.9990000128746033,935.784,440.876,0.996999979019165,235.102,452.251,1.0,307.828,572.232,0.8489999771118164,396.292,684.511,0.9660000205039978,191.164,177.574,0.9950000047683716,191.755,240.218,0.996999979019165,157.895,334.415,0.996999979019165
35,1237.458,505.233,1.0,1297.242,513.341,0.9990000128746033,1353.148,528.798,0.9990000128746033,925.784,343.858,1.0,927.595,391.324,0.9990000128746033,935.784,440.876,0.9950000047683716,234.265,452.403,1.0,307.828,572.232,0.8989999890327454,396.292,684.539,0.9729999899864197,191.164,177.506,0.9940000176429749,191.774,240.235,0.9869999885559082,158.046,334.415,0.996999979019165
36,1237.413,505.094,1.0,1297.242,513.342,0.9990000128746033,1353.148,528.809,0.9990000128746033,925.784,343.858,1.0,927.896,391.185,0.9990000128746033,936.579,440.876,0.9980000257492065,234.265,452.403,1.0,307.828,572.232,0.6840000152587891,396.957,684.709,0.9860000014305115,191.048,177.506,0.9929999709129333,191.774,240.235,0.9959999918937683,160.188,334.415,0.996999979019165
37,1237.299,505.094,1.0,1297.107,513.342,0.9990000128746033,1353.373,528.756,0.9990000128746033,925.67,343.844,1.0,927.896,391.185,0.9990000128746033,936.223,440.891,0.9980000257492065,234.114,452.403,1.0,308.801,571.809,0.6460000276565552,397.037,684.793,0.9769999980926514,191.048,177.718,0.9919999837875366,191.774,240.235,0.9980000257492065,160.644,334.442,0.9980000257492065
38,1237.299,505.048,1.0,1296.922,513.341,0.9990000128746033,1353.451,528.756,0.9990000128746033,925.67,343.844,1.0,927.896,391.069,0.9990000128746033,936.223,440.92,0.9980000257492065,234.114,453.251,1.0,309.773,570.669,0.9440000057220459,397.185,684.793,0.9829999804496765,190.939,177.879,0.9940000176429749,191.473,241.168,0.9950000047683716,160.644,334.442,1.0
39,1237.299,505.048,1.0,1296.621,513.178,0.9990000128746033,1353.451,528.809,0.9990000128746033,925.802,344.357,1.0,927.871,391.019,0.9990000128746033,936.223,440.891,0.9980000257492065,234.114,453.251,1.0,310.564,570.669,0.9779999852180481,397.185,684.793,0.9319999814033508,190.74,177.924,0.9950000047683716,190.919,242.55,0.996999979019165,160.188,335.361,1.0
40,1237.299,505.127,1.0,1296.653,513.178,0.9990000128746033,1353.5,528.756,0.9990000128746033,925.841,344.415,1.0,927.871,390.457,0.9990000128746033,936.223,440.891,0.9980000257492065,234.369,453.179,1.0,315.308,570.669,0.9210000038146973,397.625,684.338,0.9639999866485596,190.685,177.973,0.9959999918937683,190.919,243.26,0.9879999756813049,159.773,335.361,0.9980000257492065
41,1237.26,505.127,1.0,1296.653,512.743,0.9990000128746033,1353.504,528.756,0.9990000128746033,926.295,344.622,1.0,927.771,390.457,0.9990000128746033,936.015,440.629,0.9980000257492065,234.107,453.179,1.0,315.447,570.669,0.8980000019073486,402.183,684.319,0.9319999814033508,190.74,177.924,0.9950000047683716,190.919,242.55,0.9890000224113464,159.773,334.442,0.9990000128746033
42,1237.254,505.238,1.0,1296.553,512.743,0.9990000128746033,1353.5,528.805,1.0,926.609,344.622,1.0,927.871,390.457,0.9990000128746033,936.002,440.629,0.9980000257492065,233.953,452.463,1.0,315.447,570.658,0.9150000214576721,402.829,684.319,0.9440000057220459,190.939,177.879,0.9959999918937683,193.384,241.168,0.996999979019165,159.528,334.183,1.0
43,1237.254,505.238,1.0,1296.553,512.98,0.9990000128746033,1353.37,528.852,1.0,926.609,344.622,1.0,928.299,390.457,0.9990000128746033,936.015,440.629,0.9980000257492065,233.813,452.463,1.0,315.308,570.658,0.9039999842643738,402.829,684.319,0.925000011920929,191.184,177.48,0.9950000047683716,193.912,241.49,0.9950000047683716,159.528,333.653,1.0
44,1237.26,505.115,1.0,1296.653,513.481,0.9980000257492065,1353.321,528.852,0.9990000128746033,926.609,343.858,1.0,928.306,390.546,0.9990000128746033,936.259,440.802,0.9959999918937683,233.813,452.463,1.0,310.297,570.558,0.9049999713897705,402.829,684.29,0.9710000157356262,193.386,177.455,0.9950000047683716,193.912,241.453,0.996999979019165,159.226,333.478,1.0
45,1237.481,505.056,1.0,1296.622,512.98,0.9990000128746033,1353.321,528.852,1.0,926.165,343.819,1.0,928.547,390.546,0.9980000257492065,936.259,440.896,0.9940000176429749,233.694,453.913,1.0,310.198,570.216,0.9440000057220459,397.384,684.048,0.9300000071525574,193.514,177.389,0.9959999918937683,193.912,241.453,0.9980000257492065,158.597,333.478,1.0
46,1237.506,504.96,1.0,1296.622,512.98,0.9990000128746033,1353.295,528.91,0.9990000128746033,926.135,343.794,1.0,929.355,390.023,0.9990000128746033,936.517,440.896,0.9929999709129333,233.813,454.282,1.0,310.192,565.992,0.9459999799728394,397.384,684.048,0.9599999785423279,193.514,177.365,0.9950000047683716,193.115,241.453,0.9980000257492065,158.559,333.478,1.0
47,1237.506,504.898,1.0,1296.622,512.936,0.9990000128746033,1353.205,528.852,0.9990000128746033,926.095,343.819,1.0,929.355,389.977,0.9980000257492065,936.517,440.802,0.9940000176429749,233.813,454.282,1.0,310.175,565.796,0.9300000071525574,397.384,683.834,0.9449999928474426,193.514,176.992,0.9959999918937683,192.757,241.49,0.9980000257492065,158.271,333.956,1.0
48,1237.481,504.886,1.0,1296.768,512.387,0.9990000128746033,1353.149,528.844,1.0,925.94,343.858,1.0,929.355,389.977,0.9980000257492065,936.517,439.869,0.9919999837875366,233.507,453.925,1.0,310.175,565.796,0.925000011920929,403.218,683.834,0.9789999723434448,193.309,176.825,0.9959999918937683,192.602,242.145,0.996999979019165,157.927,334.467,1.0
49,1237.145,504.886,1.0,1296.699,512.387,0.9980000257492065,1353.149,528.844,1.0,925.748,343.819,1.0,928.307,389.415,0.9990000128746033,936.091,439.869,0.996999979019165,233.507,453.913,1.0,310.192,565.796,0.9139999747276306,403.583,683.518,0.968999981880188,193.198,176.726,0.9940000176429749,192.602,242.329,0.9980000257492065,158.271,334.591,1.0
50,1237.118,504.886,1.0,1296.699,512.387,0.9990000128746033,1353.149,528.711,0.9990000128746033,925.593,343.692,1.0,928.307,389.172,0.9980000257492065,936.091,439.869,0.9959999918937683,233.558,453.925,1.0,310.382,571.332,0.9279999732971191,405.214,683.518,0.9549999833106995,192.706,176.683,0.9950000047683716,192.602,242.145,0.9980000257492065,158.271,334.683,1.0
51,1237.097,504.859,1.0,1296.196,512.387,0.9990000128746033,1353.149,528.667,0.9990000128746033,925.748,343.998,1.0,928.231,389.172,0.9990000128746033,936.003,440.03,0.9980000257492065,233.558,453.925,1.0,310.382,571.332,0.9419999718666077,405.214,683.214,0.9259999990463257,192.24,176.607,0.9929999709129333,192.702,242.145,0.9980000257492065,159.779,334.992,1.0
52,1237.097,504.821,1.0,1296.196,512.238,0.9990000128746033,1353.149,528.667,0.9990000128746033,925.748,343.998,1.0,928.083,389.139,0.9990000128746033,936.091,440.603,0.9980000257492065,233.558,454.042,1.0,310.382,571.332,0.9190000295639038,405.077,683.177,0.9869999885559082,192.029,176.607,0.9940000176429749,193.372,242.329,0.9980000257492065,160.48,335.269,1.0
53,1237.097,504.821,1.0,1295.854,511.854,0.9990000128746033,1353.033,528.632,0.9990000128746033,925.796,343.692,1.0,928.083,389.139,0.9990000128746033,936.179,440.603,0.9980000257492065,233.95,454.536,1.0,310.721,571.081,0.9179999828338623,405.077,683.177,0.9490000009536743,191.816,176.682,0.9950000047683716,193.372,242.329,0.9980000257492065,160.544,335.338,1.0
54,1237.097,504.772,1.0,1295.854,511.854,0.9980000257492065,1353.033,528.632,0.9990000128746033,925.812,343.543,1.0,927.698,389.139,0.9990000128746033,936.179,440.603,0.9980000257492065,233.558,454.868,1.0,315.226,571.081,0.9369999766349792,404.41,683.483,0.9610000252723694,191.675,176.682,0.9950000047683716,193.372,243.552,0.9980000257492065,160.544,335.338,1.0
55,1237.075,504.772,1.0,1295.584,511.854,0.9980000257492065,1353.033,528.632,0.9990000128746033,925.967,343.616,1.0,927.698,389.139,0.9990000128746033,936.196,440.551,0.9990000128746033,233.95,454.868,1.0,315.222,571.035,0.9390000104904175,403.173,683.36,0.8840000033378601,191.675,176.719,0.9959999918937683,193.131,243.713,0.9990000128746033,160.544,335.338,1.0
56,1237.075,504.772,1.0,1295.584,511.973,0.9990000128746033,1353.317,528.632,0.9990000128746033,926.07,343.616,1.0,927.698,389.056,0.9990000128746033,936.378,440.381,0.9980000257492065,235.079,454.868,1.0,315.222,570.902,0.9200000166893005,402.774,683.483,0.9679999947547913,192.029,176.738,0.9940000176429749,192.983,243.713,0.9980000257492065,160.699,335.406,1.0
57,1237.138,504.775,1.0,1295.602,512.233,0.9980000257492065,1353.317,528.632,0.9990000128746033,926.144,343.567,1.0,927.892,388.91,0.9990000128746033,936.378,440.209,0.9980000257492065,235.079,454.488,1.0,315.222,571.035,0.906000018119812,402.561,683.483,0.9470000267028809,193.179,176.738,0.996999979019165,192.983,243.713,0.9990000128746033,160.699,335.406,1.0
58,1237.456,504.772,1.0,1295.891,512.444,0.9990000128746033,1353.317,528.412,0.9990000128746033,926.159,343.567,1.0,928.065,388.91,0.9990000128746033,936.546,440.113,0.9980000257492065,234.878,453.928,1.0,315.222,571.054,0.875,402.561,683.462,0.9459999799728394,193.65,176.738,0.9950000047683716,193.049,243.689,0.9990000128746033,160.699,335.111,1.0
59,1237.726,504.705,1.0,1295.784,512.255,0.9990000128746033,1353.028,528.39,0.9990000128746033,926.159,343.616,1.0,928.065,388.855,0.9990000128746033,936.546,440.113,0.9980000257492065,234.878,452.824,1.0,315.222,571.054,0.8920000195503235,402.22,683.462,0.9169999957084656,193.65,176.738,0.9959999918937683,193.049,243.339,0.9990000128746033,160.182,334.351,1.0
