scorer,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000,DLC_resnet50_make_tea_multiNov11shuffle1_50000
7,1416.183,505.353,1.0,1480.115,512.473,0.9980000257492065,1531.992,524.945,1.0,1096.743,342.553,0.9990000128746033,1098.372,391.452,0.9980000257492065,1104.104,439.804,0.9980000257492065,467.386,450.223,1.0,531.806,571.578,0.47099998593330383,588.649,683.377,0.9620000123977661,456.968,180.37,0.9929999709129333,459.408,246.732,0.9789999723434448,438.57,334.515,0.9959999918937683
8,1415.751,505.353,1.0,1480.115,512.474,0.9980000257492065,1531.992,525.66,1.0,1096.651,342.506,0.9990000128746033,1098.705,391.452,0.9980000257492065,1104.043,440.141,0.9990000128746033,467.015,449.609,1.0,531.745,571.578,0.5099999904632568,592.097,683.377,0.9380000233650208,457.332,180.37,0.9929999709129333,460.309,246.811,0.9869999885559082,439.078,333.934,0.9950000047683716
9,1414.683,505.008,0.9990000128746033,1478.502,512.474,0.9990000128746033,1530.104,525.855,0.9990000128746033,1096.651,342.553,1.0,1100.133,390.47,0.9990000128746033,1104.043,440.141,1.0,467.507,448.004,1.0,525.933,571.518,0.9399999976158142,594.566,682.632,0.9290000200271606,457.332,180.587,0.9900000095367432,463.767,246.732,0.9929999709129333,439.078,333.507,0.9980000257492065
10,1414.683,505.008,0.9990000128746033,1478.299,512.474,0.9990000128746033,1529.901,525.901,0.9990000128746033,1096.651,342.405,1.0,1100.133,390.47,0.9990000128746033,1104.241,440.141,1.0,467.507,445.699,1.0,525.765,571.518,0.9559999704360962,594.566,682.631,0.9300000071525574,457.473,180.587,0.9900000095367432,463.843,246.732,0.9929999709129333,439.136,333.317,0.9980000257492065
11,1414.683,504.632,0.9990000128746033,1477.845,512.474,0.9990000128746033,1529.825,525.963,0.9990000128746033,1096.675,342.276,1.0,1100.337,390.269,1.0,1104.023,440.262,1.0,467.507,445.699,1.0,525.765,571.518,0.9120000004768372,594.922,682.367,0.9409999847412109,457.643,180.839,0.9919999837875366,463.843,246.464,0.9940000176429749,439.18,333.317,0.9980000257492065
12,1415.375,504.632,0.9990000128746033,1477.448,512.474,0.9990000128746033,1528.997,526.861,0.9990000128746033,1097.961,342.126,1.0,1100.276,390.47,1.0,1104.18,440.262,1.0,467.015,446.442,1.0,525.933,571.831,0.9089999794960022,595.493,682.144,0.9300000071525574,457.749,180.893,0.9869999885559082,463.843,246.306,0.9940000176429749,439.25,333.427,0.9980000257492065
13,1415.937,504.632,0.9990000128746033,1477.448,512.307,0.9990000128746033,1528.866,527.539,1.0,1097.961,341.878,1.0,1100.133,390.699,0.9990000128746033,1104.18,440.432,0.9990000128746033,466.743,446.442,1.0,532.205,572.227,0.5139999985694885,604.837,681.877,0.9789999723434448,458.169,181.0,0.9929999709129333,463.872,246.306,0.9909999966621399,439.25,333.427,0.9980000257492065
14,1415.937,504.632,1.0,1477.556,512.368,0.9990000128746033,1528.692,527.687,1.0,1097.961,341.878,1.0,1099.913,390.807,0.9990000128746033,1104.18,440.883,0.9990000128746033,466.743,446.442,1.0,532.205,576.0558246659291,0.01,604.971,681.877,0.984000027179718,458.169,181.04,0.9929999709129333,463.872,246.306,0.9909999966621399,439.25,333.432,0.9980000257492065
15,1416.711,504.632,1.0,1477.845,512.397,0.9990000128746033,1528.692,527.819,1.0,1096.976,341.878,1.0,1100.132,390.807,0.9980000257492065,1104.18,440.883,0.9990000128746033,466.743,446.911,1.0,532.205,579.098,0.23199999332427979,604.971,681.877,0.9860000014305115,458.299,181.04,0.9940000176429749,463.797,246.306,0.9909999966621399,439.25,333.505,0.9980000257492065
16,1416.711,505.365,0.9990000128746033,1478.011,512.368,0.9990000128746033,1528.692,527.819,0.9990000128746033,1096.976,341.878,1.0,1100.132,390.807,0.9990000128746033,1104.975,440.883,0.996999979019165,467.566,446.666,1.0,531.545,577.625,0.44600000977516174,604.971,682.072,0.9750000238418579,458.289,181.04,0.9909999966621399,463.797,246.306,0.9919999837875366,439.063,333.668,0.9990000128746033
17,1415.753,505.365,0.9990000128746033,1478.71,512.307,0.9980000257492065,1529.014,527.819,1.0,1096.976,341.878,1.0,1100.132,390.807,0.9990000128746033,1105.252,440.876,0.9980000257492065,467.694,446.666,1.0,531.124,579.098,0.949999988079071,604.675,682.072,0.7940000295639038,458.169,180.614,0.9900000095367432,463.872,246.36,0.9929999709129333,439.063,333.803,0.9980000257492065
18,1415.716,505.365,1.0,1479.147,512.007,0.9990000128746033,1529.191,527.692,1.0,1097.558,341.961,1.0,1100.132,390.807,0.9980000257492065,1105.502,440.682,0.9980000257492065,467.89,446.666,1.0,530.654,579.098,0.9490000009536743,596.697,682.418,0.8999999761581421,458.114,180.614,0.9919999837875366,463.783,246.281,0.9909999966621399,439.406,333.82,0.9980000257492065
19,1415.753,505.365,0.9980000257492065,1479.153,511.7,0.9980000257492065,1529.59,527.229,1.0,1097.86,341.936,1.0,1100.408,391.744,0.9990000128746033,1105.502,440.469,0.9980000257492065,468.022,446.953,1.0,530.654,577.625,0.9509999752044678,596.209,683.186,0.9800000190734863,457.984,180.588,0.9900000095367432,463.673,246.238,0.9919999837875366,441.052,334.578,0.9980000257492065
20,1415.716,505.08,0.9980000257492065,1479.158,511.7,0.9980000257492065,1530.023,527.18,1.0,1098.73,341.936,1.0,1100.408,392.635,0.9990000128746033,1105.502,440.469,0.9990000128746033,468.114,447.334,1.0,526.379,573.146,0.9079999923706055,595.202,683.186,0.8539999723434448,457.903,180.222,0.9869999885559082,463.673,246.281,0.9890000224113464,441.052,335.061,0.9980000257492065
21,1415.716,505.08,0.9980000257492065,1479.285,511.7,0.9980000257492065,1530.023,527.18,1.0,1098.73,341.936,1.0,1099.993,392.765,0.9980000257492065,1104.722,440.48,0.9980000257492065,468.114,447.345,1.0,526.15,572.971,0.9580000042915344,594.299,683.186,0.9760000109672546,457.44,179.925,0.9929999709129333,463.673,246.101,0.9890000224113464,441.087,335.061,0.9980000257492065
22,1415.22,505.387,0.9990000128746033,1479.6,512.524,0.9980000257492065,1530.342,526.933,1.0,1098.73,341.936,1.0,1099.692,392.765,0.9990000128746033,1104.56,440.48,0.9990000128746033,468.114,447.683,1.0,526.15,570.993,0.9319999814033508,594.299,683.235,0.9769999980926514,457.201,179.764,0.9909999966621399,463.548,246.101,0.9940000176429749,441.052,334.657,0.9990000128746033
23,1415.018,505.387,0.9990000128746033,1479.633,512.611,0.9980000257492065,1530.342,527.18,1.0,1098.679,341.936,1.0,1099.692,392.635,0.9990000128746033,1104.44,440.885,0.9990000128746033,468.257,447.962,1.0,526.379,570.993,0.8259999752044678,594.299,683.619,0.953000009059906,457.19,179.764,0.9919999837875366,463.403,246.401,0.9929999709129333,441.052,335.061,0.9990000128746033
24,1414.64,505.341,0.9990000128746033,1479.789,512.611,0.996999979019165,1529.919,527.883,1.0,1098.373,342.23,1.0,1099.692,392.158,0.9990000128746033,1104.44,440.885,0.9990000128746033,468.114,447.962,1.0,526.173,570.993,0.9819999933242798,595.202,683.619,0.9559999704360962,457.033,179.796,0.9900000095367432,462.892,247.57,0.996999979019165,441.014,334.657,0.9990000128746033
25,1414.623,505.387,0.9990000128746033,1480.214,512.611,0.9980000257492065,1529.919,528.369,1.0,1098.373,342.23,1.0,1100.155,391.748,0.9990000128746033,1104.56,440.885,0.9990000128746033,468.257,448.221,1.0,526.712,572.369,0.9670000076293945,596.779,683.619,0.9940000176429749,456.476,179.796,0.9919999837875366,462.645,247.57,0.996999979019165,441.013,334.657,0.9980000257492065
26,1414.576,505.341,0.9990000128746033,1480.392,512.611,0.9980000257492065,1530.222,528.369,1.0,1098.596,342.618,1.0,1100.184,391.748,0.9990000128746033,1105.583,440.555,0.9990000128746033,468.841,448.561,1.0,526.712,572.565,0.9739999771118164,596.779,683.167,0.9890000224113464,456.346,179.798,0.9929999709129333,462.645,247.57,0.9950000047683716,440.294,336.649,0.9919999837875366
27,1414.372,505.257,0.9990000128746033,1480.67,512.543,0.9980000257492065,1530.222,528.369,1.0,1098.679,342.699,1.0,1100.184,391.748,0.9990000128746033,1105.828,440.544,0.9990000128746033,468.841,448.561,1.0,526.173,572.565,0.9559999704360962,595.426,683.167,0.9890000224113464,455.684,179.903,0.9879999756813049,462.397,247.356,0.9990000128746033,439.696,336.649,0.996999979019165
28,1414.299,505.175,0.9990000128746033,1480.67,512.341,0.9980000257492065,1530.222,528.692,1.0,1098.607,342.964,1.0,1100.184,392.166,0.9990000128746033,1106.001,440.384,0.9990000128746033,468.369,448.648,1.0,525.441,572.565,0.9290000200271606,595.426,683.146,0.9860000014305115,455.684,179.903,0.9890000224113464,461.386,247.245,0.996999979019165,438.394,335.894,1.0
29,1414.079,505.163,0.9980000257492065,1480.616,512.211,0.9980000257492065,1530.287,526.812,1.0,1098.762,343.009,1.0,1099.881,392.25,0.9990000128746033,1106.001,440.351,0.9990000128746033,468.369,448.648,1.0,524.383,571.525,0.9700000286102295,595.295,683.167,0.9869999885559082,455.684,179.798,0.9890000224113464,461.137,246.515,0.9990000128746033,438.176,335.894,1.0
30,1414.079,505.151,0.9990000128746033,1480.616,511.887,0.9980000257492065,1530.392,526.812,1.0,1098.762,343.049,1.0,1099.881,392.268,0.9990000128746033,1106.001,440.069,0.9990000128746033,468.369,448.859,1.0,523.139,571.525,0.9779999852180481,595.168,683.505,0.9829999804496765,455.684,179.469,0.9879999756813049,461.137,245.69,0.9990000128746033,437.833,335.103,1.0
31,1414.079,505.079,0.9980000257492065,1480.606,511.887,0.9980000257492065,1530.392,526.875,1.0,1098.762,343.049,1.0,1099.881,392.268,0.9990000128746033,1105.86,440.069,0.9990000128746033,468.369,448.859,1.0,518.649,571.33,0.984000027179718,589.951,683.761,0.9629999995231628,456.882,179.319,0.9909999966621399,460.323,246.515,0.9990000128746033,438.176,335.069,1.0
32,1414.14,505.025,0.9980000257492065,1480.606,512.211,0.9980000257492065,1530.357,526.875,1.0,1098.762,343.271,1.0,1099.88,392.453,0.9990000128746033,1105.803,440.069,0.9990000128746033,469.149,448.859,1.0,518.649,570.535,0.7279999852180481,589.275,683.789,0.9810000061988831,457.467,179.319,0.9919999837875366,460.323,246.515,0.9990000128746033,438.394,335.069,1.0
33,1414.642,505.025,0.9990000128746033,1480.606,512.817,0.9980000257492065,1530.357,526.875,1.0,1098.975,343.333,1.0,1099.892,392.581,0.9990000128746033,1105.183,440.196,0.9990000128746033,469.245,448.859,1.0,523.139,570.86,0.9679999947547913,589.126,683.922,0.984000027179718,457.723,179.319,0.996999979019165,461.137,246.597,0.9990000128746033,438.745,334.776,0.9990000128746033
34,1414.642,505.025,0.9980000257492065,1480.605,512.866,0.9980000257492065,1530.357,526.875,1.0,1099.028,343.333,1.0,1099.985,392.581,0.9990000128746033,1104.498,440.196,0.9990000128746033,469.245,449.092,1.0,523.411,571.127,0.949999988079071,589.275,683.789,0.9950000047683716,458.073,180.13,0.9929999709129333,462.012,246.671,0.9990000128746033,439.74,333.771,1.0
35,1414.685,505.025,0.9980000257492065,1480.815,512.881,0.9980000257492065,1530.284,526.875,1.0,1099.028,343.271,1.0,1099.985,392.581,0.9980000257492065,1104.494,440.196,0.9990000128746033,469.245,450.06,1.0,523.752,570.86,0.9210000038146973,589.75,683.821,0.9940000176429749,458.303,180.873,0.9940000176429749,462.151,246.671,0.9990000128746033,439.923,334.776,1.0
36,1414.696,505.167,0.9980000257492065,1480.815,512.971,0.996999979019165,1530.264,527.288,1.0,1098.975,343.134,1.0,1099.985,392.316,0.9990000128746033,1104.494,440.42,0.9980000257492065,467.256,450.087,1.0,523.752,570.86,0.8230000138282776,589.659,683.821,0.9900000095367432,458.577,181.599,0.9959999918937683,463.102,247.416,0.9990000128746033,439.923,337.624,0.9990000128746033
37,1414.708,505.167,0.9990000128746033,1480.815,512.975,0.996999979019165,1530.264,527.375,1.0,1098.973,342.754,1.0,1100.195,392.242,0.9990000128746033,1104.494,440.42,0.996999979019165,466.106,451.661,1.0,523.752,571.127,0.9769999980926514,589.659,683.821,0.9940000176429749,459.21,181.599,0.996999979019165,463.102,247.416,0.9990000128746033,439.923,337.624,1.0
38,1414.708,505.167,0.9980000257492065,1480.815,512.971,0.9980000257492065,1530.386,527.375,1.0,1098.475,342.616,1.0,1100.195,391.999,0.9990000128746033,1104.498,440.234,0.9980000257492065,465.46,451.661,1.0,523.448,571.127,0.9049999713897705,589.659,683.649,0.9950000047683716,459.21,181.656,0.9980000257492065,463.178,246.671,0.9990000128746033,439.644,338.866,1.0
39,1414.87,505.312,0.9980000257492065,1480.815,512.971,0.996999979019165,1530.264,527.375,1.0,1098.267,342.464,1.0,1100.284,391.76,0.9990000128746033,1104.734,440.257,0.9980000257492065,465.46,451.743,1.0,523.269,571.112,0.953000009059906,589.659,683.649,0.9950000047683716,459.695,181.668,0.9950000047683716,463.307,246.902,0.9980000257492065,439.592,338.866,1.0
40,1414.915,505.397,0.9980000257492065,1481.052,512.975,0.996999979019165,1530.264,527.375,1.0,1097.643,341.991,1.0,1100.314,391.59,0.9990000128746033,1104.734,440.257,0.9980000257492065,465.905,451.917,1.0,523.212,571.112,0.8399999737739563,589.659,683.522,0.9929999709129333,459.695,181.668,0.9929999709129333,463.307,246.902,0.9950000047683716,439.151,338.295,0.9990000128746033
41,1414.915,505.312,0.9980000257492065,1481.052,513.058,0.996999979019165,1530.241,527.48,1.0,1097.626,341.983,1.0,1100.314,391.574,0.9990000128746033,1104.518,440.234,0.9980000257492065,465.46,452.435,1.0,523.212,570.69,0.9049999713897705,592.48,683.428,0.9929999709129333,460.459,181.689,0.9980000257492065,463.178,246.902,0.9940000176429749,439.359,338.295,1.0
42,1414.896,505.312,0.9980000257492065,1481.052,513.207,0.9980000257492065,1529.754,528.273,1.0,1097.599,341.971,1.0,1100.314,391.239,0.9990000128746033,1104.518,439.413,0.996999979019165,465.46,452.692,1.0,523.212,570.69,0.8529999852180481,594.584,682.918,0.9819999933242798,460.462,182.22,0.9980000257492065,463.539,246.902,0.9990000128746033,439.592,335.821,0.9990000128746033
43,1414.915,505.151,0.9980000257492065,1480.803,513.215,0.9980000257492065,1529.707,528.388,1.0,1097.507,341.781,1.0,1099.967,391.042,0.9990000128746033,1104.209,439.4,0.9980000257492065,465.905,452.988,1.0,523.212,570.38,0.8130000233650208,594.584,682.918,0.9829999804496765,461.722,182.25,0.9980000257492065,463.539,247.666,0.9990000128746033,439.592,335.821,1.0
44,1414.981,504.987,0.9980000257492065,1480.803,513.207,0.9980000257492065,1529.707,528.388,1.0,1097.599,341.712,1.0,1099.886,391.042,0.9990000128746033,1103.767,439.4,0.9980000257492065,466.885,453.253,1.0,523.16,570.69,0.9860000014305115,594.003,683.166,0.968999981880188,461.873,182.25,0.9980000257492065,463.539,247.666,0.9990000128746033,439.761,335.821,1.0
45,1429.716,502.351,1.0,1480.803,513.207,0.9980000257492065,1529.707,528.388,1.0,1097.599,341.575,1.0,1099.886,390.979,0.9990000128746033,1103.767,439.413,0.9980000257492065,467.508,454.595,1.0,523.16,570.395,0.9810000061988831,594.003,683.166,0.9829999804496765,461.995,182.22,0.9980000257492065,463.652,247.666,0.996999979019165,440.5,337.043,1.0
46,1429.716,502.179,1.0,1480.82,513.169,0.9980000257492065,1530.326,527.18,1.0,1097.599,341.575,1.0,1099.886,390.684,0.9990000128746033,1103.767,439.414,0.9980000257492065,467.508,454.703,1.0,519.059,570.912,0.9879999756813049,594.003,683.392,0.984000027179718,462.551,181.73,0.9990000128746033,463.711,246.525,0.9980000257492065,440.5,337.043,1.0
47,1429.716,502.085,1.0,1480.82,513.008,0.996999979019165,1530.326,527.18,1.0,1097.528,341.518,1.0,1100.266,390.237,0.9990000128746033,1104.195,439.641,0.996999979019165,467.508,456.577,1.0,519.059,570.395,0.9760000109672546,594.003,683.392,0.9890000224113464,462.568,181.649,0.9980000257492065,463.811,246.496,0.9980000257492065,440.5,337.338,1.0
48,1429.681,501.993,1.0,1480.929,512.918,0.9980000257492065,1530.444,527.18,1.0,1097.528,341.518,1.0,1100.52,389.814,0.9990000128746033,1104.581,439.869,0.9990000128746033,467.488,456.577,1.0,518.849,570.395,0.9900000095367432,594.003,683.392,0.9819999933242798,462.568,181.649,0.9980000257492065,463.811,245.886,0.9980000257492065,440.549,337.338,1.0
49,1429.606,501.732,1.0,1481.366,513.008,0.996999979019165,1530.444,527.966,1.0,1097.295,341.518,1.0,1100.52,388.684,0.9990000128746033,1104.851,439.988,0.9990000128746033,466.102,457.043,1.0,518.319,570.395,0.9679999947547913,593.71,683.26,0.9929999709129333,462.568,181.73,0.9990000128746033,463.711,245.773,0.9990000128746033,440.593,337.793,1.0
50,1429.57,501.732,1.0,1481.479,513.066,0.996999979019165,1530.444,528.063,1.0,1097.211,341.702,1.0,1100.55,388.684,0.9990000128746033,1104.934,439.988,0.9980000257492065,465.988,456.726,0.9990000128746033,518.319,569.698,0.9860000014305115,594.652,683.26,0.9829999804496765,461.773,181.649,0.9990000128746033,463.711,245.56,0.9990000128746033,440.794,337.793,1.0
51,1429.57,501.732,1.0,1481.479,513.066,0.9980000257492065,1530.263,528.378,1.0,1097.211,341.662,1.0,1100.55,389.118,0.9990000128746033,1104.851,439.988,0.9980000257492065,465.988,456.726,1.0,517.669,569.698,0.9359999895095825,594.195,683.227,0.9819999933242798,461.336,181.649,0.9990000128746033,463.555,245.513,0.9990000128746033,440.882,337.793,1.0
52,1414.793,505.197,0.9980000257492065,1481.479,513.066,0.9980000257492065,1530.428,528.557,1.0,1097.295,341.662,1.0,1100.55,389.462,0.9990000128746033,1104.851,439.935,0.9980000257492065,465.988,456.726,1.0,517.669,569.698,0.9810000061988831,593.808,683.227,0.9819999933242798,460.84,180.657,0.9990000128746033,463.555,244.992,0.9990000128746033,441.074,337.793,0.9990000128746033
53,1414.523,505.197,0.9990000128746033,1481.101,513.066,0.9980000257492065,1530.233,528.624,1.0,1097.482,341.702,1.0,1100.55,389.409,0.9990000128746033,1104.551,439.382,0.996999979019165,467.486,456.726,1.0,518.677,569.698,0.9819999933242798,593.808,683.181,0.9639999866485596,459.477,180.329,0.9990000128746033,464.044,244.403,0.9990000128746033,441.074,338.291,1.0
54,1414.523,505.197,0.9980000257492065,1481.023,513.209,0.996999979019165,1530.233,528.624,1.0,1097.482,341.662,1.0,1100.55,389.409,0.9990000128746033,1104.551,439.382,0.996999979019165,470.772,456.238,1.0,518.677,569.593,0.9480000138282776,593.808,683.181,0.9559999704360962,459.19,178.42,0.9990000128746033,464.591,242.92,0.9990000128746033,441.081,337.009,1.0
55,1414.515,505.17,0.9980000257492065,1480.973,513.187,0.9980000257492065,1530.428,528.557,1.0,1097.547,341.662,1.0,1100.349,389.409,0.9990000128746033,1104.505,439.186,0.996999979019165,471.619,455.753,1.0,518.677,569.593,0.9869999885559082,590.305,683.152,0.9710000157356262,458.706,178.42,0.9990000128746033,464.591,242.607,0.9990000128746033,441.081,337.686,1.0
56,1414.568,504.961,0.9980000257492065,1480.876,513.187,0.9980000257492065,1530.428,528.557,1.0,1097.596,342.077,1.0,1100.341,389.462,0.9990000128746033,1103.858,439.085,0.996999979019165,471.619,455.697,1.0,524.021,569.593,0.9779999852180481,589.983,683.135,0.9670000076293945,458.706,178.245,0.9990000128746033,464.591,242.582,0.9990000128746033,441.074,337.686,1.0
57,1414.568,504.894,0.9980000257492065,1480.876,513.195,0.996999979019165,1530.47,527.224,1.0,1097.61,342.198,1.0,1100.341,389.658,0.9990000128746033,1103.68,438.769,0.996999979019165,471.619,455.272,1.0,524.414,569.629,0.9739999771118164,589.855,683.132,0.9729999899864197,458.706,178.014,0.9990000128746033,464.539,242.351,1.0,441.081,337.576,1.0
58,1414.827,504.894,0.9980000257492065,1480.853,513.209,0.9980000257492065,1530.47,527.224,1.0,1097.657,342.077,1.0,1100.341,389.944,0.9990000128746033,1103.567,438.769,0.996999979019165,470.575,453.795,1.0,525.052,569.669,0.9890000224113464,589.855,682.919,0.9789999723434448,459.127,178.014,0.9990000128746033,464.467,242.582,1.0,440.975,337.576,1.0
59,1414.903,504.961,0.9980000257492065,1480.505,513.195,0.996999979019165,1530.688,527.224,1.0,1097.657,342.077,1.0,1100.29,389.944,0.9990000128746033,1103.482,438.769,0.996999979019165,470.575,453.761,1.0,525.152,569.669,0.9779999852180481,589.855,682.919,0.9810000061988831,459.127,177.818,0.9990000128746033,464.237,242.337,1.0,440.881,337.686,1.0
