scorer,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000,DLC_dlcrnetms5_make_tea_01052022Jan5shuffle1_40000
7,535.624,687.625,0.996999979019165,582.569,666.681,0.9990000128746033,577.406,603.497,1.0,616.939,638.478,0.9990000128746033,597.956,391.656,1.0,622.089,428.682,0.9990000128746033,648.217,466.22,1.0,868.256,251.531,0.984000027179718,875.729,364.12,0.9890000224113464,901.55,501.815,0.9990000128746033,480.383,41.942,0.9929999709129333,519.361,104.82,0.9919999837875366,546.537,191.172,0.9990000128746033
8,535.492,687.669,0.996999979019165,582.569,666.719,0.9990000128746033,577.406,603.203,1.0,617.542,638.478,0.9990000128746033,597.912,391.616,1.0,621.889,428.653,0.9990000128746033,647.607,466.22,1.0,868.282,251.527,0.9769999980926514,875.827,364.12,0.9919999837875366,901.207,501.494,0.9990000128746033,480.364,41.906,0.9940000176429749,519.324,104.82,0.9919999837875366,546.442,191.198,0.9990000128746033
9,532.616,688.326,0.996999979019165,582.569,666.719,0.9990000128746033,577.369,603.203,1.0,618.044,638.495,0.9990000128746033,598.218,391.333,0.9990000128746033,621.889,428.198,0.9990000128746033,647.453,465.958,1.0,868.987,251.322,0.984000027179718,875.853,364.033,0.9879999756813049,899.469,500.449,0.9990000128746033,478.21,41.633,0.9909999966621399,518.963,104.82,0.9929999709129333,546.367,191.263,0.9990000128746033
10,532.616,688.326,0.996999979019165,582.578,666.681,0.9990000128746033,577.099,602.955,1.0,618.044,638.478,0.9990000128746033,597.912,390.994,0.9990000128746033,621.889,428.198,0.9990000128746033,647.453,465.816,1.0,869.574,251.322,0.9919999837875366,875.853,363.92,0.9890000224113464,899.469,500.449,0.9990000128746033,478.203,41.633,0.9919999837875366,519.324,105.003,0.9929999709129333,546.368,191.238,0.9990000128746033
11,532.616,688.326,0.996999979019165,582.578,666.636,0.9990000128746033,577.053,602.955,1.0,618.068,638.45,0.9990000128746033,597.912,390.994,0.9990000128746033,622.0,428.198,0.9990000128746033,647.453,465.816,1.0,869.755,251.527,0.9829999804496765,875.827,363.92,0.9909999966621399,899.469,500.449,0.9990000128746033,478.187,41.633,0.9919999837875366,519.324,105.069,0.9929999709129333,546.397,191.201,0.9990000128746033
12,535.755,686.81,0.996999979019165,583.312,665.765,0.9980000257492065,577.039,603.044,1.0,618.076,638.157,0.9990000128746033,598.213,391.333,1.0,621.976,428.641,0.9990000128746033,648.421,465.811,1.0,869.755,251.667,0.9909999966621399,875.072,363.92,0.9779999852180481,901.296,500.682,0.9990000128746033,478.154,41.742,0.9909999966621399,519.311,105.078,0.9929999709129333,546.397,191.201,0.9990000128746033
13,535.929,686.752,0.996999979019165,583.337,665.573,0.9980000257492065,576.903,603.044,1.0,618.424,638.041,0.9990000128746033,598.218,391.333,0.9990000128746033,622.0,429.304,0.9990000128746033,648.421,465.811,1.0,869.891,251.667,0.9819999933242798,875.072,365.154,0.9729999899864197,901.296,500.682,0.9990000128746033,478.114,41.805,0.9919999837875366,519.197,105.078,0.9929999709129333,546.397,191.201,0.9990000128746033
14,535.975,686.752,0.996999979019165,583.337,665.548,0.9980000257492065,576.51,603.044,1.0,618.759,638.041,0.9990000128746033,598.785,391.449,0.9990000128746033,622.0,429.304,0.9990000128746033,649.44,465.816,1.0,870.356,251.667,0.984000027179718,875.072,365.154,0.9160000085830688,901.296,500.682,0.9990000128746033,478.034,41.805,0.9919999837875366,519.197,105.078,0.9929999709129333,546.445,191.201,0.9990000128746033
15,536.265,686.752,0.9980000257492065,583.312,665.548,0.9980000257492065,576.51,603.044,1.0,618.759,638.041,0.9990000128746033,602.424,391.449,0.9990000128746033,622.743,429.304,0.9990000128746033,648.544,465.987,1.0,870.356,251.667,0.9909999966621399,875.234,365.154,0.9319999814033508,900.998,500.472,0.9990000128746033,477.956,41.805,0.9909999966621399,519.197,105.051,0.9929999709129333,546.551,191.201,0.9990000128746033
16,536.436,688.132,0.996999979019165,583.28,665.548,0.9980000257492065,575.999,603.119,1.0,618.759,638.053,0.9990000128746033,602.494,391.449,0.9990000128746033,623.971,429.39,0.9980000257492065,648.421,466.234,1.0,870.356,251.742,0.9890000224113464,875.234,364.543,0.9739999771118164,900.998,500.412,0.9990000128746033,477.891,41.81,0.9900000095367432,519.197,105.044,0.9929999709129333,546.551,191.412,0.9990000128746033
17,536.436,688.132,0.996999979019165,583.28,665.797,0.9980000257492065,575.999,603.514,1.0,617.934,638.079,0.9990000128746033,603.117,391.449,0.9990000128746033,624.358,429.39,0.9990000128746033,648.544,466.266,1.0,869.307,251.794,0.9900000095367432,875.3,363.802,0.9850000143051147,900.998,499.794,0.9990000128746033,477.891,41.81,0.9900000095367432,519.137,105.044,0.9929999709129333,546.551,191.449,0.9990000128746033
18,536.708,688.132,0.996999979019165,583.28,665.797,0.9980000257492065,575.938,603.119,1.0,617.462,638.42,0.9990000128746033,603.315,391.812,1.0,624.889,429.39,0.9990000128746033,648.923,466.3,1.0,869.307,251.794,0.9909999966621399,875.234,363.802,0.9860000014305115,900.991,499.747,0.9990000128746033,477.916,41.797,0.9909999966621399,519.106,105.051,0.9929999709129333,546.551,191.49,0.9990000128746033
19,536.752,687.588,0.996999979019165,583.28,665.797,0.9990000128746033,575.917,602.851,1.0,617.462,638.42,0.9990000128746033,603.315,391.97,1.0,624.902,429.394,0.9990000128746033,648.923,466.412,1.0,869.307,251.794,0.9919999837875366,875.201,363.802,0.9909999966621399,901.312,499.675,0.9990000128746033,477.956,41.791,0.9929999709129333,519.106,105.044,0.9929999709129333,546.512,191.499,0.9990000128746033
20,537.137,687.499,0.9980000257492065,583.28,665.784,0.9980000257492065,575.917,602.626,1.0,617.462,638.42,0.9990000128746033,603.315,392.043,1.0,624.902,429.589,0.9990000128746033,649.28,466.46,1.0,870.066,251.809,0.9890000224113464,875.201,363.951,0.9850000143051147,901.521,499.634,1.0,478.008,41.783,0.9929999709129333,519.106,105.095,0.9929999709129333,546.382,191.521,0.9990000128746033
21,537.137,687.437,0.9980000257492065,583.376,665.781,0.996999979019165,575.917,602.626,1.0,617.556,638.257,0.9990000128746033,603.441,392.043,1.0,625.299,429.589,0.9990000128746033,649.312,466.412,1.0,870.153,251.809,0.9869999885559082,875.185,364.021,0.9879999756813049,901.521,499.634,0.9990000128746033,478.029,41.747,0.9929999709129333,519.106,105.098,0.9929999709129333,546.294,191.521,1.0
22,537.137,687.388,0.9980000257492065,583.421,665.432,0.9980000257492065,575.917,602.626,1.0,617.616,637.766,0.9990000128746033,603.441,391.97,0.9990000128746033,625.344,429.394,0.9990000128746033,649.585,466.412,1.0,870.245,251.797,0.9879999756813049,875.185,364.042,0.9860000014305115,901.521,499.219,0.9990000128746033,478.008,41.729,0.9929999709129333,519.034,105.095,0.9929999709129333,546.224,191.522,0.9990000128746033
23,536.993,686.803,0.9980000257492065,583.421,665.432,0.9980000257492065,576.454,603.057,1.0,617.616,637.766,0.9990000128746033,603.609,392.043,0.9990000128746033,625.519,428.634,0.9990000128746033,649.602,466.46,1.0,870.245,251.797,0.9879999756813049,875.236,364.626,0.9810000061988831,902.333,499.219,0.9990000128746033,478.029,41.716,0.9929999709129333,519.001,105.021,0.9929999709129333,545.965,191.521,0.9990000128746033
24,536.563,686.803,0.9980000257492065,583.792,665.432,0.9980000257492065,576.454,603.182,1.0,617.967,637.766,0.9990000128746033,603.609,391.913,0.9990000128746033,625.808,427.909,0.9990000128746033,650.152,465.883,1.0,870.153,251.809,0.9860000014305115,875.479,365.261,0.9779999852180481,903.269,499.358,0.9990000128746033,478.033,41.703,0.9929999709129333,518.838,104.609,0.9929999709129333,545.965,191.512,0.9990000128746033
25,536.563,686.803,0.9980000257492065,583.971,665.736,0.9980000257492065,576.558,603.761,1.0,617.967,638.347,0.9990000128746033,603.609,391.53,0.9990000128746033,626.553,427.54,0.9990000128746033,650.152,465.883,1.0,869.652,251.797,0.9900000095367432,875.766,365.482,0.9869999885559082,903.269,499.684,0.9990000128746033,478.076,41.693,0.9919999837875366,518.819,104.52,0.9929999709129333,545.948,190.837,1.0
26,536.563,686.825,0.9990000128746033,584.0,665.736,0.9980000257492065,576.454,603.761,1.0,617.528,638.523,0.9990000128746033,603.144,390.487,0.9990000128746033,626.553,427.54,0.9990000128746033,650.152,466.488,1.0,869.112,251.748,0.9919999837875366,875.898,365.575,0.9819999933242798,903.32,499.684,0.9990000128746033,478.17,41.668,0.9919999837875366,518.813,104.52,0.9929999709129333,545.948,190.803,1.0
27,537.027,687.39,0.9980000257492065,584.075,665.736,0.9980000257492065,576.397,603.8,1.0,617.528,639.028,0.9990000128746033,603.144,390.305,0.9990000128746033,626.627,427.54,0.9990000128746033,649.078,466.703,1.0,868.883,251.718,0.9909999966621399,876.371,369.953,0.9769999980926514,903.53,499.684,0.9990000128746033,478.175,41.602,0.9919999837875366,518.752,104.52,0.9929999709129333,545.866,190.803,1.0
28,537.027,687.451,0.9980000257492065,584.628,665.195,0.9980000257492065,576.349,603.761,1.0,617.774,639.028,0.9990000128746033,603.144,390.259,0.9990000128746033,627.242,428.371,0.9990000128746033,648.634,466.703,1.0,868.883,251.718,0.9909999966621399,881.896,370.186,0.9369999766349792,903.53,499.779,0.9990000128746033,478.179,41.554,0.9919999837875366,518.752,104.682,0.9929999709129333,545.818,190.796,1.0
29,537.027,687.566,0.9980000257492065,584.705,665.195,0.9990000128746033,576.397,603.791,1.0,617.774,639.028,0.9990000128746033,603.194,390.259,0.9990000128746033,627.031,428.637,0.9990000128746033,647.666,466.703,1.0,868.883,251.718,0.9879999756813049,883.313,370.504,0.9649999737739563,903.542,499.779,0.9990000128746033,478.175,41.548,0.9919999837875366,518.752,104.824,0.9929999709129333,545.818,190.711,1.0
30,536.706,687.566,0.9980000257492065,584.705,665.195,0.9990000128746033,576.397,603.69,1.0,617.998,639.028,0.9990000128746033,603.364,390.259,0.9990000128746033,627.078,428.828,0.9990000128746033,647.666,466.678,1.0,869.145,251.718,0.9850000143051147,883.313,370.504,0.9860000014305115,903.542,499.779,0.9990000128746033,478.17,41.554,0.9909999966621399,518.897,104.942,0.9929999709129333,545.85,190.678,1.0
31,536.386,687.566,0.9980000257492065,584.705,665.45,0.9990000128746033,576.397,603.69,1.0,618.077,638.915,0.9990000128746033,603.47,390.253,0.9990000128746033,627.078,428.828,0.9990000128746033,647.666,466.659,1.0,869.489,251.503,0.9860000014305115,883.313,370.186,0.9729999899864197,903.542,499.732,0.9990000128746033,478.216,41.602,0.9900000095367432,518.897,105.046,0.9929999709129333,545.85,190.639,1.0
32,535.689,687.337,0.9980000257492065,583.599,665.793,0.9980000257492065,576.668,603.403,1.0,618.432,638.915,0.9990000128746033,603.492,390.253,0.9990000128746033,627.078,428.406,0.9990000128746033,648.698,466.612,1.0,869.64,251.281,0.9890000224113464,881.485,369.234,0.9850000143051147,903.542,499.779,0.9990000128746033,478.209,41.619,0.9919999837875366,518.93,105.046,0.9869999885559082,545.86,190.492,1.0
33,535.689,687.337,0.9980000257492065,583.599,666.012,0.9980000257492065,576.668,603.539,1.0,618.432,639.13,0.9990000128746033,603.492,390.261,0.9990000128746033,627.031,428.691,0.9980000257492065,648.698,466.543,1.0,869.64,250.795,0.9869999885559082,881.18,365.688,0.9869999885559082,903.17,499.732,0.9990000128746033,478.166,41.647,0.9919999837875366,518.931,105.046,0.9929999709129333,545.92,190.459,1.0
34,535.689,687.337,0.9980000257492065,583.595,666.131,0.9980000257492065,576.598,603.539,1.0,618.432,639.13,0.9990000128746033,603.47,390.327,0.9990000128746033,626.975,428.537,0.9980000257492065,648.807,465.945,1.0,869.787,250.294,0.9869999885559082,880.815,365.242,0.9919999837875366,903.17,499.521,0.9990000128746033,478.166,41.647,0.9929999709129333,518.931,105.046,0.9929999709129333,546.0,190.449,1.0
35,536.065,687.534,0.9980000257492065,583.595,666.131,0.9980000257492065,576.29,603.539,1.0,618.876,638.895,0.9990000128746033,603.47,390.394,0.9990000128746033,626.82,428.537,0.9980000257492065,648.979,465.839,1.0,869.64,250.294,0.9890000224113464,876.206,365.242,0.9890000224113464,904.267,499.212,0.9990000128746033,478.144,41.647,0.9919999837875366,518.931,105.046,0.9929999709129333,546.075,190.359,1.0
36,536.065,687.548,0.9980000257492065,583.586,666.131,0.9980000257492065,576.598,604.745,1.0,618.99,638.639,0.9990000128746033,603.537,390.713,0.9990000128746033,626.82,428.537,0.9980000257492065,649.459,465.6,1.0,869.571,250.294,0.9829999804496765,875.647,365.132,0.984000027179718,904.267,498.597,0.9990000128746033,478.113,41.647,0.9919999837875366,518.983,105.023,0.9929999709129333,546.141,190.459,1.0
37,536.368,687.627,0.9980000257492065,583.586,665.911,0.9980000257492065,575.935,605.181,1.0,620.56,638.639,0.9990000128746033,603.991,392.054,0.9990000128746033,626.709,428.537,0.9990000128746033,649.459,465.358,1.0,869.571,250.62,0.9860000014305115,875.647,365.123,0.9670000076293945,904.267,498.597,0.9990000128746033,478.102,41.649,0.9919999837875366,519.09,105.124,0.9869999885559082,546.141,190.441,0.9990000128746033
38,536.368,687.826,0.9980000257492065,583.507,665.864,0.9980000257492065,575.867,605.181,1.0,620.56,638.639,0.9990000128746033,603.991,392.088,0.9990000128746033,626.82,428.516,0.9980000257492065,649.481,465.358,1.0,869.949,251.217,0.9879999756813049,875.647,365.123,0.9729999899864197,904.676,498.597,0.9990000128746033,478.069,41.592,0.9929999709129333,519.09,105.124,0.9940000176429749,546.222,190.441,1.0
39,536.078,688.416,0.9980000257492065,583.507,665.864,0.9980000257492065,575.775,605.181,1.0,620.56,638.336,0.9990000128746033,604.092,392.128,0.9990000128746033,626.82,428.516,0.9990000128746033,649.481,465.6,1.0,874.733,251.217,0.9890000224113464,880.357,365.178,0.9800000190734863,908.052,498.282,0.9990000128746033,478.053,41.649,0.9919999837875366,518.983,105.132,0.9940000176429749,546.224,190.473,0.9990000128746033
40,536.078,689.531,0.9980000257492065,583.361,665.814,0.9980000257492065,575.828,604.335,1.0,619.294,638.321,0.9990000128746033,603.991,392.128,0.9990000128746033,626.824,428.474,0.9980000257492065,649.501,465.698,1.0,875.765,251.217,0.9890000224113464,885.6,365.178,0.9850000143051147,910.405,498.168,1.0,478.053,41.651,0.9919999837875366,518.87,105.132,0.9940000176429749,546.238,190.668,1.0
41,536.387,689.531,0.9980000257492065,583.361,665.758,0.9980000257492065,575.775,604.288,1.0,619.294,638.285,0.9990000128746033,603.984,392.088,0.9990000128746033,626.789,428.516,0.9980000257492065,649.539,465.698,1.0,889.757,250.381,0.9819999933242798,892.488,366.874,0.9829999804496765,911.919,496.557,0.9990000128746033,478.053,41.657,0.9919999837875366,518.815,105.155,0.9940000176429749,546.238,190.671,0.9990000128746033
42,536.078,689.531,0.9980000257492065,583.361,665.758,0.9980000257492065,575.775,604.288,1.0,618.988,638.285,0.9990000128746033,603.861,391.907,0.9990000128746033,626.789,428.474,0.9980000257492065,650.268,465.73,1.0,891.21,250.177,0.9860000014305115,903.316,366.874,0.9890000224113464,925.77,495.975,0.9980000257492065,478.053,41.657,0.9929999709129333,518.761,105.155,0.9940000176429749,546.224,190.671,1.0
43,536.078,689.227,0.9980000257492065,583.379,665.789,0.9990000128746033,575.828,604.288,1.0,618.988,638.285,0.9990000128746033,603.922,391.907,0.9990000128746033,626.789,428.559,0.9980000257492065,650.332,465.766,1.0,899.737,249.514,0.9890000224113464,916.345,369.798,0.9860000014305115,932.29,495.975,0.996999979019165,478.053,41.657,0.9919999837875366,518.815,105.174,0.9940000176429749,546.204,190.668,1.0
44,536.033,689.227,0.9980000257492065,583.517,665.789,0.9980000257492065,575.828,604.351,1.0,618.134,640.909,0.9980000257492065,603.922,391.887,0.9990000128746033,626.712,428.791,0.9980000257492065,650.341,465.73,1.0,907.178,250.177,0.9919999837875366,923.746,369.798,0.9789999723434448,933.183,495.975,0.9909999966621399,478.071,41.649,0.9929999709129333,518.815,105.223,0.9940000176429749,546.182,190.624,1.0
45,536.033,689.111,0.9980000257492065,583.536,665.922,0.9980000257492065,575.795,604.79,1.0,618.134,640.909,0.9980000257492065,603.922,391.887,0.9990000128746033,626.712,428.791,0.9990000128746033,650.341,465.608,1.0,922.552,249.472,0.9869999885559082,939.088,371.337,0.9599999785423279,958.691,495.756,0.9990000128746033,478.097,41.629,0.9929999709129333,518.96,105.223,0.9940000176429749,546.177,190.624,1.0
46,536.033,689.111,0.9980000257492065,583.536,665.929,0.9980000257492065,575.795,604.931,1.0,618.134,640.909,0.9980000257492065,603.922,391.887,0.9990000128746033,626.839,428.791,0.9990000128746033,650.676,465.766,1.0,923.444,249.472,0.9879999756813049,939.535,371.787,0.9660000205039978,959.463,496.354,0.9990000128746033,478.097,41.629,0.9929999709129333,518.96,105.265,0.9940000176429749,546.088,190.624,1.0
47,536.071,688.777,0.9980000257492065,583.536,665.929,0.996999979019165,575.795,604.931,1.0,618.625,639.254,0.9990000128746033,603.957,391.859,0.9990000128746033,626.839,428.791,0.9990000128746033,650.676,465.598,0.9990000128746033,930.906,248.693,0.9879999756813049,947.876,371.787,0.9789999723434448,961.341,496.378,1.0,478.111,41.649,0.9929999709129333,519.011,105.265,0.9940000176429749,546.059,190.659,1.0
48,536.531,688.298,0.9980000257492065,583.536,665.922,0.996999979019165,575.716,604.79,1.0,618.807,638.456,0.9990000128746033,603.957,391.822,0.9990000128746033,626.812,428.833,0.9990000128746033,650.367,465.27,1.0,931.752,248.164,0.9900000095367432,954.497,371.337,0.9779999852180481,961.546,496.354,1.0,478.206,41.665,0.9929999709129333,519.011,105.265,0.9950000047683716,546.052,190.762,1.0
49,536.667,688.174,0.9980000257492065,583.454,665.685,0.9980000257492065,575.716,604.684,1.0,619.083,638.036,0.9990000128746033,603.652,391.792,0.9990000128746033,626.812,428.724,0.9990000128746033,649.864,465.204,1.0,934.408,248.164,0.9829999804496765,954.556,370.146,0.9829999804496765,962.446,496.354,0.9990000128746033,478.22,41.702,0.9919999837875366,519.007,105.29,0.9940000176429749,546.029,190.773,1.0
50,536.667,688.065,0.9980000257492065,583.454,665.685,0.9980000257492065,575.716,604.521,1.0,619.083,638.036,0.9990000128746033,603.435,391.744,0.9990000128746033,626.542,428.841,0.9990000128746033,650.288,465.27,1.0,939.267,248.164,0.9890000224113464,955.184,370.112,0.9750000238418579,966.663,496.367,0.9990000128746033,478.235,41.857,0.9919999837875366,518.968,105.29,0.9940000176429749,546.013,190.799,1.0
51,536.903,687.895,0.9980000257492065,583.577,665.685,0.9980000257492065,575.797,604.521,1.0,619.083,637.963,0.9990000128746033,603.233,391.741,0.9990000128746033,626.468,428.841,0.9990000128746033,650.288,465.27,1.0,939.397,248.693,0.9909999966621399,956.75,369.689,0.9819999933242798,967.599,496.378,0.9990000128746033,478.221,41.885,0.9929999709129333,518.968,105.196,0.9940000176429749,545.878,190.851,1.0
